"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",251548.31297175,1354825991.23769,0.269060884521633,0.518710790828216,0.498008724739355
"2",854867.974958229,11202537219.3854,0.192631880276388,0.438898485160735,0.355448488824794
"3",642813.708819883,5259456752.11072,0.159948618063951,0.399935767422659,0.388893399304475
"4",881452.337110045,12253652515.7426,0.198188183629422,0.445183314635019,0.358059851801027
"5",922175.185554398,14111211109.7087,0.208519795146227,0.456639677586417,0.295989112236437
"6",508352.673801938,6606559600.40286,0.321258773485766,0.566796942022243,0.210691262618078
"7",666304.970766395,8423929083.30335,0.238439641238678,0.488302817152101,0.329686382092145
"8",377310.154776243,1838776132.82311,0.162308675758973,0.402875509008643,0.321818984255731
"9",184313.867176811,512498667.266677,0.189577408262522,0.435404878546994,0.321771565621634
"10",271265.894664673,2055751350.39616,0.351067040825127,0.592509106111566,0.33871155902899
"11",354459.560864782,2049108529.17221,0.204946938326504,0.452710656298815,0.347117819541021
"12",668470.492812883,7213073307.29996,0.202845663038145,0.450383906282346,0.301527188453842
"13",493762.100474122,6839202146.92777,0.352516785010474,0.593731239712442,0.561924805720658
"14",359817.026710326,5024621700.97121,0.48769669522457,0.698352844359189,0.466821289445294
"15",1196699.98156898,19730178565.3964,0.173129195576037,0.416087966151434,0.33868701508524
"16",438611.735579629,2300493239.78252,0.150269323163231,0.387645873398945,0.301122805540605
