"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",953109.083410798,19063413422.2252,0.263709219497459,0.513526259793459,0.4581300788423
"2",450799.401788499,1975566515.65232,0.122161641143026,0.349516295962042,0.227336670477821
"3",420575.412179605,3184996121.94393,0.22627210310064,0.475680673457142,0.287755466866025
"4",210039.239939939,1169182361.29511,0.3330360467784,0.577092754051201,0.464878150575653
"5",422674.248147897,5225310333.075,0.367544877946111,0.606254796225243,0.437194878344965
"6",489011.843266425,5819364627.68379,0.30580647680271,0.552997718623422,0.526966266217607
"7",975602.607873629,16775653714.1559,0.221484537231217,0.470621437283957,0.517712142175605
"8",368081.870293591,1280532299.42768,0.118771310214087,0.344632137523602,0.186425752620183
"9",488741.415577609,5043831683.6157,0.265345767531936,0.515117236686889,0.274627140126124
"10",764806.85090626,18181779285.4198,0.39060941435171,0.624987531356995,0.418717460286824
"11",863826.803622442,10984716048.8759,0.184988762792349,0.430103200165203,0.331772894548324
"12",481953.572176965,2382806508.69594,0.128910482707754,0.359041059918993,0.223362574606571
"13",502579.606256571,4403776537.57193,0.219091442016735,0.468072047890851,0.541499595048969
"14",275517.668457203,1728184778.30009,0.286088980697048,0.534872864049998,0.650629762157232
"15",198451.000977184,456073905.008085,0.145525299079746,0.381477783205977,0.191467963514315
"16",777484.529807444,9100687768.7512,0.18919104063913,0.434960964500413,0.495042190999516
