"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",450530.841456952,7085286647.11492,0.438650103773229,0.662306653879628,0.383594179982212
"2",761082.789338894,14817353546.2469,0.321452424018507,0.566967745130627,0.424232534317356
"3",726277.294117612,8267248048.71074,0.196954495745498,0.44379555624803,0.36123002771756
"4",151024.255388396,571210294.271731,0.314711406091509,0.560991449214254,0.440861750064504
"5",468041.067472221,3796735336.88048,0.217797186887937,0.466687461678517,0.306350955451649
"6",262461.78878702,1139161203.54864,0.207808295888608,0.45585995205612,0.290765814858591
"7",346435.459592715,2772610776.7865,0.290304718559406,0.538799330511282,0.394719950885821
"8",776914.861655608,13084807875.7166,0.272414585049777,0.521933506349015,0.504448692357824
"9",804064.510667328,11406308135.0175,0.221703819842458,0.470854350986011,0.49889230655549
"10",236739.224333571,1602079232.29874,0.359214131977823,0.599344752190109,0.44138278264401
"11",176150.292945897,915972987.998799,0.370958896527564,0.609063951098375,0.512272339390301
"12",340462.489166276,2592231781.44454,0.281025128383685,0.530118032501899,0.244182670897064
"13",775953.189229816,13818587674.875,0.288404795536298,0.537033328142954,0.435944274567186
"14",1002563.43447744,15022961874.0791,0.187819944192353,0.433381984157571,0.365980510090873
"15",435451.430201058,3874625419.41133,0.256779379321561,0.506734032132795,0.34325479587469
"16",731152.155105687,6008695077.18616,0.141245461060596,0.375826370895652,0.147991081873148
