"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",345149.44293108,1384933615.99445,0.146091338230706,0.3822189663409,0.342400265647895
"2",298155.331293896,2426760363.20563,0.343045398526146,0.585700775589503,0.388401511555363
"3",714079.637215386,16487529127.1466,0.406323688358219,0.637435242482104,0.555768571159702
"4",389767.076325719,3137797928.90097,0.259552091721922,0.509462551834698,0.386463099921725
"5",954666.803476178,18144752197.9128,0.250182693080121,0.500182659715549,0.363630191907182
"6",1107697.71620729,14541694155.9637,0.148930054912645,0.385914569448531,0.207896561353241
"7",399184.084175782,2619430712.76154,0.206571472269776,0.454501344629228,0.335395959024542
"8",384460.304438318,2928998171.84962,0.249015255151311,0.499014283514321,0.411659649062742
"9",522524.625233406,7931123833.70543,0.365032111006203,0.604178873353085,0.569961176876277
"10",451091.941550773,4706153788.31516,0.290633613394822,0.539104454994412,0.326711746230666
"11",507682.516457436,5388608913.9986,0.262725431692579,0.512567489890433,0.328855645680194
"12",1233802.23304592,16919474510.5086,0.139670803199705,0.37372557204412,0.234829185012928
"13",247525.420500921,1055682129.32461,0.216522692966842,0.465319989863795,0.498876005959938
"14",159101.373386181,785020084.747876,0.389711099466906,0.624268451442892,0.294407722666052
"15",460849.092295869,5728274383.51428,0.338934832361677,0.582181099282412,0.544560797227261
"16",367372.889891424,2589641993.98506,0.241121193064308,0.491040928094907,0.275655537334985
