"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",191124.751389169,813740862.159252,0.279938171627326,0.529091836666685,0.522868779365828
"2",817470.333645865,12404817456.21,0.23326857698254,0.482978857697249,0.612483733224948
"3",755754.747999697,8171349088.31364,0.179780200245602,0.424004953090883,0.443716428068716
"4",801370.975623333,15484701915.1851,0.303002000366009,0.550456174791426,0.532819282192997
"5",222437.811743865,729530752.466836,0.185283284054742,0.430445448407509,0.392998042743283
"6",622705.25604184,7493361565.40058,0.242840707516106,0.492788704736732,0.354055638889538
"7",396972.806143484,2224558409.81606,0.17739123728739,0.421178391287338,0.248512527019799
"8",986772.546345995,14117771488.8784,0.182197282761123,0.426845736491678,0.277288026633937
"9",201472.429957319,775002751.173589,0.239928511258861,0.489824980231574,0.312325124450766
"10",246220.148121687,1606339261.21271,0.332966055926456,0.577032109961357,0.500652880558888
"11",605797.695506926,4802564901.21612,0.164447726139704,0.405521548305024,0.230023133867637
"12",232561.327100323,1642752012.53692,0.381686568839181,0.617807873727085,0.282743077159098
"13",620642.355557058,9000333038.79567,0.293619992213195,0.541867135203082,0.421745947260777
"14",395020.525421143,6077139594.11201,0.48940652101529,0.699575958002625,0.5674957505648
"15",535878.49482393,6191457424.05756,0.270938110116638,0.520517156409506,0.469264753592981
"16",985061.241207739,15240455390.182,0.19737009278691,0.44426353979019,0.441181193944443
