"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",364761.726609658,2584239714.63174,0.244075470345537,0.49403994812721,0.225273924786603
"2",819251.355178677,3157503650.12274,0.0591179530679433,0.243141837345907,0.0853562081382656
"3",366641.765838302,4707365095.75635,0.440051874188859,0.663364058559747,0.456861826101597
"4",219492.498285986,615502325.64039,0.16054626217867,0.400682245899005,0.141492806360607
"5",851939.804215776,19200186263.6749,0.33242791551357,0.576565621168631,0.581049615100297
"6",794942.882934967,11974960067.0348,0.23812888962091,0.487984517808619,0.521458601969825
"7",643927.519763244,5856618088.43371,0.177493640174916,0.421299940867449,0.33558745994208
"8",661798.18150067,7111363380.80397,0.204038252883787,0.451705936294607,0.339525185447012
"9",913526.991302186,10224466582.8794,0.153959948289736,0.39237730348446,0.315822098379359
"10",173093.88019606,539937159.49889,0.226459036130793,0.475877122932794,0.385072644046796
"11",792122.593859796,10029035391.2745,0.200855730130671,0.448169309670655,0.41180108853265
"12",490537.30920442,7956250794.42562,0.415503072363903,0.644595277956566,0.401948483020866
"13",191504.881566747,794622772.303381,0.27227713567191,0.521801816470496,0.463851871347198
"14",596163.73323953,9027288806.9064,0.31918031227551,0.564960451957047,0.366274593767991
"15",663908.17810836,9400339282.6473,0.268001580958271,0.517688691163204,0.491835869472216
"16",510402.349131035,3596196535.2152,0.173471427840757,0.416499013012945,0.255733326962013
