"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",199858.598114501,792374346.81845,0.249284110510561,0.499283597277701,0.454674247665558
"2",745903.440748854,13139679839.9832,0.296776443751592,0.544771919018953,0.401350951540127
"3",228920.609747264,1069220403.36076,0.256393678683932,0.506353314084081,0.260038831856721
"4",953564.234595468,7306739191.50916,0.100979580613766,0.317772844361765,0.138086799541724
"5",413714.791924056,4748050909.64466,0.348596588905174,0.590420688073491,0.683098529326033
"6",389215.709105435,2111636251.87047,0.175165370607673,0.418527622275607,0.287087851371929
"7",1012027.76769237,21576979127.6983,0.264737612601346,0.514526590762174,0.321015815842901
"8",1241285.19237387,12000554268.6996,0.0978741537525251,0.312848451734262,0.160866387890914
"9",649567.85710003,8053355547.41166,0.239848874299002,0.489743682245112,0.38603405469929
"10",204529.700844337,1064386301.39102,0.319739560985058,0.56545518035036,0.328696537280606
"11",415974.26056705,6996689097.59818,0.508123783710766,0.712828018326136,0.431288069440193
"12",805724.64608244,11946198568.2252,0.231241776186441,0.480876050751585,0.432862216086907
"13",496436.351720202,7790470702.25715,0.397233998608581,0.63026502251718,0.541730310107299
"14",379170.694614258,6085255596.19168,0.531886735924467,0.729305653292546,0.534255263967548
"15",178136.215951264,669867512.599484,0.265273785325874,0.515047362216208,0.332523268456331
"16",284973.591496303,1424418246.68136,0.220413484695855,0.469482145236488,0.354485962005588
