"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",718812.295795708,9825171409.0379,0.238956586076246,0.488831858696061,0.528733679280967
"2",943470.901415682,8745948567.9544,0.12346952084333,0.351382300128123,0.263764742619471
"3",432652.074007805,5499999300.82116,0.369228247049546,0.607641544867981,0.40199289041922
"4",865013.379747008,18860455413.8424,0.31674982903923,0.562805320727541,0.494244144369107
"5",662273.483600607,8623101280.13367,0.247057826962635,0.497049119265526,0.481801897901439
"6",279433.675033163,1387257635.89432,0.223259271343553,0.472503197178128,0.450208104925191
"7",588898.664294807,4104841600.99561,0.148739092889222,0.385667075194684,0.307786458006427
"8",444475.7981301,4972377039.66063,0.316284332736183,0.562391618657482,0.343105260297392
"9",734856.605542207,8980012465.50227,0.208968872199729,0.457131132389524,0.239563986314324
"10",179053.434812409,778630160.944057,0.305193846856702,0.552443523680658,0.30959083987646
"11",562617.108873068,5593332571.63922,0.222051973470288,0.471223910121598,0.318001171693024
"12",1218473.14666064,20107292246.6848,0.170189016807375,0.412539715430376,0.308874419185993
"13",238295.263954422,1078955651.4114,0.238771581641283,0.488642590899814,0.458998614539313
"14",201685.084204335,766798221.371441,0.236888184375811,0.486711602877732,0.237124874494786
"15",533196.009800083,5329070541.50178,0.235552409863077,0.485337418568852,0.372618473765241
"16",378565.930699508,2122631804.45651,0.186123614418194,0.431420461288281,0.386756619879488
