"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",503063.548918418,4257806443.36458,0.211421952055083,0.459806428897077,0.219337637702731
"2",363932.86771306,3040012113.46148,0.288431453779443,0.537058147484463,0.469590447044183
"3",305931.635812275,1924474187.69003,0.258388497573044,0.508319287036253,0.176350261286231
"4",200215.517774973,582156259.275448,0.182496258947163,0.42719580867228,0.162551987087394
"5",1098263.55504308,10619330483.7771,0.110635335303633,0.332618904008225,0.381581845896152
"6",179595.340627852,599207214.84841,0.233451553033091,0.483168245058686,0.383651537357495
"7",919767.113208469,16797586958.7562,0.249517498563749,0.499517265531182,0.516866354924762
"8",389198.529658858,2875808656.57406,0.238576393349429,0.488442825056761,0.254329798729269
"9",474086.13115068,5123442907.83216,0.286455564954311,0.535215437888624,0.28636818998889
"10",841010.189567322,18595787752.3982,0.330386223138518,0.574792330445107,0.437959218610063
"11",672252.343986995,7534231761.17647,0.209500078051436,0.457711784916486,0.280105040782807
"12",870136.411874719,10440508844.3453,0.173283353623528,0.416273171875787,0.445440287093264
"13",494722.283544595,4310269614.73402,0.221305066079048,0.470430723995625,0.289983067377028
"14",620499.523549657,4281301871.61474,0.139734231256587,0.373810421546252,0.267697099110921
"15",692142.60916921,7471420474.03816,0.195984565595433,0.442701440697264,0.230138112268261
"16",927014.034350388,8322530367.97952,0.121700576168834,0.348856096648509,0.205229402637158
