"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",247003.432109668,1558220840.41401,0.320946686929993,0.566521567930112,0.485755227767763
"2",222224.935311228,584135936.245515,0.148640860941417,0.385539700862851,0.158451685702189
"3",390178.073177776,2700872716.62447,0.22294013633278,0.472165369688185,0.223701916661611
"4",354944.031001762,5039227747.10223,0.502636585381471,0.708968677292214,0.490941772485633
"5",1097177.719192,18175079626.3652,0.18972834874657,0.435578177537133,0.386370020018431
"6",681536.285031016,10264468693.383,0.277695200130941,0.526967930837296,0.484967591794574
"7",859107.113145244,10811122561.6853,0.184071276924775,0.429035286339918,0.465591172216266
"8",637430.151570675,6253630612.5561,0.193409091035485,0.439783004486855,0.447316608171556
"9",872820.205170853,3867862544.60317,0.0638015622786799,0.252589711347632,0.293945631900361
"10",383949.358948511,2474616876.84067,0.210945342456786,0.459287864478026,0.405452214032751
"11",831259.114630993,18150715238.6469,0.33008878317395,0.574533535290979,0.356450862579952
"12",571311.568620296,4220398025.21521,0.162486483032401,0.403096121331378,0.191487673090474
"13",928520.235477706,12844416021.0526,0.187215361949016,0.432683905350101,0.285747865657357
"14",496118.903339617,5788335562.94359,0.295523494916895,0.543620727085433,0.31689519280341
"15",357605.997767558,2841357758.54634,0.279206931250943,0.528400351297142,0.415556704074292
"16",283112.392404623,1201415150.12913,0.188358493708601,0.434002872926667,0.390633409447119
