"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",350863.0334139,3326870295.54195,0.339602208469869,0.5827539862325,0.54528838302875
"2",572741.57056254,3671427941.74177,0.140646024421582,0.375028031514421,0.19028172110694
"3",552692.994217331,7428008487.8591,0.305572548396575,0.552786168781904,0.438528601673507
"4",572497.249333191,8046010900.32544,0.308491833603547,0.555420411583466,0.355450557359337
"5",250860.705045218,1688274231.70459,0.337122375755846,0.580622403766722,0.285146771476992
"6",611227.860043253,7739893637.45213,0.260338605305419,0.510233873145853,0.433110645251294
"7",631096.45118379,8512068259.19244,0.268567517985539,0.518235002663404,0.633974513090235
"8",1009068.49635633,15052625922.7966,0.185772248675983,0.431013049310555,0.374511331098373
"9",801112.609703144,11910426397.6428,0.233211540809491,0.482919807845454,0.420255732422144
"10",485741.026334752,5124516054.21066,0.272931178104515,0.522428155926262,0.347082959135081
"11",509173.283716032,7704223624.47345,0.373428558235347,0.611088011857005,0.594128823656687
"12",824293.59213498,17633307859.8667,0.326121781776475,0.571070732726232,0.553070948630722
"13",259161.024288741,2236124133.51658,0.418375647313522,0.646819640482199,0.365103785224524
"14",546312.655309972,4389510615.00104,0.184817650743714,0.429904234386815,0.330839093318469
"15",259649.877463523,1664847429.60884,0.31031878058304,0.557062636139815,0.485994187335141
"16",171482.824707707,647740119.906927,0.276802114860842,0.526119867388451,0.278283491944557
