"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg"
"1",333709.383660611,2641547200.31087,0.298079014391857,0.545966129344905
"10",580695.037183689,9305245237.21694,0.34676995213799,0.588871762048402
"11",876483.371705048,18277587125.2935,0.298979467671482,0.546790149574297
"12",288496.673021798,1332804737.05804,0.201230948058134,0.448587726156361
"13",261372.400249916,864271775.606127,0.158979359268064,0.39872215798481
"14",569743.235133921,7312196628.16395,0.283073601715111,0.532046616110948
"15",881808.240406036,18092617691.5371,0.292390302439617,0.540731266378797
"16",378589.087948907,3066039398.43126,0.268813707606929,0.518472475264531
"2",455298.147734143,8616880944.07668,0.522357926831103,0.722743333992852
"3",421440.48775019,4050044445.01398,0.286547841506981,0.535301636002527
"4",243019.1253366,1232212300.65973,0.262189018027284,0.512043961029992
"5",534392.269574338,6039617438.81324,0.265765718701869,0.515524702319752
"6",557247.576625562,4423412449.83358,0.179007374573846,0.423092631197763
"7",784407.764770082,15165694364.6605,0.309733653468394,0.556537198638505
"8",1087412.4137659,12027520038.2106,0.127819578198185,0.35751864035066
"9",402297.053726028,3516319397.94048,0.273026295538858,0.522519181981731
