"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg"
"1",253242.760966998,1597485414.62466,0.313020431779876,0.559482289067202
"10",306352.728293008,1043444138.78443,0.139712596248348,0.373781481949478
"11",682655.80815306,11547000643.5676,0.311369073773583,0.558004546373578
"12",451394.41514836,1993435577.71727,0.122941839266085,0.350630630815514
"13",178043.168717482,552345080.24601,0.218962490465329,0.467934280070747
"14",1218081.08141976,12288397002.0243,0.1040765054677,0.322608904817737
"15",779030.771761261,9277612437.04339,0.192104202222806,0.438296933850564
"16",860193.242441782,14253481647.9498,0.242068774743789,0.492004852357971
"2",415723.963837815,3370449607.37783,0.245068551133697,0.495043989089552
"3",1115744.89464283,16303613391.1595,0.164575019699948,0.405678468371133
"4",692237.816430667,9833957080.32611,0.257885860434378,0.50782463551346
"5",218348.954754299,613534453.186399,0.161713614832563,0.402136313745181
"6",554891.722724196,9538153269.06145,0.389276034778519,0.623919894520538
"7",766041.230337244,8980401879.31759,0.192309768850507,0.438531377270209
"8",686292.73755312,7370165419.247,0.196638382515313,0.443439265869987
"9",649481.617413524,7400534131.52057,0.220464771658282,0.469536762840016
