"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg"
"1",469805.351878825,5868167096.29844,0.334099954338725,0.578013801166309
"10",547493.519297527,5106442987.69176,0.214077185266978,0.462684757979964
"11",1166698.31595416,15256137209.2272,0.140843661871818,0.3752914359159
"12",254642.144629619,1225361850.12931,0.237472679432882,0.487311686123862
"13",469383.192634695,1813977133.40767,0.10346336591111,0.321657218030483
"14",863689.536516351,15673211061.916,0.264029546414933,0.51383805465821
"15",213071.589364485,1142292972.03179,0.316181370784481,0.562300071833964
"16",521091.691974423,6471362181.95257,0.299486515260932,0.547253611464494
"2",473183.901110854,6648560032.71079,0.373144923602406,0.610855894301108
"3",260317.617572384,1143812926.70023,0.212108338730731,0.460552210645798
"4",461385.544359228,2865874847.9222,0.16917614241238,0.4113102751116
"5",521665.822416049,6291921106.95384,0.290541626770658,0.539019133955983
"6",864009.627291413,16352830844.5435,0.275274286143598,0.524665880483569
"7",824435.326324886,8217534384.66519,0.151928135715886,0.38977959889646
"8",745374.564364394,10229365473.7144,0.231371265653106,0.481010671038705
"9",946366.553502309,11657159063.5432,0.163562530301213,0.404428646736619
