"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg"
"1",782219.950874988,8620399505.11808,0.177043293486708,0.420765128648641
"10",499493.107314673,4695933175.41514,0.236522670006763,0.486335964130521
"11",615967.006610969,11004128768.6452,0.36446063454345,0.603705751623628
"12",898012.678364627,10503477389.8545,0.163673373018143,0.404565659711922
"13",525722.726089086,6324719961.10815,0.287566083525154,0.536251884402427
"14",923702.071568708,17053674046.405,0.251167814521068,0.501166453906353
"15",354610.169647312,2375474868.805,0.237387546356776,0.487224328576454
"16",459885.79112432,3134897334.1729,0.186265834897204,0.4315852579702
"2",485966.148939545,4578237709.50115,0.243610590842186,0.493569236118081
"3",361243.464059216,2225276471.29132,0.214286022465446,0.462910382758311
"4",367624.279964847,2237114230.21606,0.208012603921332,0.456083987793182
"5",921431.315009951,13798101465.3718,0.204222346912067,0.451909666761032
"6",585715.769332059,6201369368.88149,0.227155695417177,0.476608534771647
"7",562303.664420959,9354072494.70695,0.371765228959836,0.609725535761654
"8",536851.354860622,7012397464.01485,0.305751278044145,0.552947807703535
"9",629260.315935353,6844736919.71041,0.217223064637675,0.466071952210895
