"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg"
"1",714208.777077105,9503088214.09197,0.234112314557494,0.483851541857101
"10",512688.066790866,6133585233.30165,0.293236380779788,0.541513047654244
"11",676866.411721513,5157882368.45324,0.14147358870411,0.376129749825921
"12",623494.490397595,5850287483.72205,0.189113194875614,0.434871469374129
"13",490901.306306706,7432803267.42305,0.387591394851189,0.6225683856824
"14",606800.758476644,6085830922.81993,0.20770048787525,0.455741689858685
"15",639467.97013338,5385607808.11702,0.165503428700114,0.406821126172319
"16",207913.743918598,779871129.363428,0.2267077201097,0.47613834135648
"2",204132.404407115,771038900.616923,0.232521037303342,0.482204352223559
"3",786520.680232713,11463765120.8529,0.232871773680542,0.482567895410109
"4",459068.070039367,4069320786.82008,0.242648503377338,0.492593649347348
"5",672172.271308587,13921546489.7482,0.387200723716541,0.622254548972156
"6",672314.909334703,11716530940.7051,0.325734248011362,0.570731327343578
"7",443962.756268305,5316115894.91172,0.338930948003098,0.582177763233102
"8",435604.900940381,4425383341.30758,0.293072619500457,0.541361819396655
"9",915821.838863467,17951353270.9211,0.268958371480284,0.518611966194653
