"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg"
"1",150305.493723385,566215649.798839,0.314950298136112,0.561204328329809
"10",972054.760391629,12192792254.3658,0.162155459529435,0.402685310794217
"11",495434.928338088,6464309541.77929,0.330947241769442,0.575280141991223
"12",304088.421309438,1861909112.42768,0.253027994657449,0.503018881014867
"13",461472.384417097,8646096362.95577,0.510197706137417,0.714281251425107
"14",247686.466610525,2398948288.2297,0.491389865144607,0.70099205783276
"15",487966.83138533,7215654757.20951,0.380807071302197,0.61709567435058
"16",314200.631806939,2627028832.45832,0.334395631584826,0.578269514659753
"2",1002550.39255682,10920412638.4494,0.136532640738222,0.36950323508492
"3",742816.94654811,6630328610.42583,0.151001517253597,0.388589136818822
"4",1033381.76800758,19977316879.5003,0.23508527787144,0.484855935171923
"5",605060.431216546,6310329863.72545,0.216602976796462,0.465406249202201
"6",218208.046212461,1090330570.8712,0.287757420415,0.536430256804181
"7",281533.296332339,2217157711.16364,0.351517474966136,0.592889091623498
"8",1014404.76990363,12873321963.9789,0.157209189924597,0.39649614112195
"9",606809.305282488,13971858136.0119,0.476825603845278,0.690525599703065
