"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg"
"1",903842.111840785,14283452801.3245,0.219714097688974,0.468736704013004
"10",353747.14188833,2018006558.79103,0.202649976698335,0.45016660993274
"11",693472.750098135,12601955355.6201,0.329297929714458,0.573844865546829
"12",1111474.35332838,20977355512.1494,0.213383930439491,0.461934985078518
"13",833637.705381448,11986918422.3258,0.216751800992601,0.465566108079831
"14",320418.270140479,1667001549.05332,0.204038125275945,0.451705795043572
"15",499800.724772171,5047942020.59571,0.253939616245545,0.5039242167683
"16",213398.651848158,797685767.284433,0.220119422319307,0.469168863331005
"2",486185.953685316,8578841417.50205,0.456072292643388,0.675331246606721
"3",588845.332402469,6762772880.15973,0.245093725146572,0.495069414472933
"4",888488.161752031,12668245143.8077,0.201661517816558,0.449067386721144
"5",652516.577770133,9187963542.42858,0.27117273896161,0.520742488147079
"6",393660.4061302,3461936314.3502,0.280727828293953,0.529837548965674
"7",250954.638110009,1189484538.75445,0.237343975239212,0.487179612914182
"8",223903.20227543,1392679261.96499,0.349092374951483,0.59084039718987
"9",354236.337754391,3341770087.23495,0.334657230503408,0.57849566161157
