"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg"
"1",554924.786972142,9882283244.68196,0.403272784043365,0.635037624116371
"10",775428.302541043,18603034901.2966,0.388785776484017,0.623526885133285
"11",585256.426173436,9805515062.16694,0.359739306567517,0.599782716129364
"12",549516.139290359,6894090058.26867,0.286896937267928,0.53562761062881
"13",522399.267606763,3733035346.80569,0.171896426099567,0.414603938837497
"14",352930.141971412,2387853822.91993,0.240901830192929,0.490817512109061
"15",393459.058949708,4278443599.59524,0.347293437987741,0.589316076471482
"16",284869.450052962,2231873814.81781,0.345611151198522,0.587887022478403
"2",338560.900772151,2900866097.99403,0.318026964168797,0.563938794700983
"3",300097.834712023,2816753093.03318,0.393036532939868,0.626926257976062
"4",360807.381098,3848663166.0831,0.371508659042481,0.609515101570487
"5",276182.536790232,1380717586.58148,0.227469038504561,0.47693714313792
"6",641019.213706348,4888857490.35979,0.149511688984851,0.38666741391647
"7",1148680.48610683,20775840661.0973,0.197865457369585,0.444820702496618
"8",820966.402007257,13761789070.5799,0.256586612436822,0.506543791233119
"9",824311.884924461,7774394157.27072,0.14377828409325,0.379181070325577
