"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg"
"1",728620.335822158,7759523058.46084,0.183671729546705,0.428569398752063
"10",769155.94290039,12173884531.1461,0.258589116438077,0.508516584231111
"11",810968.87789639,12124928929.0168,0.231675809921436,0.481327133996658
"12",419493.126018453,4942784265.33806,0.352965145656182,0.594108698519204
"13",375558.63881213,5174101526.80412,0.46098765738916,0.67896071859067
"14",265732.051534833,1642293108.89694,0.292262203113436,0.540612803319932
"15",525411.245599703,5296437394.37088,0.241098761408159,0.491018086640563
"16",494377.163089431,7242987115.92087,0.372400945182727,0.610246626523021
"2",583014.165888188,4348096735.02751,0.160749950224442,0.400936341860453
"3",347207.599037407,2521384222.68651,0.262827286733165,0.512666837949526
"4",1231760.88234932,20179674117.3821,0.16713645898547,0.408823261306729
"5",615840.919413033,6367592214.9128,0.210983271822449,0.459329154117664
"6",514210.30023674,3739687135.14772,0.177731166262647,0.421581743274833
"7",429805.419618777,3279435464.08128,0.223082333176604,0.472315925177845
"8",761919.347662547,11821891628.1504,0.255905036908591,0.505870573277978
"9",622051.300797143,7349309727.20995,0.238673394245527,0.488542111025781
