"District","Population","VAP_MOD","Votes Democratic","Votes Republican","Votes Green","Votes Libertarian","Votes Cast","Votes Two Parties","% Votes Democratic (2P)","% Votes Republican (2P)","% Votes Two Parties","Turnout % (POP)","Turnout % (VAP)","% Margin (2P)","Winner"
"1",721469,574310.652872777,166891.263956908,209203.158826949,1180.4532250342,4016.63069767442,381291.506706566,376094.422783858,44.3748308527354,55.6251691472646,98.6369788386847,52.8493264030147,66.3911603936469,-11.2503382945292,"Republican"
"2",717410,576526,194690.55,194794.37,1139.9,3890.69,394515.51,389484.92,49.9866721412475,50.0133278587525,98.7248688904525,54.9916379754952,68.4297863409456,-0.0266557175050295,"Republican"
"3",721508,611309,191366.23,217926.75,1248.61,5227.63,415769.22,409292.98,46.7553169370264,53.2446830629736,98.442347415713,57.6250325706714,68.0129394463356,-6.48936612594727,"Republican"
"4",725469,543402,92467.41,240093.93,1181.97,3637.05,337380.36,332561.34,27.8046179390545,72.1953820609455,98.5716358830135,46.5051380555199,62.0866982454978,-44.390764121891,"Republican"
"5",724600,544907,94137.44,236299.1,940.02,3546.31,334922.87,330436.54,28.4888105897731,71.5111894102268,98.6604886074218,46.2217595914987,61.4642260055385,-43.0223788204537,"Republican"
"6",717781,608603,227458.16,133042.8,1350.95,4066.17,365918.08,360500.96,63.0950219938388,36.9049780061612,98.5195812133689,50.9790702177962,60.1242649148952,26.1900439876776,"Democrat"
"7",716980,586615,180638.06,232275.08,1100.66,5232.69,419246.49,412913.14,43.7472297442508,56.2527702557492,98.4893493085655,58.473944879913,71.4687640104669,-12.5055405114984,"Republican"
"8",724129,583905,208656.36,170437.57,1214.55,4847.17,385155.65,379093.93,55.0408074326065,44.9591925673935,98.4261635523197,53.1888171858882,65.9620400578861,10.0816148652129,"Democrat"
"9",720033,567863.819033828,249380.865350473,125396.286300868,1143.62365698971,2772.81027463748,378693.585582968,374777.151651341,66.5411069622714,33.4588930377286,98.9658039954392,52.5939207762655,66.6873945635914,33.0822139245427,"Democrat"
"10",721693,551107,156585.84,202987.25,1244.67,3456.85,364274.61,359573.09,43.5477082002994,56.4522917997006,98.7093473245363,50.4750094569298,66.0987085992376,-12.9045835994012,"Republican"
"11",724047,547075,160095.82,167514.24,1294.28,4301.7,333206.04,327610.06,48.8677972831481,51.1322027168519,98.3205646572313,46.0199462189609,60.9068299593292,-2.26440543370374,"Republican"
"12",721059,567712.528093395,193500.010692619,129848.144872182,1267.68311797609,3054.6090276881,327670.447710466,323348.155564802,59.8426208291268,40.1573791708732,98.680902664288,45.4429454053643,57.7176707392585,19.6852416582535,"Democrat"
"13",715945,596490,187809.69,192068.82,1157.45,5186.87,386222.83,379878.51,49.439408931029,50.560591068971,98.3573420556211,53.9458799209437,64.7492548072893,-1.12118213794192,"Republican"
"14",722261,564478,154837.29,196516.85,1130.72,4772.21,357257.07,351354.14,44.0687250760728,55.9312749239272,98.3477079963736,49.4637077178471,63.2898128890763,-11.8625498478544,"Republican"
"15",720530,563540,129631.64,242391.35,1175.84,5157.14,378355.97,372022.99,34.8450615914893,65.1549384085107,98.3261847302158,52.5107865043787,67.1391507257692,-30.3098768170214,"Republican"
"16",721590,552621,90990.56,264028.37,1034.06,4402.16,360455.15,355018.93,25.629776981188,74.370223018812,98.4918456568036,49.9529026178301,65.2264662399728,-48.740446037624,"Republican"
