"District","Population","VAP_MOD","Votes Democratic","Votes Republican","Votes Green","Votes Libertarian","Votes Cast","Votes Two Parties","% Votes Democratic (2P)","% Votes Republican (2P)","% Votes Two Parties","Turnout % (POP)","Turnout % (VAP)","% Margin (2P)","Winner"
"1",722568,542208,160129.59,166693.08,1256.89,4430.74,332510.3,326822.67,48.9958637202248,51.0041362797752,98.2894875737684,46.0178557589044,61.3252294322474,-2.00827255955043,"Republican"
"2",715922,559245.925712121,194476.078501468,154386.792021692,1316.51987123056,3569.68397451562,353749.074368906,348862.87052316,55.7457083953443,44.2542916046557,98.6187373480869,49.4116781393652,63.254653830237,11.4914167906886,"Democrat"
"3",724659,585916.869975012,183659.28687373,180108.804975494,1172.39377776417,3323.76595517767,368264.251582166,363768.091849225,50.4880144765016,49.5119855234984,98.7790941657722,50.8189716241938,62.8526452221579,0.976028953003286,"Democrat"
"4",720118,567388.204312867,245606.624624801,135732.693002814,1085.55635100528,2723.20007030671,385148.074048927,381339.317627615,64.4063208988695,35.5936791011305,99.0110929593203,53.4840226253096,67.8808743504563,28.8126417977391,"Democrat"
"5",721482,562539,131962.59,212573.14,1123.58,3848.68,349507.99,344535.73,38.3015688967876,61.6984311032124,98.5773544118405,48.4430644146354,62.1304460668504,-23.3968622064249,"Republican"
"6",723980,574598,179892.92,200714.4,1226.96,4356.97,386191.25,380607.32,47.264703159151,52.735296840849,98.5541024039255,53.3428064311169,67.2106846873814,-5.47059368169798,"Republican"
"7",722276,545928,138501.74,203440.24,1259.09,3346.51,346547.58,341941.98,40.5044563408096,59.4955436591904,98.6710050031225,47.9799384168933,63.4786235547545,-18.9910873183808,"Republican"
"8",716331,553410.093343734,109483.586531461,249023.58925377,1201.83835673427,4168.48225689027,363877.496398856,358507.175785231,30.5387434133393,69.4612565866607,98.5241404959712,50.7973962314706,65.7518720340441,-38.9225131733213,"Republican"
"9",719367,576228,162911.8,223102.62,1087.34,4734.68,391836.44,386014.42,42.2035529139041,57.7964470860959,98.5141708616993,54.4696156482018,68.0002429593842,-15.5928941721918,"Republican"
"10",726729,562612,144448.88,221289.85,1194.75,5107.6,372041.08,365738.73,39.495100778635,60.504899221365,98.3060069603066,51.1939223562016,66.1274697304715,-21.0097984427299,"Republican"
"11",718142,567859,134856.65,220532.85,1075.95,4746.7,361212.15,355389.5,37.9461548526335,62.0538451473665,98.3880248767933,50.2981513405427,63.6094787614531,-24.107690294733,"Republican"
"12",724151,554112,103950.89,265355.58,1121.85,4812.96,375241.28,369306.47,28.147595139614,71.852404860386,98.4184016214847,51.8180987114566,67.7193924693925,-43.704809720772,"Republican"
"13",717510,651839.906656266,279617.763468539,152638.82074623,1280.65164326573,5341.63774310973,438878.873601144,432256.584214769,64.6879130774812,35.3120869225188,98.4910895044828,61.1669347606506,67.3292428278064,29.3758261549623,"Democrat"
"14",724111,610652,209508.42,158326.16,1338.88,4689.39,373862.85,367834.58,56.9572387674916,43.0427612325084,98.3875718060781,51.6305994522939,61.2235528582564,13.9144775349832,"Democrat"
"15",718078,544346,92655.06,236613.44,887.24,3433.51,333589.25,329268.5,28.1396671713207,71.8603328286793,98.704769413283,46.4558515927239,61.2825757881935,-43.7206656573587,"Republican"
"16",721080,581582,207475.31,174292.01,1175.95,4934.18,387877.45,381767.32,54.3460110729226,45.6539889270774,98.4247266759127,53.7911812836301,66.6935101155125,8.69202214584529,"Democrat"
