"District","Population","VAP_MOD","Votes Democratic","Votes Republican","Votes Green","Votes Libertarian","Votes Cast","Votes Two Parties","% Votes Democratic (2P)","% Votes Republican (2P)","% Votes Two Parties","Turnout % (POP)","Turnout % (VAP)","% Margin (2P)","Winner"
"1",717700,558868,166181.86,182351.17,1180.05,4864.2,354577.28,348533.03,47.6803762329212,52.3196237670788,98.2953645535326,49.4046649017695,63.4456222220632,-4.63924753415768,"Republican"
"2",724900,587691,150186.12,240204.56,996.24,4738.84,396125.76,390390.68,38.4707237375646,61.5292762624354,98.5522072586241,54.6455731825079,67.4037478879207,-23.0585525248707,"Republican"
"3",718629,551813,97908.3199999999,252281.43,917.85,4052.22,355159.82,350189.75,27.9586481329051,72.0413518670949,98.6006102829988,49.421860236645,64.3623510138398,-44.0827037341898,"Republican"
"4",723797,585247,221990.73,162770.09,1263.01,4764.68,390788.51,384760.82,57.6957731818952,42.3042268181048,98.4575570044268,53.9914520231501,66.7732615459798,15.3915463637903,"Democrat"
"5",720021,542209,95189.98,236916.25,1152.39,3566.05,336824.67,332106.23,28.6625095831536,71.3374904168464,98.5991406152049,46.7798397546738,62.1208187248828,-42.6749808336929,"Republican"
"6",719485,605426,190295.69,157787.55,1233.23,4265.97,353582.44,348083.24,54.6695928249806,45.3304071750194,98.4447191438579,49.143823707235,58.4022556018407,9.33918564996119,"Democrat"
"7",724342,558401,145161.55,215736.9,1211.41,3745.67,365855.53,360898.45,40.2222702812938,59.7777297187062,98.6450717309097,50.508672698808,65.5184231403597,-19.5554594374124,"Republican"
"8",718380,556046,159595.99,183711.11,1187.53,3541.27,348035.9,343307.1,46.4878209626308,53.5121790373692,98.6412895911025,48.447325927782,62.5912064829169,-7.02435807473835,"Republican"
"9",723794,635419.906656266,263368.143468539,148266.79074623,1368.62164326573,5076.13774310972,418079.693601144,411634.934214768,63.9809990789382,36.0190009210618,98.4584854311236,57.7622491483964,65.7958130083114,27.9619981578763,"Democrat"
"10",719340,588746.093343734,150610.866531461,261303.92925377,1157.95835673427,5330.08225689028,418402.836398856,411914.795785232,36.563597149831,63.436402850169,98.4493315892726,58.1648228096388,71.0667707402647,-26.8728057003379,"Republican"
"11",718766,545005,100121.66,246187.82,1068.12,4611.2,351988.8,346309.48,28.9110364521352,71.0889635478648,98.3865054797198,48.9712646396741,64.5845083990056,-42.1779270957295,"Republican"
"12",721216,553368,134751.48,226459.39,1183.59,4670.43,367064.89,361210.87,37.3054886194316,62.6945113805684,98.4051811656517,50.895278252285,66.3328725188301,-25.3890227611367,"Republican"
"13",720049,567700.622093021,195115.326238266,142581.775603594,1238.35608221451,3258.27955792329,342193.737481997,337697.10184186,57.7782057275802,42.2217942724198,98.6859386518217,47.5236737335928,60.2771468208691,15.5564114551605,"Democrat"
"14",725809,557464,155233.39,181413.32,1298.61,4623.11,342568.43,336646.71,46.1116610942076,53.8883389057924,98.2713760284332,47.1981513042688,61.4512201684772,-7.77667781158477,"Republican"
"15",719536,578646.083576998,189547.77008896,204411.258089454,1186.20617153156,3873.81903485323,399019.053384798,393959.028178413,48.1135743900552,51.8864256099448,98.7318838126997,55.4550506694311,68.9573583421138,-3.77285121988957,"Republican"
"16",720740,568414.294329981,263878.313672775,112440.726306952,1162.26774625392,2586.73140722347,380068.039133205,376319.039979727,70.1209042431099,29.8790957568901,99.0135978910441,52.7330298211844,66.8646166932185,40.2418084862198,"Democrat"
