"District","Population","VAP_MOD","Votes Democratic","Votes Republican","Votes Green","Votes Libertarian","Votes Cast","Votes Two Parties","% Votes Democratic (2P)","% Votes Republican (2P)","% Votes Two Parties","Turnout % (POP)","Turnout % (VAP)","% Margin (2P)","Winner"
"1",721117,633242,244907.06,197630.85,1223.58,5868.9,449630.39,442537.91,55.3414870152028,44.6585129847972,98.4225977252116,62.3519331814394,71.0045117032667,10.6829740304056,"Democrat"
"2",716449,550814,97979.91,269417.71,1084.29,4600,373081.91,367397.62,26.6686294810511,73.331370518949,98.4763962423158,52.0737568200947,67.732829957118,-46.6627410378979,"Republican"
"3",722994,615746,236351.07,114426.61,1397.76,4310.83,356486.27,350777.68,67.3791644895992,32.6208355104008,98.3986508091883,49.3069472222453,57.8950200244906,34.7583289791985,"Democrat"
"4",720534,558248,112525.77,232549.17,1106.66,3928.12,350109.72,345074.94,32.6090819576756,67.3909180423244,98.5619422391358,48.5903121851293,62.7158037288087,-34.7818360846487,"Republican"
"5",723624,576301.60130719,170901.309019608,233613.910392157,1012.25235294118,5066.72352941177,410594.195294118,404515.219411765,42.2484249833982,57.7515750166019,98.5194686257076,56.7413733229022,71.2464088877754,-15.5031500332037,"Republican"
"6",716920,577162,193430.66,154914.67,1239.92,4133.26,353718.51,348345.33,55.528420604921,44.471579395079,98.4809446358914,49.3386305306031,61.2858278958074,11.0568412098419,"Democrat"
"7",723179,570223,168470.55,187448.66,1219.04,5127.84,362266.09,355919.21,47.3339300792447,52.6660699207553,98.2480060443968,50.0935577498793,63.530599432152,-5.3321398415107,"Republican"
"8",720278,565329.39869281,107095.970980392,262063.379607843,902.527647058824,4258.36647058823,374320.244705882,369159.350588235,29.0107702296422,70.9892297703578,98.6212623573961,51.9688571226502,66.2127682677407,-41.9784595407157,"Republican"
"9",721009,553016,118632.1,227878.29,1241.43,3807.11,351558.93,346510.39,34.2362317043365,65.7637682956635,98.563956261899,48.7592984276202,63.5712040881277,-31.527536591327,"Republican"
"10",720914,541417.353419705,137926.519005725,204447.898900271,1200.22833684845,3300.48388972582,346875.13013257,342374.417905996,40.2852876243792,59.7147123756208,98.7024978628897,48.1160207920182,64.0679741684737,-19.4294247512416,"Republican"
"11",718931,561324.824295011,218995.415097614,122156.166449747,1170.40245842372,2673.12919739696,344995.113203182,341151.581547361,64.1929942415382,35.8070057584618,98.8859170728146,47.9872356600538,61.4608686933584,28.3859884830764,"Democrat"
"12",723594,581754.833333333,211901.01870462,164054.465940594,1187.47520627063,3542.69117986799,380685.651031353,375955.484645215,56.3633268722198,43.6366731277802,98.7574613402623,52.6103935399344,65.4374711165018,12.7266537444397,"Democrat"
"13",720062,553766,167700.01,171030.78,1238.68,4689.45,344658.92,338730.79,49.5083455507543,50.4916544492457,98.2800009934459,47.8651727212379,62.2390901572144,-0.983308898491337,"Republican"
"14",721049,550484,108269.59,243963.46,1162.72,4627.73,358023.5,352233.05,30.7380553869093,69.2619446130907,98.3826620319616,49.6531442384637,65.0379484235691,-38.5238892261814,"Republican"
"15",720720,569340.816392265,205336.983302649,148694.804487569,1242.66346053034,3483.05377169161,358757.505022439,354031.787790217,57.9995894109717,42.0004105890283,98.6827544605857,49.777653599517,63.0127850828917,15.9991788219434,"Democrat"
"16",725130,582295.172559686,178713.253889393,220533.244221819,1175.81053792687,4151.00196131762,404573.310610456,399246.498111212,44.7626352979585,55.2373647020415,98.6833504930894,55.793210956719,69.4790768798598,-10.4747294040829,"Republican"
