"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",799105.140405753,13621433663.7691,0.268055569410794,0.517740832280779,0.527553800524268
"10",901888.16673743,9322834451.43533,0.144029833565436,0.379512626358381,0.194606376809532
"11",857728.235719754,6843174290.02041,0.116887494995509,0.341888132282343,0.184931623317023
"12",926779.708217368,18610090068.4499,0.272273457479009,0.521798291947194,0.431947687661879
"13",248061.24260752,1199278753.50346,0.244913189437868,0.494887047151032,0.361839616592715
"14",717480.612026974,12784256574.9878,0.312079328142144,0.55864060731578,0.356074006512181
"15",343251.690020894,1951272392.9451,0.208114526735381,0.456195711000641,0.458516098353531
"16",401808.7689342,4769879660.06264,0.371260260883327,0.609311300472367,0.489128955975568
"2",685015.048910635,6716070909.13188,0.179855992292356,0.424094320042554,0.425444255802776
"3",433341.592268312,5451940909.9777,0.364838158222035,0.604018342620516,0.443557113526344
"4",750348.337624459,7837466622.80705,0.174928156349489,0.418244134865618,0.338125273742243
"5",461050.635863764,4140458240.80354,0.244771597477981,0.494743971643901,0.531907403385712
"6",204525.386081261,772780220.065506,0.23215145992923,0.481820983280336,0.450535681331955
"7",513503.775431548,8198201667.14372,0.390697992128957,0.625058390975561,0.448794584185874
"8",500386.804890018,5685092809.08031,0.285322305853747,0.534155694394197,0.280672371389439
"9",615038.041652892,8059779938.80116,0.267749760201582,0.517445417606129,0.453730410948248
