"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",219603.560711053,931237556.813904,0.242656311365842,0.492601574668455,0.31507291338019
"10",605899.554821165,6593464206.12933,0.225695162235326,0.475073849243805,0.505190825505367
"11",607372.211987825,7852471338.47164,0.267489283130166,0.517193661146544,0.419147578463437
"12",219885.983377133,770392806.705312,0.200229005706068,0.447469558412713,0.404534184159885
"13",425542.938384714,3068499815.60903,0.212936047958288,0.461449940901814,0.256496159376832
"14",963259.685417939,18435335275.4147,0.249674469300177,0.499674363260891,0.392560038027236
"15",384118.930385118,3687698057.27305,0.314075309788745,0.560424223056735,0.374806974524253
"16",271257.590482295,989359947.286573,0.168966414852229,0.411055245498983,0.238150948570255
"2",710850.456371298,12214939442.0308,0.30376986563381,0.551153214300534,0.381056664739727
"3",459698.991822442,3858883666.56618,0.229469224312248,0.479029460797817,0.322187172252553
"4",720394.480959804,14176487780.0405,0.343271508042318,0.585893768564164,0.410509552155338
"5",629786.241148107,6796434088.24449,0.215330047711415,0.464036687893764,0.428290961411772
"6",588320.611068114,3752893169.25428,0.13625358523077,0.369125432923241,0.144752988894556
"7",1068853.5694587,11309353085.4138,0.124397371375786,0.352700115361175,0.218182011005533
"8",696364.614447575,11125397791.0409,0.288304899761084,0.536940313034032,0.245189283088129
"9",1152433.13024262,10401163147.4135,0.0984147747330055,0.313711292007485,0.180874945038437
