"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",729603.190206614,9098252603.32426,0.214780280801413,0.463443934906276,0.34994137758596
"10",430977.711779654,3124151699.99951,0.211364650516508,0.459744114172773,0.273085429202169
"11",977116.492082722,15488254374.1569,0.203854193481791,0.451502152244916,0.395930715569404
"12",833432.636465835,15658755255.616,0.283286640513738,0.53224678534843,0.377885693028353
"13",292761.859040209,1336553503.82568,0.195959905003967,0.44267358742528,0.312230809097574
"14",336924.365414292,2832094168.38474,0.313510951155778,0.55992048645837,0.585989413949079
"15",283502.260907262,2417271005.65247,0.377939386255018,0.6147677498495,0.565136365133732
"16",734178.71144835,10926714830.8075,0.25473926895354,0.504717018688235,0.387496654446061
"2",621915.25379811,12400510912.5905,0.40289049813438,0.634736558057262,0.525551120204996
"3",370325.63838039,3171375681.8003,0.29059624313636,0.539069794309012,0.496480344330756
"4",438419.40549807,5120156156.65517,0.334744563789472,0.578571139782717,0.54840733718896
"5",285867.515665851,1084675196.15563,0.166793821123264,0.408403992540798,0.410489602334998
"6",1078227.46759695,13122830672.193,0.141845841040627,0.376624270381806,0.24890167369258
"7",133466.587574586,621448718.766372,0.438399497362986,0.662117434722108,0.52124025746994
"8",859105.549141701,10067175006.3252,0.171405373950456,0.414011321041413,0.308962368670455
"9",583310.345080945,9490787823.73132,0.350519974075854,0.592047273514417,0.421383559663768
