"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",853398.152344967,11295585643.8682,0.194901517386086,0.441476519631663,0.290217536469813
"10",1017136.028995,17039153263.2194,0.206966376861546,0.45493557440757,0.341473419061247
"11",774242.618379832,9089812325.71881,0.19055073734108,0.436521176280235,0.440480658367931
"12",261069.587243005,1239112559.73586,0.228458887686093,0.477973731167407,0.343359044611392
"13",779704.715823619,9019979592.22239,0.186446870048204,0.431794939813107,0.24203077655383
"14",442596.944877425,7175688897.50628,0.460316605573359,0.678466362890128,0.362265054725554
"15",261812.222492125,1127616753.62753,0.206724309070929,0.454669450338297,0.300815458002484
"16",235854.404083526,976924226.645048,0.220690055253236,0.469776601432251,0.26897132313873
"2",722651.492806405,14207151089.2382,0.341868475094691,0.584695198453596,0.584950262513213
"3",686449.904440684,7813002894.67239,0.208357986271633,0.456462469729586,0.403448916384891
"4",196803.346819502,676503626.123976,0.219490149020758,0.468497757754248,0.382758013590189
"5",269469.647295333,1995992761.4,0.345421303036379,0.587725533762469,0.53812743984428
"6",287010.268998872,1960688693.32424,0.299104975199261,0.546904905078809,0.542947099829141
"7",639865.70337839,10440323086.5177,0.320439567669114,0.566073818215534,0.444146988212937
"8",664829.570970878,11327078473.1408,0.322037997097227,0.567483917919466,0.588816044614396
"9",750057.593705315,10579397284.9443,0.236309709240305,0.486116970738839,0.50572941547975
