"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",571884.661275034,6860795963.35256,0.263613393095865,0.513432948977629,0.262954727881223
"10",702850.800398325,7705617690.25177,0.196015779729772,0.442736693453086,0.431506073539415
"11",251467.457134239,2179233883.33152,0.433062049081082,0.658074501163115,0.491552799294711
"12",287829.890682618,1818677474.18953,0.275863197826323,0.525226806081261,0.322197000789177
"13",810973.243417652,17214419734.5835,0.328919181358152,0.573514761238237,0.322007143930334
"14",661191.801459138,7939427283.88346,0.228214965140176,0.477718499893165,0.18686375065831
"15",531158.545792124,6651232185.55511,0.296253593061609,0.544291827112633,0.336534477260544
"16",743438.4451469,6178291370.70265,0.14047149945054,0.374795276718557,0.266525538811292
"2",691979.451011468,11247923373.4922,0.295186041674873,0.543310262810186,0.357233566246346
"3",761596.48529123,8671305572.01043,0.187864401179138,0.433433271887539,0.303737078938279
"4",293316.324609641,1800698372.19444,0.263013697735569,0.51284861093267,0.352764990044468
"5",436829.440295506,3180435261.19066,0.209446266659849,0.457652998088998,0.290864811591225
"6",873816.520027311,7055107475.20672,0.116110901225325,0.340750497028728,0.128527874526448
"7",222720.556918177,892736399.218505,0.226158283197481,0.475561019425984,0.30385128071854
"8",1141651.59140194,19714840339.5018,0.190079795278132,0.43598141620731,0.346698412180817
"9",624246.06491707,6853268794.45973,0.221001897791222,0.470108389407403,0.427292779529857
