"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",437133.044954585,3766968082.70331,0.247727675910197,0.497722488853173,0.381250488058344
"10",507000.390069377,7764078980.87378,0.379562432938066,0.616086384314786,0.246251657313486
"11",678481.226867094,7275690929.73625,0.198613349230407,0.44566057625777,0.191122741039387
"12",851405.863254987,11619420539.5671,0.201428566058565,0.448807938943336,0.376951665417385
"13",246856.082891508,1471896395.31763,0.303528474410775,0.550934183374725,0.663200235448416
"14",486565.307556195,4605098605.96457,0.244436759429975,0.494405460558411,0.487478821847843
"15",443978.510523336,5235372469.02936,0.333759433143183,0.577719164597457,0.419010422566603
"16",905639.710872998,14707068300.749,0.225333134791724,0.474692674044717,0.462368097909809
"2",959443.553843695,18548949313.7758,0.253215519445511,0.503205245844587,0.379863869400718
"3",233011.148963448,1436888553.73738,0.332567301491203,0.576686484574767,0.473170103425501
"4",261359.590885483,1776398249.76949,0.326793430467926,0.57165849111854,0.44434054153246
"5",580274.839432086,5503337209.9635,0.20538489879346,0.453194107191896,0.447605811929365
"6",255803.274004888,1214805296.45972,0.233294415737959,0.483005606321458,0.267393329345967
"7",1077538.19488948,18998318599.5979,0.205617315077986,0.453450454931942,0.427697422379064
"8",873381.13338617,11219584100.5186,0.184832786149935,0.429921837256419,0.476330618098712
"9",223350.273959195,820135545.012157,0.206596290712428,0.454528646745646,0.199199497861342
