"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",651978.811548136,8858249783.76249,0.261873059638657,0.511735341400862,0.402517078407231
"10",297279.376580616,3075376777.18456,0.437299148290201,0.661285980715001,0.619908700228253
"11",267805.796191205,1500015612.79345,0.262824410365024,0.51266403264226,0.434234028395961
"12",427282.763274071,5694608211.92094,0.391961099185117,0.626067966905445,0.298851921348561
"13",953724.751089696,18702936408.4596,0.258388722081723,0.508319507870515,0.379203449935547
"14",838077.332279616,15383884965.1384,0.275237559989171,0.524630879751822,0.358535115754798
"15",522553.46883494,4644494687.99739,0.213740521389249,0.462320799217653,0.404522264566473
"16",707050.434065611,8706429657.39882,0.218851321366102,0.467815477903524,0.400154852489121
"2",658287.959731325,7654790660.4056,0.221978728155188,0.471146185546681,0.406284740079507
"3",237684.827065013,1657717251.46359,0.36873758198523,0.607237665156922,0.547594865474489
"4",338349.449634553,1567551241.18688,0.172068218188113,0.414811063242187,0.350746063526216
"5",151411.357019575,598980107.395048,0.328326063543083,0.57299743764094,0.553322419313437
"6",608899.781294068,5326909702.23695,0.180548366242321,0.424909833073231,0.311693881618529
"7",579534.666921219,8852156836.64232,0.331207470589888,0.575506273284564,0.23183413550219
"8",1195448.07012704,15992303749.376,0.140624005290796,0.374998673718716,0.310332896275773
"9",525338.818098208,7747605519.85723,0.352775469529986,0.593949046240488,0.353543807087118
