"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",420542.834222028,2602151452.45382,0.184893634502961,0.429992598195552,0.272431038191999
"10",674291.788942793,9717351454.3774,0.268572803223176,0.518240101905648,0.331477848075956
"11",924224.99290267,14165065650.2878,0.20838815933664,0.45649551951431,0.325140324423522
"12",702818.211771014,12363786099.6735,0.314539602565676,0.560838303404534,0.413359338469033
"13",538548.148794192,7958632518.01172,0.344825394151213,0.587218353043579,0.252422270862683
"14",611457.724266701,9750388711.5013,0.327716963754675,0.572465687840481,0.361841837961244
"15",322657.006270817,2386332942.72431,0.288043912122212,0.536697225744844,0.392190781863783
"16",192854.205048815,960577899.407258,0.324551954447549,0.56969461507684,0.438465715010934
"2",343078.652517279,3407048507.83355,0.363748146954286,0.603115367864462,0.453122993294144
"3",797513.3536327,16327955467.4333,0.322601025740707,0.567979775820149,0.446324498807506
"4",192984.735340127,980125264.519195,0.330708631993704,0.575072718874495,0.3660391784564
"5",1208783.68978021,17622830330.9241,0.151561306783395,0.38930875508187,0.296997570975509
"6",579565.243083749,6244766125.15576,0.23362610947626,0.483348848634462,0.376309470608617
"7",445791.478160311,4693237886.89673,0.296769255792694,0.544765321760384,0.418522910906284
"8",425809.705953409,5380489769.02593,0.372907021495297,0.610661134750933,0.329004385193995
"9",348809.426859651,1403271093.80419,0.144935581086363,0.380704059718783,0.230742148348559
