"District","Population","VAP_MOD","Votes Democratic","Votes Republican","Votes Green","Votes Libertarian","Votes Cast","Votes Two Parties","% Votes Democratic (2P)","% Votes Republican (2P)","% Votes Two Parties","Turnout % (POP)","Turnout % (VAP)","% Margin (2P)","Winner"
"1",723571,574911,161123.53,220066.56,1127.63,3899.13,386216.85,381190.09,42.2685516299755,57.7314483700245,98.6984617579476,53.3764965704817,67.1785458966692,-15.462896740049,"Republican"
"2",716641,563247.473872264,226262.749937472,134210.068519428,1156.94669941938,3428.01185797231,365057.777014292,360472.818456901,62.7683249200453,37.2316750799547,98.7440457795775,50.9401188341572,64.8130340478156,25.5366498400905,"Democrat"
"3",722050,563208.155261843,211092.697610509,161428.05331852,1226.28058930882,3174.32087519493,376921.352393533,372520.750929029,56.6660238615071,43.3339761384929,98.8324881473127,52.2015583953373,66.9239869614986,13.3320477230143,"Democrat"
"4",722217,579139.370865893,203916.522452019,144276.118162052,1231.4327112718,3397.91726683276,352821.990592175,348192.64061407,58.5642827178635,41.4357172821365,98.6879077547477,48.8526288625406,60.9217760596482,17.1285654357271,"Democrat"
"5",722468,564322,134526.56,220655.73,1193.8,4207.42,360583.51,355182.29,37.8753569047601,62.1246430952399,98.5020890167717,49.9099627941999,63.8967663851489,-24.2492861904798,"Republican"
"6",720016,547459,143527.07,203277.98,1245.36,3347.83,351398.24,346805.05,41.3855190401639,58.6144809598361,98.6928818994654,48.8042265727428,64.1871336483646,-17.2289619196722,"Republican"
"7",720684,624394.489168414,218678.019196366,197238.165265549,1295.46120195667,5252.99256464011,422464.638228512,415916.184461915,52.5774248192043,47.4225751807957,98.4499403798491,58.6199552409255,67.6598921927005,5.15484963840851,"Democrat"
"8",722200,544425,93519.45,235158.18,1145.74,3506.95,333330.32,328677.63,28.4532445971452,71.5467554028548,98.6041803817907,46.1548490722791,61.2261229737797,-43.0935108057095,"Republican"
"9",716797,555890,144985.74,206234.99,1120.68,4440.24,356781.65,351220.73,41.2805189488673,58.7194810511327,98.4413660287742,49.7744340447854,64.1820594002411,-17.4389621022654,"Republican"
"10",719595,562895,111877.42,260289.33,928.84,4547.79,377643.38,372166.75,30.0611002997984,69.9388997002016,98.5497878977781,52.4799894385036,67.0894891587241,-39.8777994004032,"Republican"
"11",722125,582596.691082803,212410.605968684,156606.743495223,1298.82608014862,4418.73234076434,374734.90788482,369017.349463907,57.5611434739492,42.4388565260508,98.4742391753185,51.8933575052546,64.321496091635,15.1222869478983,"Democrat"
"12",721625,584166.308917197,160879.904031316,239138.516504777,966.60391985138,5185.75765923567,406170.78211518,400018.420536093,40.2181239093214,59.7818760906786,98.4852771666519,56.2855752108339,69.529991017122,-19.5637521813572,"Republican"
"13",721366,552735,138596.42,217116.28,1209.01,4678.27,361599.98,355712.7,38.963022686567,61.036977313433,98.3718804409226,50.1271171638253,65.4201344224628,-22.073954626866,"Republican"
"14",723754,543261,125399.72,208788.46,1218.07,4713.72,340119.97,334188.18,37.5236850088474,62.4763149911526,98.2559712680205,46.9938639371941,62.6071022952136,-24.9526299823052,"Republican"
"15",722287,598519,204523.61,194394.61,1222.62,5235.68,405376.52,398918.22,51.26955845737,48.73044154263,98.4068391528942,56.1240227222697,67.7299333855734,2.53911691474009,"Democrat"
"16",719108,599295.510831586,187817.170803634,155944.284734451,1218.13879804333,4133.92743535989,349113.521771488,343761.455538085,54.6359016631595,45.3640983368405,98.46695533125,48.5481348798078,58.2539857986015,9.2718033263189,"Democrat"
