"District","Population","VAP_MOD","Votes Democratic","Votes Republican","Votes Green","Votes Libertarian","Votes Cast","Votes Two Parties","% Votes Democratic (2P)","% Votes Republican (2P)","% Votes Two Parties","Turnout % (POP)","Turnout % (VAP)","% Margin (2P)","Winner"
"1",716492,642307,265674.43,133045.06,1291.57,5015.56,405026.62,398719.49,66.6319145823546,33.3680854176454,98.4427863037743,56.529119655209,63.0581046135259,33.2638291647093,"Democrat"
"2",721357,586596,149443.57,252418.24,1137.21,5276.72,408275.74,401861.81,37.1878009507796,62.8121990492204,98.4290200539469,56.598291830536,69.6008394192937,-25.6243980984409,"Republican"
"3",720716,565029,147617.67,201550.82,1089.16,4315.75,354573.4,349168.49,42.2769162245997,57.7230837754002,98.4756583545184,49.1973814928488,62.7531330250306,-15.4461675508005,"Republican"
"4",723111,543362,94326.84,259119.32,1073.19,4467.91,358987.26,353446.16,26.687753518103,73.312246481897,98.4564633296457,49.644834610454,66.067789061436,-46.624492963794,"Republican"
"5",721207,569256,137887.02,233835.52,1131.76,4175.67,377029.97,371722.54,37.0940702169957,62.9059297830043,98.5923055400609,52.2776359630453,66.2320590384642,-25.8118595660085,"Republican"
"6",725585,563253.573049803,190231.835389466,154101.787543742,1289.14209898976,3315.26267920293,348938.027711402,344333.622933209,55.2463723318609,44.7536276681391,98.6804519964786,48.0905790102333,61.950433056649,10.4927446637218,"Democrat"
"7",721509,555523.496045068,176355.747387327,153841.458068076,1218.82484228535,3803.3137009237,335219.343998612,330197.205455403,53.4092186346943,46.5907813653057,98.5018351019654,46.4608679862084,60.3429641383552,6.81843726938863,"Democrat"
"8",720766,571014,158116.45,217606.37,1284.57,5280.69,382288.08,375722.82,42.0832703214566,57.9167296785434,98.2826406724479,53.0391389160976,66.9489854889722,-15.8334593570867,"Republican"
"9",717037,560225.390335503,125603.888801953,229649.000552078,978.191667501252,4398.83401852779,360629.91504006,355252.889354031,35.3561906365752,64.6438093634248,98.5089906683333,50.2944638895984,64.372290378358,-29.2876187268495,"Republican"
"10",723078,591414.609664497,183804.211198047,179465.259447922,1282.97833249875,4405.42598147221,368957.87495994,363269.470645969,50.5972084224983,49.4027915775017,98.458251009119,51.0260130940147,62.3856544851413,1.19441684499655,"Democrat"
"11",719387,579559,131613.35,267477.29,984.03,5120.55,405195.22,399090.64,32.9783103908425,67.0216896091575,98.4934225038489,56.325068426313,69.9144038829524,-34.0433792183149,"Republican"
"12",724045,579810,230181.88,144511.89,1265.12,4549.52,380508.41,374693.77,61.4320008576604,38.5679991423396,98.4718760881001,52.553143796311,65.6263965781894,22.8640017153208,"Democrat"
"13",718345,557772,163879.77,198117.59,1263.75,3550.85,366811.96,361997.36,45.2709848491712,54.7290151508288,98.68744737767,51.0634806395256,65.7637816168614,-9.4580303016575,"Republican"
"14",725967,541029,98133.39,238310.21,1183.19,3604.55,341231.34,336443.6,29.1678575547283,70.8321424452717,98.5969225452738,47.0036985152218,63.0708039679943,-41.6642848905433,"Republican"
"15",721529,563705.93090513,237612.467223207,141340.884388182,1117.4330587249,2850.07361987337,382920.858289987,378953.351611388,62.7022999566646,37.2977000433354,98.9638833736255,53.0707509039812,67.9291874178331,25.4045999133292,"Democrat"
"16",716373,570608,188654.67,150433.37,1215.32,3438.01,343741.37,339088.04,55.6358962114972,44.3641037885028,98.6462700139934,47.9835741994743,60.2412461795138,11.2717924229943,"Democrat"
