"District","Population","White %","Black %","Asian %","NHPI %","AIAN %","Two or More Races %","Other %","Non-White %","White % Minus Non-White %","Race Score","Population Target Ratio"
"1",708224,88.3069480842219,8.13880919031267,0.816690764503886,0.0214621362732695,0.199371950117477,1.84221376287728,0.674504111693475,11.6930519157781,76.6138961684439,4,98.2237253157456
"2",722592,92.9595124219477,4.26506244187591,0.35165072406005,0.0397181258580222,0.22834462601302,1.82260528763119,0.333106372614145,7.04048757805235,85.9190248438953,5,100.216426050734
"3",711292,88.2182001203444,8.17413945327657,0.951929727875472,0.0303672753243394,0.215663890497855,1.91145127458203,0.498248258099346,11.7817998796556,76.4364002406888,4,98.6492268368303
"4",732582,72.5421864037063,18.4883057459779,4.32347505125706,0.0522808368209975,0.205028242572163,2.63779344837848,1.75093027128704,27.4578135962937,45.0843728074127,2,101.601941107982
"5",712988,94.5506796748332,2.59499458616414,0.629463609485714,0.0162695585339445,0.302810145472294,1.63873725785006,0.267045167660606,5.44932032516677,89.1013593496665,5,98.8844454091118
"6",721428,77.0642392588034,17.7242912667654,2.32718996213066,0.0582178678953409,0.205841747201384,1.85368463658189,0.766535260621989,22.9357607411966,54.1284785176067,2,100.054990662683
"7",721649,75.8723423714299,15.8085163285752,3.07240777718808,0.0584771821203937,0.26785875127659,2.72209897055217,2.19829861885764,24.1276576285701,51.7446847428598,2,100.085641195981
"8",732698,86.7006597534045,7.0610265075106,2.83322733240708,0.0633275919956107,0.202948554520416,1.96875110891527,1.17005915124649,13.2993402465955,73.4013195068091,4,101.618029170709
"9",712907,72.9752969181113,22.9530640041408,0.89941605286524,0.0437644741880778,0.199044195105392,2.04655025129505,0.882864104294108,27.0247030818887,45.9505938362227,2,98.8732115032422
"10",721028,89.8388134718763,5.5981182422874,1.25029818536867,0.0508995489772935,0.228839934094099,2.14429952789628,0.888731089499992,10.1611865281237,79.6776269437525,4,99.9995145843143
"11",711203,92.2453926656665,4.26868278114687,0.605031193625449,0.027418332037407,0.208519930315255,1.71315362842958,0.931801468778956,7.75460733433351,84.490785331333,4,98.6368834093933
"12",741051,88.6090161136008,6.8725364381129,2.05046616224794,0.0197017479228825,0.152486131183954,1.7696487826074,0.526144624324102,11.3909838863992,77.2180322272016,4,102.776508377235
"13",716389,82.7163733669836,13.8148408197222,0.729631527005579,0.0170298538922289,0.168344293393673,1.67702184148556,0.876758297517131,17.2836266330164,65.4327467339672,3,99.3561307654381
"14",721211,61.0976538072769,33.144530518808,2.65373101630452,0.0160840586180743,0.156958227203967,1.8920953784676,1.03894699332096,38.9023461927231,22.1953076145539,1,100.024894890168
"15",718653,75.2870996155307,16.4568992267478,1.76844735915664,0.025603455353279,0.29875336219288,2.88400660680467,3.27919037421398,24.7129003844693,50.5741992310614,2,99.6701253690026
"16",730609,84.2499887080504,9.83905207847152,1.26688830824696,0.0224470270691984,0.268679964249003,2.43180688986859,1.92113702404432,15.7500112919496,68.4999774161008,3,101.328305351431
"Ohio Total",11536504,82.6891491564515,12.2019721052409,1.66630202702656,0.0352446460383492,0.219234527201655,2.06097965206791,1.12711788597308,17.3108508435485,65.3782983129031,3,NA
