"District","Population","White %","Black %","Asian %","NHPI %","AIAN %","Two or More Races %","Other %","Non-White %","White % Minus Non-White %","Race Score","Population Target Ratio"
"1",718484,84.4781512183987,11.3448594540727,1.01352291769893,0.0598482360080392,0.197081632993915,1.88758552730471,1.01895101352292,15.5218487816013,68.9563024367975,3,99.646686725892
"2",710671,75.1750106589406,18.794491403195,2.60162578746002,0.0619133185398025,0.202766118217853,2.05144152498132,1.11275118866536,24.8249893410594,50.3500213178813,2,98.5631002251635
"3",718336,77.3083905024947,17.6747371703493,2.11600142551675,0.0548489843193158,0.199349607982894,1.85609519779045,0.790577111546686,22.6916094975053,54.6167810049893,2,99.6261605768957
"4",724020,91.4988536228281,3.8859423772824,1.57661390569321,0.0346675506201486,0.268500870141709,2.0510483135825,0.684373359851938,8.50114637717191,82.9977072456562,4,100.414475650509
"5",711929,89.6909663744559,5.72697558323934,1.17890969464652,0.0223336877694264,0.220387145347359,1.87659162641218,1.28383588812929,10.3090336255441,79.3819327489118,4,98.7375724916318
"6",724693,79.1950522497113,11.5502702523689,4.97631410818098,0.0509181129112604,0.212365787995744,2.42861459956147,1.58646488927035,20.8049477502887,58.3901044994225,2,100.507814152364
"7",719186,92.901836242641,3.69070031952791,1.06203402179686,0.0182150375563484,0.267802765904787,1.71040593114994,0.349005681423165,7.09816375735902,85.803672485282,5,99.7440472434283
"8",732133,72.1244637244872,21.2155441702532,1.30768589860039,0.0641959862484002,0.276452502482472,2.90111222960855,2.11054548831975,27.8755362755128,44.2489274489744,1,101.539669210014
"9",713717,87.5379176900648,9.24680230399444,0.488428887079893,0.0189150601709081,0.179903238958859,1.83321960945305,0.694813210278023,12.4620823099352,75.0758353801297,4,98.985550561938
"10",723438,90.3853543772929,6.17578838822401,0.778228403816222,0.0465831211520545,0.246600261528977,1.91281077300335,0.454634674982514,9.61464562270713,80.7707087545857,4,100.333757956483
"11",718671,50.7286366084063,44.6297401731808,2.24762095590333,0.0146103015148795,0.151251407111182,1.71469281493201,0.513447738951481,49.2713633915937,1.45727321681269,1,99.6726217925292
"12",727801,84.584385017333,10.9433760052542,2.15086266713016,0.0196482280183732,0.156361422971389,1.74621909010842,0.399147569184434,15.415614982667,69.1687700346661,3,100.938863281285
"13",717308,92.0508345090254,4.20948881094314,1.34238012123105,0.0241179521209857,0.164085720499423,1.63695372141395,0.572139164766042,7.94916549097459,84.1016690180508,4,99.4835870554893
"14",724942,89.9667835495805,5.8892987301053,1.32783036436018,0.0271745877601243,0.202498958537373,1.90318673769764,0.68322707195886,10.0332164504195,79.933567099161,4,100.542348011148
"15",729091,81.2663988445887,12.145397488105,0.78138394247083,0.0192019926182054,0.308329138612327,2.99208192118679,2.48720667241812,18.7336011554113,62.5327976891774,3,101.117773634023
"16",722084,84.1936672187723,8.12343162291368,1.70395688036295,0.0265897042449355,0.251355797940406,2.44182117315991,3.25917760260579,15.8063327812277,68.3873344375447,3,100.145971431207
"Ohio Total",11536504,82.6891491564515,12.2019721052409,1.66630202702656,0.0352446460383492,0.219234527201655,2.06097965206791,1.12711788597308,17.3108508435485,65.3782983129031,3,NA
