"District","Population","White %","Black %","Asian %","NHPI %","AIAN %","Two or More Races %","Other %","Non-White %","White % Minus Non-White %","Race Score","Population Target Ratio"
"1",710130,88.1214707166293,7.20276569078901,2.00653401489868,0.0212637122780336,0.171658710376973,1.83726923239407,0.639037922633884,11.8785292833707,76.2429414332587,4,98.4880688291704
"2",722277,87.0808567904004,9.31512425288359,0.941882407995824,0.0466579996317202,0.239243392770364,1.89830217492735,0.477932981390796,12.9191432095996,74.1617135808007,4,100.172738639019
"3",717235,81.3536706937057,14.649452410995,1.25133324503127,0.0170097666734055,0.157270629570503,1.64116363534964,0.930099618674493,18.6463293062943,62.7073413874114,3,99.473462671187
"4",725694,53.4626164747125,38.810435252324,2.67399206828222,0.0213588647556684,0.223923582115878,2.32687606622075,2.48079769158902,46.5373835252875,6.92523294942497,1,100.64664303848
"5",714470,82.7409128444861,11.4132153904293,2.96205578960628,0.0580850140663709,0.184472406119221,1.81351211387462,0.827746441418114,17.2590871555139,65.4818256889722,3,99.0899842794663
"6",721729,94.5443511345671,2.31499634904514,0.963380992034406,0.0193978626326502,0.283901575245002,1.5692870869814,0.30468499949427,5.45564886543286,89.0887022691343,5,100.096736411655
"7",725698,88.4603512755995,8.41327935311934,0.50034587390347,0.019016174772426,0.179689071762634,1.75500001377984,0.6723182370628,11.5396487244005,76.920702551199,4,100.647197799264
"8",726823,88.9329314014554,7.57171966214608,0.673478962553469,0.0228391231427734,0.248065897749521,2.05276938126614,0.498195571686642,11.0670685985446,77.8658628029108,4,100.803224269675
"9",713434,68.2269137719817,22.0810894911092,4.00191187972538,0.0629350437461629,0.253001679202281,2.98766248875159,2.38648564548367,31.7730862280183,36.4538275439634,1,98.9463012364924
"10",724921,87.535469382181,8.19454809558559,1.42967302644012,0.0342106243300994,0.181261130523188,1.93027929939952,0.694558441540526,12.4645306178191,75.0709387643619,4,100.539435517034
"11",717943,79.8216571510552,15.6405174226923,1.44342935302663,0.0259073491906739,0.22508750694693,2.14237063388041,0.701030583207859,20.1783428489448,59.6433143021103,2,99.5716553298989
"12",726724,86.4047423781243,6.63690754674402,2.90605511858697,0.0551791326555886,0.235440139585317,2.32839427347934,1.43328141082447,13.5952576218757,72.8094847562486,4,100.789493940279
"13",712524,81.143512358882,13.0186491963779,1.28879869309665,0.0266657684513083,0.27746433804335,2.52510792618915,1.71980171895964,18.856487641118,62.2870247177639,3,98.8200931582046
"14",721162,88.6608002085523,5.75598825229283,1.28653478691334,0.019135783638073,0.232541370732235,2.39488492183448,1.65011467603673,11.3391997914477,77.3216004171046,4,100.018099070568
"15",721018,93.75341531002,2.67524527820387,0.611912601349758,0.0325928062822287,0.199301543096011,1.59690881503652,1.13062364601161,6.24658468998,87.50683062004,5,99.9981276823551
"16",734722,72.8875683591889,21.3924450336318,1.75426896159364,0.0809830112614023,0.215183429923155,2.1809609621054,1.48859024229573,27.1124316408111,45.7751367183778,2,101.898738127252
"Ohio Total",11536504,82.6891491564515,12.2019721052409,1.66630202702656,0.0352446460383492,0.219234527201655,2.06097965206791,1.12711788597308,17.3108508435485,65.3782983129031,3,NA
