"District","Population","White %","Black %","Asian %","NHPI %","AIAN %","Two or More Races %","Other %","Non-White %","White % Minus Non-White %","Race Score","Population Target Ratio"
"1",711258,73.6017028982451,19.3558455581519,3.33367076363289,0.0759218173995934,0.198802684820417,2.0673229685993,1.36673330915083,26.3982971017549,47.2034057964902,2,98.644511370169
"2",722894,93.7450027251575,2.34225211441788,1.62292120283195,0.0278049063901485,0.202519318184962,1.62513452871375,0.434365204303812,6.25499727484251,87.490005450315,5,100.258310489902
"3",713562,82.6190296007915,7.29312939870677,5.03263906990563,0.0570377906895266,0.221424347148531,2.52199528562339,2.25474450713463,17.3809703992085,65.238059201583,3,98.9640535815703
"4",728114,78.5083105118155,16.7002694632983,1.18085904130397,0.0392795633650774,0.255591844134298,2.39179579021966,0.923893785863203,21.4916894881845,57.0166210236309,2,100.982273312608
"5",727120,63.5857905160084,28.6669325558367,2.63711629442183,0.0585873033337001,0.240950599625921,3.03498734734294,1.77563538343052,36.4142094839916,27.1715810320167,1,100.844415257863
"6",711725,91.3251607011135,5.47683445150866,0.691559239874952,0.0254311707471285,0.238294285011767,1.83483789384945,0.407882257894552,8.67483929888651,82.650321402227,4,98.709279691664
"7",719283,94.785501673194,2.37097220426452,0.537201629956498,0.0166832804334316,0.307111387312087,1.72101940404542,0.261510420794041,5.21449832680599,89.571003346388,5,99.7575001924326
"8",729043,92.8222340794713,4.51934933879072,0.43893158565407,0.0370348525395621,0.18297960476954,1.54366752029716,0.455803018477648,7.1777659205287,85.6444681589426,5,101.111116504619
"9",712009,79.8473053009161,15.7552783742902,1.19872080268648,0.0595498090614023,0.200699710256471,1.96767175695813,0.970774245831162,20.1526946990839,59.6946106018323,2,98.7486677073054
"10",721673,94.1894736258666,2.90200686460488,0.624243944279473,0.0443414122462667,0.181938357122963,1.47850896458645,0.579486831293397,5.81052637413343,88.3789472517331,5,100.088969760683
"11",721155,92.8169394928968,3.20527487156021,1.58911745741207,0.0189973029376486,0.174026388224445,1.63099472374178,0.564649763227046,7.18306050710319,85.6338789857936,5,100.017128239196
"12",726680,67.268673969285,26.5363020862003,2.00418340947872,0.0178895800077063,0.201464193317554,2.28133428744427,1.69015247426653,32.731326030715,34.5373479385699,1,100.783391571658
"13",713779,58.5315622902887,34.7765905133101,2.61775703684194,0.0238168957058137,0.214912458898342,2.15991224174429,1.67544856321074,41.4684377097113,17.0631245805775,1,98.9941493540851
"14",724488,88.3425260321772,7.72117688629763,1.01492364262762,0.0219465332759135,0.16770464107066,1.79947770011374,0.93224456443723,11.6574739678228,76.6850520643544,4,100.4793826622
"15",722185,83.158055068992,10.502018180937,1.03823812458027,0.0192471458144381,0.283999252269155,2.8224070009762,2.1760352264309,16.841944931008,66.316110137984,3,100.159979140995
"16",731536,87.6868670851469,7.23600752389493,1.16467268869885,0.021324992891669,0.235258415170272,2.08943920736642,1.566430086831,12.3131329148531,75.3737341702937,4,101.456871163049
"Ohio Total",11536504,82.6891491564515,12.2019721052409,1.66630202702656,0.0352446460383492,0.219234527201655,2.06097965206791,1.12711788597308,17.3108508435485,65.3782983129031,3,NA
