"","SOURCE_TRACTID","NEIGHBOR_TRACTID"
"4230","39035187105","39099813400"
"4231","39035187105","39099813500"
"4232","39035187105","39101010500"
"4233","39035187105","39103416200"
"4234","39035187105","39103416300"
"4235","39035187105","39103417000"
"4236","39035187106","39099801400"
"4237","39035187106","39101010500"
"4238","39035187106","39103415200"
"4239","39035187106","39103416400"
"4240","39035188103","39095005501"
"4241","39035188103","39095005503"
"4242","39035188103","39099812400"
"4243","39035188103","39105964200"
"4244","39035188103","39107967200"
"4245","39035188104","39071955000"
"4246","39035188104","39089753100"
"4247","39035188104","39089753300"
"4248","39035188104","39095002600"
"4249","39035188104","39095005503"
"4250","39035188104","39095005701"
"4251","39035188104","39105964100"
"4252","39035188104","39107967200"
"4253","39035188104","39107967800"
"4254","39035188105","39095002600"
"4255","39035188105","39105964200"
"4256","39035188105","39105964300"
"4257","39035188105","39105964400"
"4258","39035188105","39107967200"
"4259","39035188106","39071955000"
"4260","39035188106","39095002600"
"4261","39035188106","39105964400"
"4262","39035188107","39071955000"
"4263","39035188107","39093070800"
"4264","39035188107","39095002600"
"4265","39035188107","39105964300"
"4266","39035188107","39107967200"
"4267","39035188107","39107967800"
"4268","39035188107","39107967900"
"4269","39035189105","39063001300"
"4270","39035189105","39101000600"
"4271","39035189105","39101000700"
"4272","39035189105","39103411001"
"4273","39035189105","39103411002"
"4274","39035189105","39105964500"
"4275","39035189105","39109390100"
"4276","39035189107","39061025001"
"4277","39035189107","39093071202"
"4278","39035189107","39101000700"
"4279","39035189107","39109365302"
"4280","39035189107","39109380100"
"4281","39035189107","39111966600"
"4282","39035189108","39063001300"
"4283","39035189108","39093070901"
"4284","39035189108","39105964600"
"4285","39035189108","39109390100"
"4286","39035189108","39153533102"
"4287","39035189108","39155930300"
"4288","39035189108","39165032202"
"4289","39035189109","39093070901"
"4290","39035189109","39093070902"
"4291","39035189109","39109365302"
"4292","39035189109","39111966600"
"4293","39035189110","39063001300"
"4294","39035189110","39103409002"
"4295","39035189110","39103410000"
"4296","39035189110","39109380100"
"4297","39035189110","39153533102"
"4298","39035189111","39105964500"
"4299","39035189111","39109380100"
"4300","39035189111","39111966600"
"4301","39035189111","39153533102"
"4302","39035189112","39093071000"
"4303","39035189112","39093071100"
"4304","39035189112","39093071202"
"4305","39035189112","39105964600"
"4306","39035189112","39109390100"
"4307","39035190502","39061020504"
"4308","39035190502","39093071500"
"4309","39035190502","39093080101"
"4310","39035190502","39095003300"
"4311","39035190502","39095006100"
"4312","39035190502","39103412000"
"4313","39035190502","39109300100"
"4314","39035190503","39093071400"
"4315","39035190503","39095006100"
"4316","39035190503","39113001000"
"4317","39035190504","39093071300"
"4318","39035190504","39093071400"
"4319","39035190504","39095003300"
"4320","39035190504","39095003400"
"4321","39035190504","39103412000"
"4322","39035190504","39113001000"
"4323","39035190504","39157021400"
"4324","39035190504","39165032202"
"4325","39035190504","39165032300"
"4326","39035192300","39067976000"
"4327","39035192300","39071955100"
"4328","39035192300","39093091100"
"4329","39035192300","39095007001"
"4330","39035192300","39095007002"
"4331","39035192300","39103408301"
"4332","39035192800","39075976302"
"4333","39035192800","39081011900"
"4334","39035192800","39085201600"
"4335","39035192800","39085201700"
"4336","39035192800","39087051001"
"4337","39035192800","39087051002"
"4338","39035192800","39089758300"
"4339","39035192800","39103409001"
"4340","39035192900","39061024100"
"4341","39035192900","39061025300"
"4342","39035192900","39063000400"
"4343","39035192900","39063000500"
"4344","39035192900","39071955100"
"4345","39035192900","39071955200"
"4346","39035192900","39093091100"
"4347","39035192900","39103417300"
"4348","39035193800","39071955000"
"4349","39035193800","39105964200"
"4350","39035193800","39105964300"
"4351","39035193800","39105964400"
"4352","39035193800","39107967800"
"4353","39035193900","39071955000"
"4354","39035193900","39093070800"
"4355","39035193900","39099812400"
"4356","39035193900","39103413000"
"4357","39035193900","39105964100"
"4358","39035193900","39105964200"
"4359","39035193900","39105964400"
"4360","39035194100","39061024002"
"4361","39035194100","39061024100"
"4362","39035194100","39079957800"
"4363","39035194100","39089754101"
"4364","39035194100","39095004701"
"4365","39035194100","39103417200"
"4366","39035194100","39107967600"
"4367","39035194100","39107967700"
"4368","39035194300","39063001200"
"4369","39035194300","39071954800"
"4370","39035194300","39089754400"
"4371","39035194300","39089754700"
"4372","39035194300","39089755000"
"4373","39035194300","39111966800"
"4374","39035194300","39151711121"
"4375","39035194300","39153505700"
"4376","39035194500","39049002300"
"4377","39035194500","39071954900"
"4378","39035194500","39089752500"
"4379","39035194500","39089755000"
"4380","39035194500","39095007800"
"4381","39035194500","39151711121"
"4382","39035194800","39093070800"
"4383","39035194800","39101000200"
"4384","39035194800","39103413000"
"4385","39035194900","39095007800"
"4386","39035194900","39099812601"
"4387","39035194900","39099812602"
"4388","39035194900","39101000200"
"4389","39035194900","39101000300"
"4390","39035194900","39103413000"
"4391","39035194900","39105964400"
"4392","39035194900","39107967200"
"4393","39035194900","39111966700"
"4394","39035195600","39095004701"
"4395","39035195600","39107967500"
"4396","39035195600","39107967800"
"4397","39035195600","39107967900"
"4398","39035195700","39061021504"
"4399","39035195700","39061024321"
"4400","39035195700","39079957800"
"4401","39035195700","39095004600"
"4402","39035195700","39099812602"
"4403","39035195700","39099812603"
"4404","39035195700","39103417300"
"4405","39035195700","39107967500"
"4406","39035195700","39107967700"
"4407","39035195700","39107967900"
"4408","39035195800","39061004200"
"4409","39035195800","39061004500"
"4410","39035195800","39095007204"
"4411","39035195800","39095007800"
"4412","39035195800","39099812601"
"4413","39035195800","39099812900"
"4414","39035195900","39049006100"
"4415","39035195900","39049006220"
"4416","39035195900","39061004200"
"4417","39035195900","39095007205"
"4418","39035195900","39095007800"
"4419","39035196000","39061007800"
"4420","39035196000","39061007900"
"4421","39035196000","39061008202"
"4422","39035196000","39061008300"
"4423","39035196000","39061008601"
"4424","39035196000","39061020404"
"4425","39035196000","39061021508"
"4426","39035196100","39061010002"
"4427","39035196100","39061025300"
"4428","39035196100","39061026002"
"4429","39035196100","39065000100"
"4430","39035196100","39067976000"
"4431","39035196100","39071955100"
"4432","39035196100","39085201200"
"4433","39035196100","39085201300"
"4434","39035196100","39085201400"
"4435","39035196100","39085201500"
"4436","39035196100","39093090200"
"4437","39035196100","39103417200"
"4438","39035196200","39061021802"
"4439","39035196200","39061022102"
"4440","39035196200","39061024322"
"4441","39035196200","39061024902"
"4442","39035196200","39101000501"
"4443","39035196200","39151714200"
"4444","39035196200","39153505700"
"4445","39035196300","39049006100"
"4446","39035196300","39063001200"
"4447","39035196300","39093070800"
"4448","39035196300","39095007204"
"4449","39035196300","39095007205"
"4450","39035196300","39099812601"
"4451","39035196300","39101000300"
"4452","39035196400","39061009800"
"4453","39035196400","39061022500"
"4454","39035196400","39111966900"
"4455","39035196400","39113000100"
"4456","39035196400","39113000500"
"4457","39035196400","39113000600"
"4458","39035196400","39113000700"
"4459","39035196500","39077916100"
"4460","39035196500","39085200300"
"4461","39035196500","39095003700"
"4462","39035196500","39095004503"
"4463","39035980100","39061025600"
"4464","39035980100","39061026002"
"4465","39035980100","39093080103"
"4466","39035980100","39093080600"
"4467","39035980100","39093090100"
"4468","39035980100","39093090200"
"4469","39035980100","39095004200"
"4470","39035980100","39095007500"
"4471","39035980500","39061007500"
"4472","39035980500","39061020504"
"4473","39035980500","39089757400"
"4474","39035980500","39099800500"
"4475","39035980500","39099800600"
"4476","39035981100","39061020504"
"4477","39035981100","39061020505"
"4478","39035981100","39089756800"
"4479","39035981100","39089757700"
"4480","39035981100","39099800600"
"4481","39035981100","39113000600"
"4482","39035990000","39061020742"
"4483","39035990000","39061020762"
"4484","39035990000","39061021572"
"4485","39035990000","39061021604"
"4486","39035990000","39061021702"
"4487","39035990000","39073964900"
"4488","39035990000","39073965300"
"4489","39035990000","39073965400"
"4490","39035990000","39073965500"
"4491","39035990000","39075976301"
"4492","39035990000","39087051001"
"4493","39035990000","39087051100"
"4494","39035990000","39089750700"
"4495","39035990000","39089751000"
"4496","39035990000","39089758300"
"4497","39035990000","39089758600"
"4498","39035990000","39089759000"
"4499","39035990000","39093080500"
"4500","39035990000","39101000600"
"4501","39035990000","39103409002"
"4502","39035990000","39103410000"
"4503","39035990000","39103411001"
"4504","39035990000","39103411002"
"4505","39035990000","39113001100"
"4506","39035990000","39129021401"
"4507","39035990000","39155930600"
"4508","39035990000","39155933100"
"4509","39037500100","39017014000"
"4510","39037500100","39035116800"
"4511","39037500100","39109350100"
"4512","39037500100","39113002600"
"4513","39037500100","39113002900"
"4514","39037500100","39113020700"
"4515","39037500100","39113020800"
"4516","39037510100","39109345000"
"4517","39037510100","39109350100"
"4518","39037510100","39109355001"
"4519","39037510100","39109365000"
"4520","39037520100","39109340100"
"4521","39037520100","39109345000"
"4522","39037520100","39109365000"
"4523","39037520100","39113002600"
"4524","39037520100","39113002900"
"4525","39037530100","39017014000"
"4526","39037530100","39035183100"
"4527","39037530100","39109340100"
"4528","39037530100","39109345000"
"4529","39037530100","39109350100"
"4530","39037540100","39035183100"
"4531","39037540100","39109350100"
"4532","39037540100","39109355002"
"4533","39037540100","39109365000"
"4534","39037540100","39113002900"
"4535","39037550100","39109340100"
"4536","39037550100","39109350100"
"4537","39037550100","39109355001"
"4538","39037550100","39109355002"
"4539","39037550100","39109365101"
"4540","39037550100","39109365301"
"4541","39037550100","39113002500"
"4542","39037550100","39113002600"
"4543","39037555000","39109365000"
"4544","39037555000","39109365301"
"4545","39037555000","39113002500"
"4546","39037555101","39109355001"
"4547","39037555101","39109355002"
"4548","39037555101","39109365000"
"4549","39037555101","39109365101"
"4550","39037555101","39113002500"
"4551","39037555102","39109355002"
"4552","39037555102","39109365000"
"4553","39037555102","39109365101"
"4554","39037555102","39109365301"
"4555","39037560100","39017012400"
"4556","39037560100","39021010200"
"4557","39037560100","39109355002"
"4558","39037560100","39109365000"
"4559","39037560100","39109365301"
"4560","39037560100","39113002600"
"4561","39037560100","39113002800"
"4562","39037570101","39035186206"
"4563","39037570101","39109340100"
"4564","39037570101","39109355001"
"4565","39037570101","39109365000"
"4566","39037570101","39109365301"
"4567","39037570101","39113002500"
"4568","39037570101","39113002800"
"4569","39037570102","39017001001"
"4570","39037570102","39017012300"
"4571","39037570102","39035186206"
"4572","39037570102","39035192900"
"4573","39037570102","39109355001"
"4574","39037570102","39109355002"
"4575","39039958100","39087050500"
"4576","39039958100","39119911200"
"4577","39039958100","39137030200"
"4578","39039958100","39169003300"
"4579","39039958100","39169003700"
"4580","39039958100","39171950100"
"4581","39039958100","39171950200"
"4582","39039958100","39171950300"
"4583","39039958200","39087050500"
"4584","39039958200","39093023200"
"4585","39039958200","39093023300"
"4586","39039958200","39169003200"
"4587","39039958200","39169003300"
"4588","39039958200","39171950400"
"4589","39039958300","39003011300"
"4590","39039958300","39169003300"
"4591","39039958300","39171950300"
"4592","39039958400","39003010800"
"4593","39039958400","39003011300"
"4594","39039958400","39169003200"
"4595","39039958400","39169003400"
"4596","39039958400","39169003700"
"4597","39039958400","39171950100"
"4598","39039958400","39171950300"
"4599","39039958400","39171950400"
"4600","39039958500","39169003200"
"4601","39039958500","39169003300"
"4602","39039958500","39169003400"
"4603","39039958500","39171950200"
"4604","39039958600","39169003300"
"4605","39039958600","39169003500"
"4606","39039958600","39169003700"
"4607","39039958600","39171950100"
"4608","39039958600","39171950200"
"4609","39039958700","39169003400"
"4610","39039958700","39169003700"
"4611","39039958700","39171950200"
"4612","39039958800","39169003200"
"4613","39039958800","39169003400"
"4614","39039958800","39169003500"
"4615","39039958800","39169003700"
"4616","39039958800","39171950100"
"4617","39039958900","39003010800"
"4618","39039958900","39045032000"
"4619","39039958900","39137030200"
"4620","39039958900","39169003200"
"4621","39039958900","39169003300"
"4622","39039958900","39169003400"
"4623","39039958900","39169003500"
"4624","39039958900","39171950200"
"4625","39041010100","39035154603"
"4626","39041010100","39035155101"
"4627","39041010100","39035171102"
"4628","39041010100","39035171103"
"4629","39041010100","39035184106"
"4630","39041010200","39035154502"
"4631","39041010200","39035155101"
"4632","39041010200","39035170202"
"4633","39041010200","39035171103"
"4634","39041010200","39035177104"
"4635","39041010200","39035177202"
"4636","39041010200","39035184108"
"4637","39041010420","39035154502"
"4638","39041010420","39035154603"
"4639","39041010420","39035170202"
"4640","39041010420","39035177302"
"4641","39041010421","39035170202"
"4642","39041010421","39035171102"
"4643","39041010421","39035177302"
"4644","39041010421","39035185101"
"4645","39041010422","39035154502"
"4646","39041010422","39035171103"
"4647","39041010422","39035184106"
"4648","39041010520","39035154700"
"4649","39041010520","39035155101"
"4650","39041010520","39035170202"
"4651","39041010520","39035184106"
"4652","39041010520","39035184108"
"4653","39041010520","39035185101"
"4654","39041010530","39035154603"
"4655","39041010530","39035170202"
"4656","39041010530","39035171102"
"4657","39041010530","39035184108"
"4658","39041011101","39015951500"
"4659","39041011101","39015951600"
"4660","39041011101","39035154502"
"4661","39041011101","39035154603"
"4662","39041011101","39035177202"
"4663","39041011102","39015951500"
"4664","39041011102","39035154603"
"4665","39041011102","39035174105"
"4666","39041011102","39035174106"
"4667","39041011102","39035177104"
"4668","39041011102","39035177404"
"4669","39041011102","39035184108"
"4670","39041011102","39035185104"
"4671","39041011102","39097041200"
"4672","39041011200","39015951600"
"4673","39041011200","39035154603"
"4674","39041011200","39035171103"
"4675","39041011200","39035177104"
"4676","39041011200","39035177302"
"4677","39041011200","39035185101"
"4678","39041011200","39061005800"
"4679","39041011411","39035171206"
"4680","39041011411","39035184105"
"4681","39041011411","39095006700"
"4682","39041011411","39139001300"
"4683","39041011411","39151713501"
"4684","39041011412","39035154700"
"4685","39041011412","39035172102"
"4686","39041011412","39035185201"
"4687","39041011412","39095006700"
"4688","39041011413","39035171102"
"4689","39041011413","39035171206"
"4690","39041011413","39035177303"
"4691","39041011413","39035184108"
"4692","39041011413","39035185101"
"4693","39041011413","39035185201"
"4694","39041011413","39095004000"
"4695","39041011413","39095006700"
"4696","39041011421","39035172101"
"4697","39041011421","39035177304"
"4698","39041011421","39035184105"
"4699","39041011421","39035185201"
"4700","39041011421","39139001500"
"4701","39041011421","39143961000"
"4702","39041011421","39147962800"
"4703","39041011423","39035154601"
"4704","39041011423","39035174103"
"4705","39041011423","39035174106"
"4706","39041011423","39035177303"
"4707","39041011423","39035185201"
"4708","39041011430","39035172102"
"4709","39041011430","39035174103"
"4710","39041011430","39035185201"
"4711","39041011430","39139001300"
"4712","39041011430","39155932802"
"4713","39041011520","39035172101"
"4714","39041011520","39035172103"
"4715","39041011520","39035174106"
"4716","39041011520","39035177304"
"4717","39041011530","39035154601"
"4718","39041011530","39035174104"
"4719","39041011530","39035174106"
"4720","39041011530","39035177304"
"4721","39041011540","39035171203"
"4722","39041011540","39035172103"
"4723","39041011540","39035174105"
"4724","39041011540","39035177403"
"4725","39041011540","39035185103"
"4726","39041011550","39035154601"
"4727","39041011550","39035172101"
"4728","39041011550","39035172103"
"4729","39041011550","39035174105"
"4730","39041011550","39035177202"
"4731","39041011550","39035177303"
"4732","39041011550","39035184108"
"4733","39041011560","39035171203"
"4734","39041011560","39035174104"
"4735","39041011560","39035174106"
"4736","39041011560","39035177202"
"4737","39041011560","39035177404"
"4738","39041011561","39035154601"
"4739","39041011561","39035172103"
"4740","39041011561","39035174103"
"4741","39041011561","39035185103"
"4742","39041011561","39143961200"
"4743","39041011561","39143961400"
"4744","39041011561","39147962800"
"4745","39041011604","39035171203"
"4746","39041011604","39035174105"
"4747","39041011604","39035177202"
"4748","39041011604","39035185104"
"4749","39041011710","39035171104"
"4750","39041011710","39035171203"
"4751","39041011710","39035173106"
"4752","39041011710","39035177403"
"4753","39041011710","39161020600"
"4754","39041011710","39163953000"
"4755","39041011730","39035171104"
"4756","39041011730","39035171203"
"4757","39041011730","39035173105"
"4758","39041011730","39035177403"
"4759","39041011740","39035171203"
"4760","39041011740","39035173105"
"4761","39041011740","39035173106"
"4762","39041011750","39035171104"
"4763","39041011750","39035173104"
"4764","39041011750","39035173105"
"4765","39041011750","39035173106"
"4766","39041011750","39035174104"
"4767","39041011750","39035174105"
"4768","39041011750","39035177403"
"4769","39041011750","39035177404"
"4770","39041011750","39035185104"
"4771","39041011750","39147963200"
"4772","39041011750","39153504700"
"4773","39041011760","39035171203"
"4774","39041011760","39035185104"
"4775","39041011760","39041011413"
"4776","39041011760","39041011760"
"4777","39041011760","39147963200"
"4778","39041011760","39151710500"
"4779","39041011762","39003010300"
"4780","39041011762","39035171203"
"4781","39041011762","39035173105"
"4782","39041011762","39035173106"
"4783","39041011762","39035174104"
"4784","39041011762","39035185103"
"4785","39041011900","39035154700"
"4786","39041011900","39035171206"
"4787","39041011900","39035172101"
"4788","39041011900","39035174103"
"4789","39041011900","39035177303"
"4790","39041011900","39035184105"
"4791","39041012000","39035154502"
"4792","39041012000","39035154700"
"4793","39041012000","39035171102"
"4794","39041012000","39035184106"
"4795","39041012000","39051040600"
"4796","39041012000","39061005800"
"4797","39041012000","39071954400"
"4798","39041012000","39073965200"
"4799","39041012000","39081000400"
"4800","39041012000","39095004000"
"4801","39041012100","39035154700"
"4802","39041012100","39035172101"
"4803","39041012100","39035174106"
"4804","39041012100","39035184108"
"4805","39041012100","39035185201"
"4806","39041012200","39035154603"
"4807","39041012200","39035154700"
"4808","39041012200","39035155101"
"4809","39041012200","39035171102"
"4810","39041012200","39035174106"
"4811","39041012200","39035177202"
"4812","39041012200","39035177303"
"4813","39041012300","39035171203"
"4814","39041012300","39035173104"
"4815","39041012300","39035177202"
"4816","39041012300","39035177404"
"4817","39041012300","39041011413"
"4818","39041012400","39003010300"
"4819","39041012400","39035174104"
"4820","39041012400","39035177304"
"4821","39041012400","39035177403"
"4822","39041012400","39143961200"
"4823","39041012400","39143961500"
"4824","39041012400","39169000300"
"4825","39043040100","39035124202"
"4826","39043040100","39035124600"
"4827","39043040100","39155933100"
"4828","39043040100","39157020300"
"4829","39043040200","39035124202"
"4830","39043040200","39035130103"
"4831","39043040200","39035133104"
"4832","39043040200","39153533501"
"4833","39043040200","39157020300"
"4834","39043040300","39029951300"
"4835","39043040300","39029952100"
"4836","39043040300","39035124202"
"4837","39043040300","39035124600"
"4838","39043040300","39035126100"
"4839","39043040300","39035134100"
"4840","39043040300","39153533501"
"4841","39043040400","39035124202"
"4842","39043040400","39035124300"
"4843","39043040400","39035124500"
"4844","39043040400","39035126100"
"4845","39043040400","39035127501"
"4846","39043040400","39035133104"
"4847","39043040400","39035134203"
"4848","39043040500","39035124202"
"4849","39043040500","39035127501"
"4850","39043040500","39035134100"
"4851","39043040600","39035106200"
"4852","39043040600","39035124202"
"4853","39043040600","39035124300"
"4854","39043040600","39035133103"
"4855","39043040600","39035134100"
"4856","39043040600","39035134203"
"4857","39043040600","39035138109"
"4858","39043040700","39035127501"
"4859","39043040700","39035133103"
"4860","39043040700","39035138110"
"4861","39043040700","39035140100"
"4862","39043040800","39035106200"
"4863","39043040800","39035127501"
"4864","39043040800","39035132302"
"4865","39043040800","39035134206"
"4866","39043040800","39035134300"
"4867","39043040800","39035138109"
"4868","39043040800","39035138110"
"4869","39043040900","39035106200"
"4870","39043040900","39035106300"
"4871","39043040900","39035130104"
"4872","39043040900","39035133103"
"4873","39043040900","39035134206"
"4874","39043041000","39035124500"
"4875","39043041000","39035130104"
"4876","39043041000","39035132302"
"4877","39043041000","39035133103"
"4878","39043041000","39035134300"
"4879","39043041000","39035140100"
"4880","39043041100","39035133103"
"4881","39043041100","39035134206"
"4882","39043041100","39035138110"
"4883","39043041100","39035140100"
"4884","39043041200","39035133103"
"4885","39043041200","39035134300"
"4886","39043041200","39035138109"
"4887","39043041200","39035140100"
"4888","39043041300","39035124300"
"4889","39043041300","39035124500"
"4890","39043041300","39035134206"
"4891","39043041300","39035134300"
"4892","39043041300","39035138109"
"4893","39043041300","39035138110"
"4894","39043041300","39035140301"
"4895","39043041400","39035124300"
"4896","39043041400","39035124500"
"4897","39043041400","39035140100"
"4898","39043041500","39035124500"
"4899","39043041500","39035127501"
"4900","39043041500","39035134100"
"4901","39043041500","39035140100"
"4902","39043041500","39035140301"
"4903","39043041600","39035124300"
"4904","39043041600","39035126100"
"4905","39043041600","39035130104"
"4906","39043041600","39035134100"
"4907","39043041600","39035134206"
"4908","39043041600","39035140100"
"4909","39043041600","39035140301"
"4910","39043041700","39035106300"
"4911","39043041700","39035106600"
"4912","39043041700","39035124500"
"4913","39043041700","39035126100"
"4914","39043041700","39035132302"
"4915","39043041700","39035134206"
"4916","39043041700","39119912800"
"4917","39043041700","39121968400"
"4918","39043041800","39029951000"
"4919","39043041800","39029951100"
"4920","39043041800","39029952100"
"4921","39043041800","39029952400"
"4922","39043041800","39035124500"
"4923","39043041800","39035130104"
"4924","39043041800","39035133104"
"4925","39043041800","39035134100"
"4926","39043041800","39119912800"
"4927","39043041800","39121968300"
"4928","39043990100","39035102101"
"4929","39043990100","39035106100"
"4930","39043990100","39035106200"
"4931","39043990100","39035124600"
"4932","39043990100","39035127501"
"4933","39043990100","39035130103"
"4934","39043990100","39035133104"
"4935","39043990100","39035134100"
"4936","39043990100","39035134203"
"4937","39043990100","39155933100"
"4938","39045030100","39013011300"
"4939","39045030100","39043040600"
"4940","39045030100","39049007740"
"4941","39045030200","39013011200"
"4942","39045030200","39035117101"
"4943","39045030200","39035118200"
"4944","39045030200","39035118301"
"4945","39045030200","39035118400"
"4946","39045030200","39043041300"
"4947","39045030200","39049007740"
"4948","39045030300","39013011300"
"4949","39045030300","39035118301"
"4950","39045030400","39013011300"
"4951","39045030400","39013011700"
"4952","39045030400","39015951202"
"4953","39045030400","39035116300"
"4954","39045030400","39035116400"
"4955","39045030400","39035117101"
"4956","39045030400","39035118200"
"4957","39045030400","39035118602"
"4958","39045030400","39041011530"
"4959","39045030600","39013011700"
"4960","39045030600","39015951202"
"4961","39045030600","39153504800"
"4962","39045030700","39013011700"
"4963","39045030700","39035116300"
"4964","39045030700","39087050100"
"4965","39045030700","39151710300"
"4966","39045030700","39173021500"
"4967","39045030800","39013011700"
"4968","39045030800","39035115700"
"4969","39045030800","39035116200"
"4970","39045030800","39035116400"
"4971","39045030800","39035118301"
"4972","39045030800","39087050100"
"4973","39045030900","39035116300"
"4974","39045030900","39035116500"
"4975","39045030900","39035116600"
"4976","39045030900","39035116700"
"4977","39045030900","39035116900"
"4978","39045030900","39035117101"
"4979","39045030900","39035118301"
"4980","39045031000","39013011300"
"4981","39045031000","39035115800"
"4982","39045031000","39035115900"
"4983","39045031000","39035116400"
"4984","39045031000","39035116500"
"4985","39045031000","39035118301"
"4986","39045031000","39035118400"
"4987","39045031100","39007000103"
"4988","39045031100","39013011300"
"4989","39045031100","39035115800"
"4990","39045031100","39035117101"
"4991","39045031100","39049007532"
"4992","39045031100","39049007730"
"4993","39045031100","39049007740"
"4994","39045031200","39007000103"
"4995","39045031200","39035115900"
"4996","39045031200","39035116100"
"4997","39045031200","39035116900"
"4998","39045031200","39035117101"
"4999","39045031200","39035118101"
"5000","39045031200","39035118400"
"5001","39045031300","39035115800"
"5002","39045031300","39035116500"
"5003","39045031300","39035117101"
"5004","39045031300","39035117900"
"5005","39045031300","39035118101"
"5006","39045031400","39035115900"
"5007","39045031400","39035116400"
"5008","39045031400","39035116600"
"5009","39045031400","39035117101"
"5010","39045031400","39035117201"
"5011","39045031400","39035117900"
"5012","39045031500","39035116400"
"5013","39045031500","39035116500"
"5014","39045031500","39035116700"
"5015","39045031500","39035117201"
"5016","39045031600","39035116100"
"5017","39045031600","39035116400"
"5018","39045031600","39035116600"
"5019","39045031600","39035116900"
"5020","39045031600","39035117102"
"5021","39045031700","39035116100"
"5022","39045031700","39035116700"
"5023","39045031700","39035117201"
"5024","39045032000","39035116100"
"5025","39045032000","39035116500"
"5026","39045032000","39035116600"
"5027","39045032000","39035117102"
"5028","39045032000","39035117900"
"5029","39045032000","39035118101"
"5030","39045032100","39035115900"
"5031","39045032100","39035116500"
"5032","39045032100","39035117201"
"5033","39045032100","39035118101"
"5034","39045032200","39035115800"
"5035","39045032200","39035115900"
"5036","39045032200","39035116100"
"5037","39045032200","39035117201"
"5038","39045032200","39035117900"
"5039","39045032300","39035115800"
"5040","39045032300","39035116700"
"5041","39045032300","39035116900"
"5042","39045032300","39035117102"
"5043","39045032300","39035117201"
"5044","39045032300","39035118101"
"5045","39045032500","39007000101"
"5046","39045032500","39007000103"
"5047","39045032500","39035115700"
"5048","39045032500","39035115800"
"5049","39045032500","39035116100"
"5050","39045032500","39035116400"
"5051","39045032500","39035116700"
"5052","39045032600","39007000101"
"5053","39045032600","39035116300"
"5054","39045032600","39035116900"
"5055","39045032600","39087050100"
"5056","39045032600","39087050200"
"5057","39045032701","39013011600"
"5058","39045032701","39013012000"
"5059","39045032701","39015951202"
"5060","39045032701","39153504800"
"5061","39045032702","39013011600"
"5062","39045032702","39013011900"
"5063","39045032702","39035118602"
"5064","39045032702","39043041000"
"5065","39045032702","39129020100"
"5066","39045032702","39153504800"
"5067","39045032702","39169003100"
"5068","39045032702","39173021000"
"5069","39045032800","39013011900"
"5070","39045032800","39013012000"
"5071","39045032800","39015951202"
"5072","39045032800","39035118602"
"5073","39045032900","39013011600"
"5074","39045032900","39013012000"
"5075","39045032900","39015951202"
"5076","39045032900","39035118301"
"5077","39045032900","39041011530"
"5078","39045032900","39043041000"
"5079","39045033000","39015951202"
"5080","39045033000","39035116200"
"5081","39045033000","39035116300"
"5082","39045033000","39035118301"
"5083","39045033000","39035118500"
"5084","39045033000","39153504800"
"5085","39045033000","39173021500"
"5086","39045033100","39013011600"
"5087","39045033100","39013011700"
"5088","39045033100","39013011900"
"5089","39045033100","39035118301"
"5090","39045033100","39035118500"
"5091","39045033100","39035118602"
"5092","39045033100","39153504800"
"5093","39047925800","39041010530"
"5094","39047925800","39041011101"
"5095","39047925800","39085206300"
"5096","39047925800","39085206600"
"5097","39047925800","39125960300"
"5098","39047925800","39125960400"
"5099","39047925800","39127965800"
"5100","39047925800","39133600703"
"5101","39047925800","39133600704"
"5102","39047925900","39041011101"
"5103","39047925900","39049000210"
"5104","39047925900","39049000220"
"5105","39047925900","39049000320"
"5106","39047925900","39113021700"
"5107","39047925900","39125960300"
"5108","39047925900","39125960500"
"5109","39047925900","39127965800"
"5110","39047926000","39125960300"
"5111","39047926000","39125960400"
"5112","39047926000","39125960500"
"5113","39047926000","39133600703"
"5114","39047926000","39133600704"
"5115","39047926000","39133600705"
"5116","39047926100","39125960500"
"5117","39047926100","39127965800"
"5118","39047926100","39133600704"
"5119","39047926200","39125960300"
"5120","39047926200","39125960500"
"5121","39047926200","39127965800"
"5122","39047926200","39133600703"
"5123","39047926200","39133600705"
"5124","39047926300","39125960300"
"5125","39047926300","39127965800"
"5126","39047926300","39133600704"
"5127","39047926400","39035183200"
"5128","39047926400","39035189105"
"5129","39047926400","39059977800"
"5130","39047926400","39059977900"
"5131","39047926400","39085206600"
"5132","39047926400","39113021700"
"5133","39047926400","39125960400"
"5134","39047926400","39125960500"
"5135","39047926400","39127965800"
"5136","39047926400","39133600704"
"5137","39047926400","39133600705"
"5138","39049000110","39141956800"
"5139","39049000110","39151711800"
"5140","39049000110","39151711900"
"5141","39049000110","39151713300"
"5142","39049000110","39153507400"
"5143","39049000110","39153530902"
"5144","39049000110","39173020800"
"5145","39049000120","39141956800"
"5146","39049000120","39151711800"
"5147","39049000120","39173020602"
"5148","39049000120","39173020700"
"5149","39049000120","39175938200"
"5150","39049000210","39173020601"
"5151","39049000210","39173020602"
"5152","39049000210","39173020800"
"5153","39049000220","39141956800"
"5154","39049000220","39173020601"
"5155","39049000220","39173020700"
"5156","39049000220","39173020800"
"5157","39049000220","39173022400"
"5158","39049000220","39173022500"
"5159","39049000310","39151711800"
"5160","39049000310","39173020602"
