"District","Population","White %","Black %","Asian %","NHPI %","AIAN %","Two or More Races %","Other %","Non-White %","White % Minus Non-White %","Race Score","Population Target Ratio"
"1",721469,87.2541994181316,8.801348360082,1.52577588226244,0.0199592775295959,0.193078288880049,1.82294734770309,0.38269142541121,12.7458005818684,74.5083988362632,4,100.060676960715
"2",717410,84.7208709106369,10.8304874479029,2.09559387240211,0.0203509847925175,0.159741291590583,1.70446467152674,0.468490821148297,15.2791290893631,69.4417418212738,3,99.4977334554732
"3",721508,86.2409010017907,8.22014447518253,2.32817931332709,0.0334022630379705,0.210947071965938,2.15978201211906,0.806643862576714,13.7590989982093,72.4818020035814,4,100.066085878356
"4",725469,95.066226124066,2.44035237894383,0.315795712842313,0.0370794616999486,0.216549570002302,1.62226090983901,0.301735842606645,4.93377387593405,90.1324522481319,5,100.615437744398
"5",724600,95.1199282362683,2.12379243720673,0.601021253105162,0.0182169472812586,0.297957493789677,1.56486337289539,0.274220259453492,4.88007176373172,90.2398564725366,5,100.494915964143
"6",717781,66.1339600797458,26.9221392040191,2.0343252329053,0.0539161666302117,0.248404457627048,2.85309864708038,1.75415621199224,33.8660399202542,32.2679201594916,1,99.5491875181597
"7",716980,82.0838796061257,10.7927696727942,3.48252391977461,0.079779073335379,0.184523975564172,2.03687690033195,1.33964685207398,17.9161203938743,64.1677592122514,3,99.4380966712273
"8",724129,72.8868751286028,22.4239051329252,1.67083489267796,0.056067358164084,0.21018354464467,1.96221943880165,0.789914504183647,27.1131248713972,45.7737502572056,2,100.429592881864
"9",720033,63.1464113450356,31.8750668372144,2.11087547376301,0.0159714901955883,0.145687767088453,1.78130724564013,0.92467984106284,36.8535886549644,26.2928226900711,1,99.8615178393732
"10",721693,88.0494891872306,8.51622504305847,0.726347629809351,0.0196759563969721,0.176945044499531,1.71984486478322,0.791472274221864,11.9505108127694,76.0989783744612,4,100.091743564602
"11",724047,80.1971418982469,14.0291997618939,0.858231578889216,0.0262413904069763,0.287412281246936,2.88821029574047,1.71356279357556,19.8028581017531,60.3942837964939,3,100.418220285799
"12",721059,72.925516497263,18.6364777362185,1.88361840015866,0.0255180227970249,0.290267509316159,2.75234065450955,3.48626117973703,27.074483502737,45.8510329945261,2,100.003813980388
"13",715945,83.9212509340801,7.33268617002703,3.83060151268603,0.0596414529049019,0.252952391594326,2.48608482495164,2.11678271375594,16.0787490659199,67.8425018681603,3,99.2945523184493
"14",722261,78.6182557275002,16.3872893593867,1.47744374955868,0.0369672459124887,0.240494779587988,2.32990567121858,0.909643466835396,21.3817442724998,57.2365114550003,2,100.170519595885
"15",720530,93.2877187625775,2.40683940987884,1.0889206556285,0.0199852886069976,0.205543141853913,1.6072890788725,1.38370366258171,6.71228123742246,86.5754375251551,5,99.9304468667458
"16",721590,93.1989079671282,3.59622500311811,0.678778807910309,0.041574855527377,0.186255352762649,1.69043362574315,0.607824387810252,6.80109203287185,86.3978159342563,5,100.077458474422
"Ohio Total",11536504,82.6891491564515,12.2019721052409,1.66630202702656,0.0352446460383492,0.219234527201655,2.06097965206791,1.12711788597308,17.3108508435485,65.3782983129031,3,NA
