"District","Population","White %","Black %","Asian %","NHPI %","AIAN %","Two or More Races %","Other %","Non-White %","White % Minus Non-White %","Race Score","Population Target Ratio"
"1",718319,83.6038027672942,10.5941789093703,0.974079761220293,0.0222742263534725,0.281351321627299,2.58227890394101,1.94203411019338,16.3961972327058,67.2076055345884,3,99.6238028435651
"2",723926,90.184217723911,5.47058677268119,0.600752010564616,0.0198915358752138,0.219083165958952,2.08957821655805,1.41589057445098,9.815782276089,80.368435447822,4,100.401438772092
"3",725767,86.7180513856375,8.68639659835732,1.99898865613895,0.0235612806865013,0.177467424118209,1.77550095278512,0.62003370227635,13.2819486143625,73.4361027712751,4,100.656767422782
"4",718691,94.364059101895,3.00671637741394,0.445532224558259,0.0453602452236079,0.203147110510637,1.59025227810005,0.34493266229854,5.63594089810503,88.7281182037899,5,99.6753955964476
"5",716482,66.7077470194645,27.9154256492138,2.59364506016899,0.013817513908235,0.141106126881066,1.77101448466256,0.857244145700799,33.2922529805355,33.4154940389291,1,99.3690289536588
"6",722488,87.3318311169182,8.7688653652379,1.11475899945743,0.0214536435207228,0.220349680548327,2.13456832501024,0.408172869307172,12.6681688830818,74.6636622338364,4,100.202002270359
"7",721192,67.3031592141898,25.9538375356354,1.8316897580672,0.0260679541647717,0.244456399960066,2.24447858545297,2.3963105525297,32.6968407858102,34.6063184283797,1,100.022259776445
"8",720442,89.0898920384986,7.38740939589863,0.611013794309604,0.0199877297547894,0.171977758098501,1.67591561846755,1.04380366497234,10.9101079615014,78.1797840769972,4,99.9182421295047
"9",723160,78.4773770673157,16.3273687703966,2.35466563416118,0.0572487416339399,0.206593285026827,1.82145030145473,0.755296200011063,21.5226229326843,56.9547541346313,2,100.295202082017
"10",715900,77.1644084369325,16.6224333007403,2.21720910741724,0.0842296410113144,0.192205615309401,2.13521441542115,1.58429948316804,22.8355915630675,54.3288168738651,2,99.2883112596329
"11",722326,80.0761705933332,15.6404448960719,1.26217248167725,0.02602702934686,0.217214941729911,2.05585843511102,0.722111622729903,19.9238294066668,60.1523411866664,3,100.179534458619
"12",721907,91.1416567508003,4.8654466572564,0.922833550582,0.0371238954602186,0.213046832902299,1.78139289409855,1.03849941890022,8.85834324919969,82.2833135016006,4,100.121423266529
"13",720266,63.6278819214013,27.6043850466355,2.86421960775602,0.067752746901839,0.28531126000672,3.15272413247328,2.39772528482533,36.3721180785987,27.2557638428025,1,99.8938326550227
"14",724906,83.5530399803561,7.75948881648103,4.61439138315864,0.0473164796539138,0.186506940210179,2.2751915420758,1.56406485806436,16.4469600196439,67.1060799607122,3,100.537355164095
"15",720375,89.4813118167621,5.97841402047545,1.51087975013014,0.0330383480825959,0.240846781190352,2.12764185320146,0.627867430157904,10.5186881832379,78.9626236335242,4,99.908949886378
"16",720357,94.0444807227528,2.81124497991968,0.73352518265249,0.0190183478469703,0.307208786754345,1.76384764776354,0.32067433231023,5.95551927724725,88.0889614455055,5,99.9064534628515
"Ohio Total",11536504,82.6891491564515,12.2019721052409,1.66630202702656,0.0352446460383492,0.219234527201655,2.06097965206791,1.12711788597308,17.3108508435485,65.3782983129031,3,NA
