"District","Population","White %","Black %","Asian %","NHPI %","AIAN %","Two or More Races %","Other %","Non-White %","White % Minus Non-White %","Race Score","Population Target Ratio"
"1",717700,76.971575867354,17.7912776926292,1.65695973247875,0.0372021736101435,0.247596488783614,2.47791556360596,0.817472481538247,23.028424132646,53.9431517347081,2,99.5379536122902
"2",724900,84.8489446820251,8.55787005104152,2.85087598289419,0.0722858325286246,0.205683542557594,2.01282935577321,1.45151055317975,15.1510553179749,69.6978893640502,3,100.536523022919
"3",718629,95.215890257699,1.96972290291653,0.638437914417592,0.0243519256807059,0.275524644844558,1.53361470244034,0.342457652001241,4.78410974230097,90.4317805153981,5,99.6667968043005
"4",723797,69.7877996178486,24.986978393113,2.03814052835256,0.0628629297993775,0.195634963947074,2.04380510004877,0.884778466890578,30.2122003821514,39.5755992356973,1,100.383547736819
"5",720021,95.0591718852645,2.51964873246753,0.341517816841453,0.0377766759580623,0.215965923216128,1.54662155687126,0.279297409381115,4.94082811473554,90.1183437705289,5,99.8598535570221
"6",719485,81.7184513923153,11.6201171671404,2.40143991883083,0.0562902631743539,0.264772719375665,2.39810419953161,1.54082433963182,18.2815486076847,63.4369027846307,3,99.7855156120086
"7",724342,88.5904724563811,7.95991396329358,0.683102733239271,0.0208465062083933,0.212330639394098,1.87880862907301,0.654525072410546,11.4095275436189,77.1809449127622,4,100.459133893595
"8",718380,86.8232690219661,9.28825969542582,1.26827027478493,0.0240819621927114,0.193490910103288,1.93490910103288,0.467719034494279,13.1767309780339,73.6465380439322,4,99.6322629455162
"9",723794,67.0914652511626,24.055325133947,3.69082915857274,0.0523629651530684,0.22741277214235,2.9765375231074,1.90606719591486,32.9085347488374,34.1829305023252,1,100.383131666231
"10",719340,93.5346289654405,2.18783885228126,2.03964745461117,0.0321127700392026,0.18308449411961,1.58256179275447,0.440125670753746,6.46537103455945,87.0692579308811,5,99.7654055336001
"11",718766,91.7475228377525,4.38431979253331,0.806938558585131,0.0354774711102083,0.198952092892541,1.75940431239096,1.06738493473537,8.25247716224752,83.495045675505,4,99.6857973611416
"12",721216,86.3303088117845,8.82412481142959,1.23707738042417,0.0309200017747804,0.236544946312894,1.99759850031059,1.34342554796344,13.6696911882155,72.6606176235691,4,100.025588341147
"13",720049,77.2014126816369,14.417352152423,1.72793795977774,0.028748043535926,0.277897754180618,2.66426312653722,3.68238828190859,22.7985873183631,54.4028253632739,2,99.8637368825079
"14",725809,85.2450162508318,8.81609349016063,0.706935295649406,0.0184621573995362,0.283270116518258,2.82360786377683,2.1066148256635,14.7549837491682,70.4900325016636,4,100.662592411011
"15",719536,87.4446865757933,8.20695559360477,2.00365235373908,0.0179282204087078,0.1510695781726,1.57935113739966,0.596356540881902,12.5553134242067,74.8893731515866,4,99.7925888120006
"16",720740,55.5595637816688,39.5375586203069,2.55862030690679,0.0119321808141632,0.138330049671171,1.75569553514443,0.438299525487693,44.4404362183312,11.1191275633377,1,99.9595718078891
"Ohio Total",11536504,82.6891491564515,12.2019721052409,1.66630202702656,0.0352446460383492,0.219234527201655,2.06097965206791,1.12711788597308,17.3108508435485,65.3782983129031,3,NA
