"District","Population","White %","Black %","Asian %","NHPI %","AIAN %","Two or More Races %","Other %","Non-White %","White % Minus Non-White %","Race Score","Population Target Ratio"
"1",721261,91.4763171722858,4.35764584526267,1.70798088348046,0.031472656916151,0.180378531488601,1.6986915970779,0.54751331348846,8.52368282771424,82.9526343445715,4,100.031829399964
"2",718893,84.8386338439796,9.24268284709964,1.03701107118862,0.0215609277041229,0.264434345584113,2.47129962317063,2.12437734127332,15.1613661560204,69.6772676879591,3,99.7034110160236
"3",717492,66.1480546124556,26.8960490151807,1.66036694485792,0.0200699101871519,0.22941022338925,2.34887636377827,2.69717293015114,33.8519453875444,32.2961092249112,1,99.5091060515387
"4",723086,91.0982925959015,4.55505984073817,1.134581502062,0.0201912358972515,0.220997225779506,2.05024022038872,0.920637379232899,8.90170740409854,82.1965851918029,4,100.284939007519
"5",724180,91.2168245463835,4.95208373608771,0.910409014333453,0.0421166008450938,0.209478306498384,1.92245021955867,0.746637576293187,8.78317545361651,82.433649092767,4,100.436666081856
"6",719414,83.9996163544218,10.5410792672925,1.32163121651789,0.0240473496484639,0.257292741036455,2.18886482609457,1.66746824498828,16.0003836455782,67.9992327088436,3,99.7756686080983
"7",722802,60.504121460649,30.633147113594,2.6685039609741,0.071250494602948,0.288460740285721,3.31861284279789,2.51590338709633,39.495878539351,21.008242921298,1,100.245550991878
"8",718982,86.5655885682813,5.65966880951123,3.69077389976383,0.047289083732277,0.218086127330031,2.29324238993466,1.52535112144671,13.4344114317187,73.1311771365625,4,99.7157544434605
"9",716865,83.1399217425875,12.1710503372323,1.77411367551771,0.0302706925292768,0.222496564904131,2.02241705202514,0.639729935203978,16.8600782574125,66.279843485175,3,99.4221472986964
"10",720868,95.2888739686045,2.00300193655427,0.601913249027561,0.0169240415721047,0.293535016119456,1.55076935028327,0.244982437838828,4.71112603139548,90.577747937209,5,99.977324152967
"11",719620,81.7716294711097,11.0677857758261,3.27325532920152,0.0801812067480059,0.1913509908007,2.07387232150302,1.54192490481087,18.2283705288903,63.5432589422195,3,99.8042387884579
"12",724215,70.2345298012331,25.3917690188687,1.31245555532542,0.0567511029183323,0.212229793638629,2.01666632146531,0.775598406550541,29.7654701987669,40.4690596024661,1,100.441520238714
"13",717233,88.2378529710708,8.3686891149738,0.709253478297847,0.0211925552784102,0.193939765738609,1.75424164811156,0.714830466529008,11.7621470289292,76.4757059421415,4,99.4731852907952
"14",724468,88.8538900268887,7.6714223402552,0.753242379235522,0.0443083752491483,0.237139528592015,1.99663753264464,0.44335981713478,11.1461099731113,77.7077800537774,4,100.476608858282
"15",722703,86.200693784307,9.40441647537093,2.18817411855216,0.0175729172287925,0.138784535279361,1.66901202845429,0.381346140807496,13.799306215693,72.4013875686139,4,100.231820662481
"16",724422,73.4748530552634,22.265337054921,1.92456882866616,0.0184975055975661,0.150188702165312,1.6026570148339,0.563897838552667,26.5251469447366,46.9497061105267,2,100.470229109269
"Ohio Total",11536504,82.6891491564515,12.2019721052409,1.66630202702656,0.0352446460383492,0.219234527201655,2.06097965206791,1.12711788597308,17.3108508435485,65.3782983129031,3,NA
