"District","Population","VAP_MOD","Votes Democratic","Votes Republican","Votes Green","Votes Libertarian","Votes Cast","Votes Two Parties","% Votes Democratic (2P)","% Votes Republican (2P)","% Votes Two Parties","Turnout % (POP)","Turnout % (VAP)","% Margin (2P)","Winner"
"1",713724,561960.327057183,245943.565681608,118633.572153983,1121.79419162628,2562.18450099769,368261.116528215,364577.137835591,67.4599529585747,32.5400470414253,98.9996286528008,51.5971322987899,65.5315150905203,34.9199059171494,"Democrat"
"2",721300,580492.588352192,198413.943529953,169747.197407613,1184.26208887489,3583.28176637784,372928.684792818,368161.140937566,53.8932335511207,46.1067664488793,98.721593685425,51.7022992919476,64.2434877336553,7.78646710224139,"Democrat"
"3",714989,562198.874307552,198234.05412755,169691.744493863,1257.59512331166,3548.81982159038,372732.213566315,367925.798621413,53.8788133015722,46.1211866984278,98.7104911327856,52.1311815379419,66.298996778569,7.7576266031444,"Democrat"
"4",727041,564892.22729878,160481.637040471,204704.41989742,1237.93012760079,4304.06265448958,370728.049719981,365186.056937891,43.9451709591872,56.0548290408128,98.5051056195299,50.9913539566519,65.6281024599578,-12.1096580816257,"Republian"
"5",717027,546639,128552.15,212734.55,1239.04,3738.45,346264.19,341286.7,37.6669087895895,62.3330912104105,98.5625166726019,48.2916528945214,63.3442162011858,-24.666182420821,"Republian"
"6",722863,552719,153030.05,185620.34,1194.67,3307.95,343153.01,338650.39,45.1882101774635,54.8117898225365,98.6878681320616,47.4713756271935,62.0845330086355,-9.62357964507294,"Republian"
"7",717492,579782,150686.99,210124.81,1275.42,4280.95,366368.17,360811.8,41.7633209335172,58.2366790664828,98.4833917204107,51.0623351898,63.1906768406056,-16.4733581329657,"Republian"
"8",727273,594754,162657.03,219111.21,1169.04,4691.68,387628.96,381768.24,42.6062236083337,57.3937763916663,98.4880593028962,53.2989620128893,65.1746705360536,-14.7875527833326,"Republian"
"9",718378,548201,101562.19,241565.71,904.96,3752.25,347785.11,343127.9,29.5989308942817,70.4010691057183,98.6608943666392,48.412550217295,63.4411666523775,-40.8021382114366,"Republian"
"10",721988,572444,160300.16,185334.44,1223.02,4295.87,351153.49,345634.6,46.3785049297727,53.6214950702273,98.4283539371914,48.6370258231439,61.3428544975579,-7.24299014045466,"Republian"
"11",713873,587531,201576.95,194382.93,1168.55,5543.32,402671.75,395959.88,50.9084278942604,49.0915721057396,98.3331659099502,56.4066367547169,68.53625595926,1.81685578852082,"Democrat"
"12",719768,576355,181320.35,191683.95,1125.69,4683.36,378813.35,373004.3,48.6107934948739,51.3892065051261,98.4665139177381,52.6299238087828,65.7256985711931,-2.77841301025217,"Republian"
"13",719722,608725,172976.45,210906.53,1166.61,4995.97,390045.56,383882.98,45.059681989548,54.940318010452,98.420035854273,54.1939193188481,64.0758240584829,-9.88063602090408,"Republian"
"14",727647,569784,154820.23,211647.81,1130.99,4283.33,371882.36,366468.04,42.2465844497654,57.7534155502346,98.5440772183978,51.1075232908264,65.2672521516925,-15.5068311004692,"Republian"
"15",718911,565479,146906.61,233402.56,1108.74,5079.92,386497.83,380309.17,38.628206098738,61.371793901262,98.3987853178891,53.761568539082,68.3487503514719,-22.7435878025239,"Republian"
"16",734508,568507.982984293,161674.829620419,195532.29604712,1297.12846858639,4917.2912565445,363421.54539267,357207.125667539,45.2608075268054,54.7391924731946,98.2900244072166,49.4782283368827,63.9254955550397,-9.4783849463892,"Republian"
