"District","Population","VAP_MOD","Votes Democratic","Votes Republican","Votes Green","Votes Libertarian","Votes Cast","Votes Two Parties","% Votes Democratic (2P)","% Votes Republican (2P)","% Votes Two Parties","Turnout % (POP)","Turnout % (VAP)","% Margin (2P)","Winner"
"1",714000,550970,130667.7,208251.81,1197.01,3799.73,343916.25,338919.51,38.5541983109795,61.4458016890205,98.5471055816641,48.1675420168067,62.4201408425141,-22.891603378041,"Republian"
"2",722226,570619,158332.21,216370.4,1180.66,4205.46,380088.73,374702.61,42.2554329151857,57.7445670848143,98.5829308856382,52.6273950259337,66.609897322031,-15.4891341696285,"Republian"
"3",719507,576409,152877.99,242004.22,1169.55,4623.98,400675.74,394882.21,38.7148334689476,61.2851665310524,98.5540601984038,55.6875388286702,69.5124017841498,-22.5703330621047,"Republian"
"4",724358,599719,188637.98,191789.68,1336.14,4578.78,386342.58,380427.66,49.585768816074,50.414231183926,98.4689960914999,53.3358615491235,64.4206003144806,-0.828462367852012,"Republian"
"5",713140,553104,130817.2,200415.95,1054.28,3521.62,335809.05,331233.15,39.4939938831606,60.5060061168394,98.6373506014802,47.0887974310794,60.7135457346177,-21.0120122336789,"Republian"
"6",726444,631511,225003.47,160205.71,1235.67,5225.55,391670.4,385209.18,58.4107237527413,41.5892762472587,98.3503425329052,53.9161174157953,62.0211524423169,16.8214475054826,"Democrat"
"7",714628,585310,209753.78,182734.77,1141.43,5145.07,398775.05,392488.55,53.4420125122122,46.5579874877878,98.4235473106956,55.8017667933526,68.1305718337291,6.88402502442432,"Democrat"
"8",729798,587781,130598.74,267044.29,993.37,4905.51,403541.91,397643.03,32.8432111585107,67.1567888414893,98.5382237002348,55.2950145108646,68.6551470700822,-34.3135776829787,"Republian"
"9",717516,566573,196243.54,175599.36,1198.59,3444.12,376485.61,371842.9,52.7759276834383,47.2240723165617,98.7668293616853,52.4706919427581,66.44962079026,5.55185536687669,"Democrat"
"10",715429,566234.617102396,198588.874425381,188502.18162037,1143.24394880174,3433.18573529412,391667.485729848,387091.056045752,51.3028837333584,48.6971162666416,98.8315523113776,54.745821839742,69.1705300064725,2.60576746671684,"Democrat"
"11",716279,545974.389701652,208549.775234039,103387.588636224,1285.87351494341,3032.6301737748,316255.867558981,311937.363870263,66.8562985358742,33.1437014641258,98.6344905718112,44.15260918706,57.9250370574706,33.7125970717483,"Democrat"
"12",726696,577844.993195951,200161.90034058,157583.959743406,1198.34253625485,3258.20409093108,362202.406711171,357745.860083985,55.9508641954903,44.0491358045096,98.7695977319279,49.8423559110235,62.6815860613239,11.9017283909807,"Democrat"
"13",718594,556011,144095.27,199875.86,1164.41,4764.22,349899.76,343971.13,41.8916756182415,58.1083243817584,98.3056204439809,48.6922740796611,62.9303664855551,-16.2166487635169,"Republian"
"14",722098,565357,156268.19,204870.07,1116.39,4162.26,366416.91,361138.26,43.2710148185351,56.7289851814649,98.559386901658,50.7433769377564,64.81159868897,-13.4579703629297,"Republian"
"15",716527,556294,158347.3,191909.63,1273.72,4840.29,356370.94,350256.93,45.2088985077326,54.7911014922674,98.2843690902519,49.7358703859031,64.0616184966942,-9.58220298453485,"Republian"
"16",739264,550753,90193.27,264278.59,1116.76,4628.08,360216.7,354471.86,25.444409042794,74.555590957206,98.4051711095016,48.7263954419531,65.4044008838808,-49.1111819144121,"Republian"
