"District","Population","VAP_MOD","Votes Democratic","Votes Republican","Votes Green","Votes Libertarian","Votes Cast","Votes Two Parties","% Votes Democratic (2P)","% Votes Republican (2P)","% Votes Two Parties","Turnout % (POP)","Turnout % (VAP)","% Margin (2P)","Winner"
"1",709292,542367,109416.97,235003.62,1146.07,4841.68,350408.34,344420.59,31.7684172133844,68.2315827866156,98.2912079090355,49.4025507125415,64.60723827224,-36.4631655732313,"Republian"
"2",720918,634374,232601.88,167489.74,1211.3,5424.51,406727.43,400091.62,58.1371536849485,41.8628463150515,98.368487220053,56.4179878987624,64.1147698360904,16.2743073698969,"Democrat"
"3",713804,544611,169253.67,163752.1,1276.43,4494.07,338776.27,333005.77,50.8260472483705,49.1739527516295,98.2966634587482,47.460685286157,62.2051831490734,1.65209449674099,"Democrat"
"4",729358,573429.267810252,203782.804507649,154448.373287095,1204.96333104997,3503.45211839251,362939.593244187,358231.177794744,56.8858371742313,43.1141628257687,98.7026999707153,49.7615153661421,63.2928267910252,13.7716743484626,"Democrat"
"5",713732,554599.206062012,215968.275429823,116835.805232333,1200.83336836942,2636.3497395798,336641.263770105,332804.080662156,64.8935178319108,35.1064821680893,98.860156635293,47.1663402747957,60.6999180832696,29.7870356638215,"Democrat"
"6",725157,576418.526127736,196353.340062528,197527.491480572,1189.53330058062,3562.31814202769,398632.682985708,393880.8315431,49.8509509318537,50.1490490681463,98.8079624061385,54.9719140800831,69.156813134311,-0.29809813629258,"Republian"
"7",714811,587468,195217.89,174877.72,1247.82,4368.68,375712.11,370095.61,52.7479615335075,47.2520384664925,98.5051054116941,52.561042009706,63.9544809249184,5.49592306701501,"Democrat"
"8",730052,592210,186107.51,210254.9,1175.65,4236.14,401774.2,396362.41,46.9538748641679,53.0461251358321,98.653026998747,55.0336414392399,67.8431975143952,-6.09225027166422,"Republian"
"9",714751,537235,88858.56,229195.94,884.72,3256.56,322195.78,318054.5,27.9381552532663,72.0618447467337,98.7146696955497,45.0780453612517,59.9729689986691,-44.1236894934673,"Republian"
"10",728330,601883,164494.24,224730.21,1258.34,4709.29,395192.08,389224.45,42.2620521398386,57.7379478601614,98.489941903694,54.2600304806887,65.6592859409553,-15.4758957203228,"Republian"
"11",722994,552287,122701.88,225650.31,1243.21,3811.08,353406.48,348352.19,35.2235133070356,64.7764866929644,98.5698366368381,48.8809699665557,63.9896430660146,-29.5529733859288,"Republian"
"12",726888,547218,149619.42,187437.63,1226.2,3324.5,341607.75,337057.05,44.3899393292619,55.6100606707381,98.667858091627,46.9959264701027,62.4262633904586,-11.2201213414762,"Republian"
"13",712449,546161,109665.93,254474.64,1101.87,4493.51,369735.95,364140.57,30.1163723668582,69.8836276331418,98.4866551386199,51.8964796076632,67.6972449515802,-39.7672552662836,"Republian"
"14",724933,572833,156508.87,211591.53,1061.91,4318.66,373480.97,368100.4,42.5179842238694,57.4820157761306,98.5593456073545,51.5193776528313,65.198927086952,-14.9640315522613,"Republian"
"15",727528,593702,153999.61,238850.36,1145.62,5607.68,399603.27,392849.97,39.2006164592554,60.7993835407446,98.3099988145743,54.9261705391407,67.3070446116065,-21.5987670814891,"Republian"
"16",721507,583669,224586.34,162703.7,1230.97,4980.21,393501.22,387290.04,57.9891855726525,42.0108144273475,98.4215601669545,54.5387944954103,67.4185574358069,15.9783711453049,"Democrat"
