"District","Population","VAP_MOD","Votes Democratic","Votes Republican","Votes Green","Votes Libertarian","Votes Cast","Votes Two Parties","% Votes Democratic (2P)","% Votes Republican (2P)","% Votes Two Parties","Turnout % (POP)","Turnout % (VAP)","% Margin (2P)","Winner"
"1",716457,582902.173512476,250804.511140115,142403.841224568,1162.67937044146,3103.27444913627,397474.306184261,393208.352364683,63.7841260572983,36.2158739427017,98.9267346962548,55.4777615661876,68.1888529921142,27.5682521145965,"Democrat"
"2",724294,551077.473067819,195414.44985416,117127.319875161,1231.77229271009,2694.4316611379,316467.973683169,312541.769729321,62.5242667638954,37.4757332361046,98.7593676831961,43.6933032281324,57.4271294236377,25.0485335277908,"Democrat"
"3",716277,552840,170726.93,169485.3,1238.15,4728.88,346179.26,340212.23,50.1824787427542,49.8175212572458,98.276317882244,48.3303610195497,62.618345271688,0.364957485508398,"Democrat"
"4",727756,579980,169848.96,212452.09,1241.91,4306.85,387849.81,382301.05,44.4280652642728,55.5719347357272,98.5693534309067,53.2939350551558,66.8729628607883,-11.1438694714545,"Republian"
"5",714035,536146,90773.28,245412.06,1083.25,4130.51,341399.1,336185.34,27.0009632186817,72.9990367813183,98.47282549954,47.812656242341,63.6765172173251,-45.9980735626366,"Republian"
"6",728907,555285,113625.61,219248.84,1234.8,3926.08,338035.33,332874.45,34.1346744996499,65.86532550035,98.473272009763,46.3756460014789,60.8760060149293,-31.7306510007001,"Republian"
"7",718181,575882.353419705,187324.049005725,198356.508900271,1165.01833684845,3894.49388972582,390740.07013257,385680.557905996,48.5697412446137,51.4302587553863,98.7051463074013,54.406907190885,67.8506760646992,-2.86051751077263,"Republian"
"8",733786,563621,169418.21,191648.52,1256.84,3498.52,365822.09,361066.73,46.9215787342135,53.0784212657865,98.7000894341837,49.8540569048742,64.9056883969902,-6.15684253157308,"Republian"
"9",712687,573837,228768.8,140232.25,1254.39,4587.11,374842.55,369001.05,61.9967883560223,38.0032116439777,98.4416123516394,52.5956766434634,65.3221298034111,23.9935767120446,"Democrat"
"10",720437,552760,108447.11,246756.04,966.34,4348.25,360517.74,355203.15,30.5310102120434,69.4689897879565,98.5258450804668,50.0415359011267,65.2213872204935,-38.9379795759131,"Republian"
"11",713116,582462,160751.4,232323.5,1088.77,5504.59,399668.26,393074.9,40.8958699728729,59.1041300271271,98.3502918145164,56.0453362426309,68.6170531296462,-18.2082600542543,"Republian"
"12",725249,568879,144954.62,216559.09,1076.24,4295.19,366885.14,361513.71,40.0965761436821,59.9034238563179,98.5359368874957,50.5874727162671,64.4926495792602,-19.8068477126358,"Republian"
"13",714219,606197,237500.36,153966.02,1393.06,4683.97,397543.41,391466.38,60.6694143185425,39.3305856814575,98.4713543610244,55.6612761631936,65.579903892629,21.338828637085,"Democrat"
"14",722281,549192,100346.13,232357.86,1046.76,3521.37,337272.12,332703.99,30.1607834640035,69.8392165359965,98.645565485816,46.6954163268866,61.4124240702705,-39.6784330719929,"Republian"
"15",722861,594951,176177.15,232901.81,1216.05,5421.85,415716.86,409078.96,43.0667834884493,56.9332165115507,98.4032641832232,57.5099306782355,69.874134172394,-13.8664330231015,"Republian"
"16",725961,614453,174255.62,203593.02,1149.41,4923.32,383921.37,377848.64,46.1178370259583,53.8821629740417,98.4182360049403,52.8845723117358,62.4818122785632,-7.76432594808339,"Republian"
