"District","Population","VAP_MOD","Votes Democratic","Votes Republican","Votes Green","Votes Libertarian","Votes Cast","Votes Two Parties","% Votes Democratic (2P)","% Votes Republican (2P)","% Votes Two Parties","Turnout % (POP)","Turnout % (VAP)","% Margin (2P)","Winner"
"1",711374,550467.956313776,206283.170625,128805.475736607,1288.39328762755,2940.42215561224,339317.461804847,335088.646361607,61.5607758916403,38.4392241083597,98.7537289060379,47.6988843849855,61.6416374310135,23.1215517832806,"Democrat"
"2",721128,572352.844456021,196296.916490189,156024.94973106,1222.62099348675,3718.49678213788,357262.983996873,352321.866221249,55.7152238649075,44.2847761350925,98.6169522181263,49.5422427082118,62.4200591396423,11.430447729815,"Democrat"
"3",714985,562074.172559686,135229.853889393,243131.574221819,1172.37053792687,4428.19196131762,383961.990610456,378361.428111212,35.7409196186997,64.2590803813003,98.5413758038028,53.7021043253294,68.3116231549821,-28.5181607626005,"Republian"
"4",728698,604428.489168414,192798.059196366,184024.135265549,1267.41120195667,4473.88256464011,382563.488228512,376822.194461915,51.1641994632703,48.8358005367297,98.4992572623221,52.4995935529549,63.2934242981913,2.32839892654052,"Democrat"
"5",719592,578157.043686224,233545.489375,150531.584263393,1116.21671237245,3316.58784438775,388509.878195153,384077.073638393,60.8069331404254,39.1930668595746,98.8590239771114,53.990299808107,67.1979840837162,21.6138662808508,"Democrat"
"6",722252,575248,178806.29,197982.78,1152.72,4033.76,381975.55,376789.07,47.4552751755777,52.5447248244223,98.6421958159364,52.886741746648,66.4018910104859,-5.08944964884467,"Republian"
"7",715540,539938,142891.22,204154.39,1175.14,3249.61,351470.36,347045.61,41.1736140388002,58.8263859611998,98.7410744962961,49.1195963887414,65.0945775255678,-17.6527719223995,"Republian"
"8",730296,552369,109115.46,222626.98,1249.09,3677.21,336668.74,331742.44,32.8916191729946,67.1083808270054,98.5367515855496,46.1003127498987,60.9499700381448,-34.2167616540108,"Republian"
"9",710994,551380,130148.77,200409.96,1073.84,3725.99,335358.56,330558.73,39.3723590358663,60.6276409641336,98.5687468362221,47.1675654084282,60.8216765207298,-21.2552819282673,"Republian"
"10",721796,625271.510831586,233006.470803634,148029.544734451,1226.10879804333,4838.08743535989,387100.211771488,381036.015538085,61.1507734969857,38.8492265030143,98.4334298848219,53.6301408945863,61.9091394803292,22.3015469939714,"Democrat"
"11",717609,574302.160022459,153620.669118473,243654.698186412,1007.49949466592,4989.72683323975,403272.593632791,397275.367304885,38.6685613459085,61.3314386540915,98.5128604267696,56.196702331324,70.2195850381304,-22.662877308183,"Republian"
"12",728901,585668.839977541,211724.990881527,161918.551813588,1274.85050533408,4701.78316676025,379620.17636721,373643.542695115,56.6649671915487,43.3350328084513,98.4256280239665,52.0811710187268,64.818230107951,13.3299343830974,"Democrat"
"13",716886,577415,138463.08,246463.3,1106.98,5234.69,391268.05,384926.38,35.9713148264871,64.0286851735129,98.3792006528517,54.5788381974261,67.7620169202393,-28.0573703470259,"Republian"
"14",726091,562841,136725.21,215341.31,1060.85,4197.04,357324.41,352066.52,38.8350502626606,61.1649497373394,98.5285388143508,49.2120698369764,63.4858530206577,-22.3298994746788,"Republian"
"15",719780,551821.982984293,137620.879620419,221047.85604712,1169.23846858639,4733.3312565445,364571.30539267,358668.735667539,38.3699123828802,61.6300876171198,98.3809560330664,50.6503800317694,66.0668325355656,-23.2601752342397,"Republian"
"16",730582,576729,142860.66,230676.98,1242.11,5309.88,380089.63,373537.64,38.2453184637564,61.7546815362436,98.276198695555,52.0255946628852,65.9043727643313,-23.5093630724872,"Republian"
