"Geography","District"
"39099812700","13"
"39119911800","12"
"39035117201","11"
"39035186205","16"
"39035101901","11"
"39035118602","11"
"39151712601","7"
"39053953900","6"
"39155933500","13"
"39061010003","1"
"39049009410","3"
"39095000400","9"
"39085202000","14"
"39035109301","11"
"39151700600","7"
"39061025104","2"
"39023002606","8"
"39035188104","11"
"39083007300","7"
"39045031300","15"
"39061009500","1"
"39095002401","9"
"39007000400","14"
"39145004000","2"
"39099810100","13"
"39055310600","14"
"39025041405","2"
"39155920700","13"
"39085205001","14"
"39035141602","11"
"39049002800","3"
"39095001900","9"
"39061010500","1"
"39017011126","8"
"39061007700","1"
"39035152703","11"
"39049007710","3"
"39049007511","3"
"39073965300","15"
"39153530104","14"
"39169000800","16"
"39061003000","1"
"39035103100","11"
"39049001700","3"
"39025041306","2"
"39135470101","8"
"39113001700","10"
"39061025103","2"
"39023002502","8"
"39035183502","11"
"39091004000","4"
"39113980000","10"
"39017015100","8"
"39025041701","2"
"39023003400","8"
"39059977600","6"
"39149971900","4"
"39061002500","1"
"39085205800","14"
"39037555000","8"
"39061009300","1"
"39025041502","2"
"39085201300","14"
"39061007400","1"
"39055310100","14"
"39063000400","5"
"39129021401","15"
"39113020900","10"
"39049007931","15"
"39035183606","11"
"39021010100","4"
"39049001810","3"
"39035123502","9"
"39113060300","10"
"39061020812","1"
"39029951200","6"
"39061025402","2"
"39035104200","11"
"39151714200","7"
"39113050105","10"
"39017011112","8"
"39041011520","12"
"39169003700","16"
"39045032600","15"
"39113030200","10"
"39061025102","2"
"39007001001","14"
"39113000300","10"
"39045031500","15"
"39061020761","1"
"39049000320","3"
"39133601802","16"
"39101010202","4"
"39071955100","2"
"39085201900","14"
"39095002700","9"
"39113003201","10"
"39041011540","12"
"39151713600","7"
"39035120500","11"
"39017010901","8"
"39001770300","2"
"39093030100","9"
"39061021002","1"
"39017010500","8"
"39089752200","12"
"39041011423","12"
"39023002403","8"
"39035174105","16"
"39147963400","4"
"39035121401","11"
"39153520104","13"
"39057240302","10"
"39083006900","7"
"39007001101","14"
"39167020400","6"
"39007001002","14"
"39115968900","15"
"39049002770","3"
"39035161500","9"
"39081012200","6"
"39063000800","5"
"39035153106","16"
"39061023300","2"
"39141955900","2"
"39169001000","16"
"39025040302","2"
"39113040401","10"
"39061023600","2"
"39035112100","11"
"39023002100","8"
"39049006721","12"
"39035185103","11"
"39035175103","16"
"39061020811","1"
"39035106200","9"
"39035161600","9"
"39039958800","5"
"39049007203","12"
"39061020701","1"
"39123050600","9"
"39157020100","7"
"39035108701","11"
"39023002901","8"
"39045032500","15"
"39155931700","13"
"39095003300","9"
"39057200103","10"
"39061008800","1"
"39007000200","14"
"39113060100","10"
"39095001202","9"
"39017014000","8"
"39155920900","13"
"39157021000","7"
"39151700200","7"
"39143961400","4"
"39113004400","10"
"39169003200","16"
"39035138107","9"
"39061021422","1"
"39023002000","8"
"39061004701","2"
"39017011122","8"
"39113070102","10"
"39145003200","2"
"39035195800","14"
"39049005000","3"
"39049008312","3"
"39021011501","4"
"39171950800","5"
"39035107701","11"
"39061009400","1"
"39113165100","10"
"39061006600","1"
"39091004700","4"
"39173021701","5"
"39009973901","15"
"39049007132","3"
"39155933400","13"
"39035193800","11"
"39017011800","8"
"39017014900","8"
"39085206500","14"
"39035106100","9"
"39061023702","2"
"39151711122","16"
"39083007600","7"
"39035121300","11"
"39023003301","8"
"39061020901","1"
"39155920500","13"
"39103411002","7"
"39113000802","10"
"39173022400","5"
"39035177406","9"
"39061008400","1"
"39129020200","15"
"39113070700","10"
"39039958700","5"
"39109355001","8"
"39035160400","9"
"39035980100","11"
"39055310900","14"
"39155921100","13"
"39057220200","10"
"39069000200","5"
"39143962000","4"
"39049010500","12"
"39171950300","5"
"39035154300","11"
"39035116100","11"
"39017015000","8"
"39061022601","2"
"39153530101","14"
"39049009333","3"
"39017014800","8"
"39035116900","11"
"39159050500","4"
"39113080600","10"
"39049009382","3"
"39171950400","5"
"39095008301","5"
"39035107101","11"
"39113000400","10"
"39061021001","1"
"39151714400","7"
"39113021700","10"
"39129021700","15"
"39159050303","4"
"39035119501","11"
"39095008902","5"
"39173020300","5"
"39007000801","14"
"39049006943","3"
"39149971500","4"
"39125960500","5"
"39039958600","5"
"39091004800","4"
"39095007101","5"
"39141956900","2"
"39035120801","11"
"39049006340","15"
"39005970400","7"
"39031961400","7"
"39173020602","5"
"39035119702","11"
"39055312400","14"
"39035171102","11"
"39131952600","2"
"39039958900","5"
"39035123900","9"
"39035114700","11"
"39067976000","6"
"39035116800","11"
"39061003600","1"
"39049002510","3"
"39113000100","10"
"39069000700","5"
"39075976801","7"
"39113004300","10"
"39113040201","10"
"39139002101","12"
"39099811300","13"
"39035141300","11"
"39155933700","13"
"39109330100","8"
"39035132200","11"
"39035115100","11"
"39041012300","12"
"39009972700","15"
"39007000500","14"
"39061010002","1"
"39057280101","10"
"39075976802","7"
"39113040303","10"
"39165032201","1"
"39149971400","4"
"39059977300","6"
"39041011560","12"
"39095001000","9"
"39165032100","1"
"39151713201","7"
"39085204301","14"
"39085205200","14"
"39035103602","11"
"39099802800","13"
"39061021702","2"
"39095005400","9"
"39001770200","2"
"39061025700","1"
"39155932600","13"
"39139000600","12"
"39035122300","11"
"39017011300","8"
"39095001800","9"
"39091004200","4"
"39125960100","5"
"39049007199","3"
"39099804200","13"
"39045031400","15"
"39121968300","6"
"39085204000","14"
"39039958400","5"
"39035132100","11"
"39005970300","7"
"39153508600","11"
"39035177104","9"
"39129020320","15"
"39061021101","1"
"39049006931","3"
"39011041000","4"
"39043041400","9"
"39113070300","10"
"39063000900","5"
"39061021421","1"
"39135450100","8"
"39095010300","9"
"39035188105","11"
"39061010202","1"
"39057210602","10"
"39093060100","4"
"39113120102","10"
"39155933600","13"
"39061025002","2"
"39023002701","8"
"39035123601","9"
"39061021201","1"
"39061009200","1"
"39035172103","14"
"39045030900","15"
"39165030200","1"
"39095005100","9"
"39113115012","10"
"39151712602","7"
"39057240700","10"
"39113002900","10"
"39139000700","12"
"39095002800","9"
"39169003400","16"
"39059977700","6"
"39113040103","10"
"39151714100","7"
"39049009430","3"
"39045032200","15"
"39153532702","14"
"39049009326","3"
"39061002600","1"
"39153532502","11"
"39035101101","11"
"39103408001","16"
"39003013700","4"
"39035123100","9"
"39037550100","8"
"39063001100","5"
"39113003000","10"
"39113165200","10"
"39055312000","14"
"39041011750","12"
"39165032300","1"
"39041011760","12"
"39131952400","2"
"39035189109","16"
"39035102401","9"
"39035188107","11"
"39117965300","12"
"39147963200","4"
"39057200900","10"
"39095009000","5"
"39147962600","4"
"39039958500","5"
"39049008812","3"
"39041011430","12"
"39133601502","13"
"39085206300","14"
"39017011004","8"
"39061010005","1"
"39035116300","11"
"39035154601","11"
"39061020742","1"
"39099800400","13"
"39035180103","11"
"39101000300","4"
"39043040600","9"
"39113003403","10"
"39077915700","4"
"39035183604","11"
"39035174206","16"
"39113001100","10"
"39035119202","11"
"39041011200","12"
"39035121403","11"
"39035185102","11"
"39099814100","13"
"39057200101","10"
"39093023500","9"
"39031961600","7"
"39035160300","9"
"39035117300","11"
"39083007500","7"
"39057210500","10"
"39035196000","11"
"39035174204","16"
"39029951300","6"
"39025040800","2"
"39035183300","11"
"39173022500","5"
"39007000704","14"
"39085205701","14"
"39035187105","11"
"39165030504","1"
"39035140900","11"
"39035105900","9"
"39035196500","11"
"39057200104","10"
"39095000300","9"
"39061025001","2"
"39113020800","10"
"39099811200","13"
"39093070800","4"
"39061020404","1"
"39035117102","11"
"39035141200","11"
"39017011128","8"
"39113003100","10"
"39061021202","1"
"39035173107","16"
"39061003300","1"
"39035114900","11"
"39061024200","2"
"39079957600","6"
"39057240301","10"
"39061020601","1"
"39035140500","11"
"39041011762","12"
"39167021500","6"
"39173021600","5"
"39155932000","13"
"39035113500","11"
"39035109701","11"
"39119912200","12"
"39123051200","9"
"39035172201","14"
"39061020802","1"
"39061010800","2"
"39049009383","3"
"39099801200","13"
"39061004604","2"
"39111966800","6"
"39035186106","16"
"39035114100","11"
"39063001200","5"
"39085206400","14"
"39081001300","6"
"39061007900","1"
"39035981100","9"
"39061009600","1"
"39061004900","2"
"39113050503","10"
"39097041000","15"
"39127966100","15"
"39035141000","11"
"39057210300","10"
"39035177501","9"
"39157020600","7"
"39035189107","16"
"39049009325","3"
"39023000901","8"
"39035160100","9"
"39035111600","11"
"39061005701","2"
"39035141100","11"
"39035104300","11"
"39049006910","12"
"39049008210","3"
"39049006933","3"
"39061008502","1"
"39049009340","3"
"39169002901","16"
"39113020200","10"
"39025040600","2"
"39017011127","8"
"39049008720","3"
"39165032501","1"
"39113020500","10"
"39113020602","10"
"39057210100","10"
"39057200700","10"
"39015951900","2"
"39091004600","4"
"39113110202","10"
"39123050301","9"
"39075976600","7"
"39023000700","8"
"39061004605","2"
"39035151500","11"
"39051040900","5"
"39061010201","1"
"39141956800","2"
"39113100301","10"
"39049007115","3"
"39007000603","14"
"39147963500","4"
"39037555102","8"
"39047926100","10"
"39041011101","12"
"39151700700","7"
"39095002500","9"
"39041010530","12"
"39009973200","15"
"39049006932","3"
"39003012100","4"
"39061001600","1"
"39035174106","16"
"39071954900","2"
"39061006800","1"
"39035114501","11"
"39049980000","3"
"39123050100","9"
"39153505300","11"
"39035152502","11"
"39049009322","3"
"39083006700","7"
"39055311400","14"
"39061026900","1"
"39055311300","14"
"39095000600","9"
"39041011604","12"
"39113002200","10"
"39113000200","10"
"39063001000","5"
"39113070101","10"
"39089751000","12"
"39033974300","4"
"39173021800","5"
"39113020601","10"
"39147963700","4"
"39071955000","2"
"39035117400","11"
"39049007120","3"
"39017013000","8"
"39081011700","6"
"39153507600","13"
"39035154700","11"
"39017013400","8"
"39035114300","11"
"39017012300","8"
"39093010300","9"
"39085204800","14"
"39113021601","10"
"39151702100","7"
"39049009240","3"
"39151701800","7"
"39099800500","13"
"39035151600","11"
"39035121500","11"
"39093022400","9"
"39081011500","6"
"39155921300","13"
"39035133103","11"
"39021010600","4"
"39113002300","10"
"39045031700","15"
"39001770100","2"
"39043041500","9"
"39095003700","9"
"39061000900","1"
"39129020310","15"
"39085200300","14"
"39035160200","9"
"39109315300","8"
"39067975700","6"
"39089755600","12"
"39113125102","10"
"39173020500","5"
"39055312201","14"
"39045030300","15"
"39049005410","3"
"39009972800","15"
"39003012700","4"
"39035119502","11"
"39049009210","3"
"39165031902","1"
"39095002402","9"
"39151711212","16"
"39109315002","8"
"39049002900","3"
"39151700300","7"
"39035171104","11"
"39061000200","1"
"39017011129","8"
"39013012400","6"
"39035195700","11"
"39057240200","10"
"39153505800","13"
"39155931601","13"
"39107967400","5"
"39027964700","15"
"39007000602","14"
"39049006942","3"
"39091004500","4"
"39035118900","11"
"39035116500","11"
"39095002600","9"
"39035106300","9"
"39157020800","7"
"39013012000","6"
"39109365101","8"
"39073965100","15"
"39015951300","2"
"39049007550","3"
"39137030200","5"
"39061004603","2"
"39035117600","11"
"39143961800","4"
"39169002500","16"
"39123050201","9"
"39113090800","10"
"39035174205","16"
"39055312100","14"
"39049002780","3"
"39023000500","8"
"39167021400","6"
"39085204200","14"
"39061007500","1"
"39049007494","3"
"39009973902","15"
"39113003404","10"
"39153503702","13"
"39035194300","14"
"39045031100","15"
"39029951900","6"
"39035106800","9"
"39049006945","3"
"39109365301","8"
"39125960400","5"
"39165030101","1"
"39085202700","14"
"39135455001","8"
"39025040101","2"
"39049007830","3"
"39093070902","4"
"39049007534","3"
"39061009902","1"
"39073965400","15"
"39085202600","14"
"39035177604","16"
"39035106400","9"
"39061002200","1"
"39025041200","2"
"39109365302","8"
"39061003800","1"
"39043990100","9"
"39035113801","11"
"39061007200","1"
"39035117800","11"
"39151714302","7"
"39137030100","5"
"39103417000","16"
"39061023222","2"
"39015951700","2"
"39097040500","15"
"39025040702","2"
"39035141400","11"
"39049008311","3"
"39003010900","4"
"39153530902","13"
"39033974700","4"
"39041010422","12"
"39095007800","5"
"39023001300","8"
"39061006900","1"
"39099813200","6"
"39085202100","14"
"39095007102","5"
"39143961700","4"
"39057210603","10"
"39155932500","13"
"39031961700","7"
"39049002300","3"
"39173021901","5"
"39041010200","12"
"39003010800","4"
"39049007193","12"
"39161020700","5"
"39029951100","6"
"39115969100","15"
"39143961600","4"
"39037520100","8"
"39037570101","8"
"39155920800","13"
"39133600704","13"
"39153502800","13"
"39081001200","6"
"39035188106","11"
"39019720500","6"
"39113002400","10"
"39151700400","7"
"39061021304","1"
"39113120103","10"
"39113001501","10"
"39097040700","15"
"39061004602","2"
"39035111800","11"
"39035161100","9"
"39099812200","6"
"39023001102","8"
"39151711211","16"
"39109325000","8"
"39061020707","1"
"39049009311","3"
"39099810200","13"
"39035184108","14"
"39095003500","9"
"39167020800","6"
"39035111902","11"
"39095009102","5"
"39171950700","5"
"39035177609","16"
"39061009901","1"
"39045032300","15"
"39153530603","14"
"39061005200","2"
"39049009420","3"
"39041010520","12"
"39017012700","8"
"39153534000","14"
"39049008322","3"
"39173021400","5"
"39049007520","3"
"39061010700","1"
"39089756500","12"
"39055310200","14"
"39155933900","13"
"39029950200","6"
"39035161400","9"
"39035103300","11"
"39129020100","15"
"39099813300","6"
"39083006802","7"
"39017001300","8"
"39123050202","9"
"39035110901","11"
"39113090304","10"
"39093070901","4"
"39173020401","5"
"39035151800","11"
"39061010600","1"
"39057240100","10"
"39151713100","7"
"39061024700","2"
"39049009362","3"
"39061021102","1"
"39153530605","14"
"39113021502","10"
"39113002000","10"
"39075976301","7"
"39127966000","15"
"39035154200","11"
"39049009323","3"
"39035104100","11"
"39069000100","5"
"39035102900","11"
"39061027200","1"
"39035187103","11"
"39075976700","7"
"39035107802","11"
"39157020700","7"
"39159050700","4"
"39103417300","16"
"39057210401","10"
"39055311600","14"
"39123050302","9"
"39025041101","2"
"39031961500","7"
"39113100202","10"
"39095007400","9"
"39155921400","13"
"39061006400","1"
"39153531602","16"
"39037555101","8"
"39173020900","5"
"39127966200","15"
"39061021801","2"
"39059977400","6"
"39149972000","4"
"39061027400","2"
"39035135104","14"
"39155931900","13"
"39153506700","11"
"39081001000","6"
"39135470102","8"
"39071955200","2"
"39153530105","14"
"39045030800","15"
"39095990000","9"
"39151700500","7"
"39173021702","5"
"39035150300","11"
"39103403001","7"
"39049010100","3"
"39083007200","7"
"39169000600","16"
"39007000300","14"
"39035140301","11"
"39153510100","13"
"39057210402","10"
"39095005503","9"
"39025040403","2"
"39009973400","15"
"39035141601","11"
"39113100203","10"
"39041010100","12"
"39111966700","6"
"39165031300","1"
"39049004900","3"
"39131952300","2"
"39003011200","4"
"39095002000","9"
"39113001600","10"
"39035113600","11"
"39151714802","7"
"39153531102","16"
"39095009400","5"
"39113050301","10"
"39089759100","12"
"39095001303","9"
"39093023100","9"
"39023000902","8"
"39113000900","10"
"39035140100","11"
"39085202500","14"
"39101000502","4"
"39127966300","15"
"39035132301","11"
"39061002900","1"
"39061005702","2"
"39095003400","9"
"39113021602","10"
"39151711501","16"
"39033974500","4"
"39153506600","11"
"39169001300","16"
"39095003200","9"
"39061021303","1"
"39005970200","7"
"39145003600","2"
"39035108301","11"
"39023002404","8"
"39099811700","13"
"39035118301","11"
"39061008201","1"
"39089757400","12"
"39035121800","11"
"39035115900","11"
"39095009500","5"
"39035124201","9"
"39003012000","4"
"39101000800","4"
"39049007721","3"
"39113080500","10"
"39153532705","14"
"39049005900","3"
"39099813500","6"
"39035112800","11"
"39067975600","6"
"39165032502","1"
"39035150400","11"
"39113070201","10"
"39133600200","14"
"39113090700","10"
"39061027100","1"
"39035137102","9"
"39155932300","13"
"39133600602","13"
"39035120400","11"
"39085204700","14"
"39035118800","11"
"39099801600","13"
"39035102800","11"
"39035183603","11"
"39035152102","11"
"39151711411","16"
"39061021701","2"
"39061024800","2"
"39095008901","5"
"39085204302","14"
"39049009336","3"
"39089754102","12"
"39049009712","15"
"39133600301","14"
"39061021302","1"
"39061010100","1"
"39035192800","11"
"39049009331","3"
"39023002501","8"
"39017010908","8"
"39061022000","2"
"39099812500","13"
"39049009000","3"
"39041012100","12"
"39035175106","16"
"39109390100","8"
"39167020300","6"
"39117965100","12"
"39049008163","3"
"39101010400","4"
"39063000500","5"
"39035171203","11"
"39003012400","4"
"39017010104","8"
"39099802900","13"
"39157020200","7"
"39025041102","2"
"39165030102","1"
"39099811901","13"
"39113002800","10"
"39035134300","9"
"39017012200","8"
"39149971700","4"
"39033974600","4"
"39097040400","15"
"39021010500","4"
"39061006100","1"
"39083007100","7"
"39049008000","15"
"39017011131","8"
"39141955601","15"
"39153532706","14"
"39145003400","2"
"39023001900","8"
"39169980000","16"
"39029950800","6"
"39099813700","13"
"39025041305","2"
"39143961500","4"
"39141956200","2"
"39017013500","8"
"39061023501","2"
"39061005500","2"
"39017001100","8"
"39091003900","4"
"39131952500","2"
"39151712700","7"
"39061025200","2"
"39003011000","4"
"39061005000","2"
"39155932200","13"
"39061020602","1"
"39093013200","7"
"39023001600","8"
"39055312203","14"
"39091003800","4"
"39103415200","16"
"39001770600","2"
"39089756800","12"
"39173020200","5"
"39017013900","8"
"39155930200","14"
"39049004500","3"
"39173022300","5"
"39103417200","16"
"39113090303","10"
"39003012600","4"
"39035140701","11"
"39155932900","13"
"39025041800","2"
"39145003300","2"
"39093071500","4"
"39113080200","10"
"39035123602","9"
"39095007001","5"
"39035151100","11"
"39133600703","13"
"39061007000","1"
"39027964600","15"
"39113040405","10"
"39161020900","5"
"39035173103","16"
"39161020600","5"
"39035154100","11"
"39061007800","1"
"39095009900","9"
"39113100302","10"
"39145003700","2"
"39099801300","13"
"39113080700","10"
"39151714801","7"
"39025041000","2"
"39093070400","4"
"39089751600","12"
"39091004100","4"
"39013010802","6"
"39151712300","7"
"39143961300","4"
"39061026200","1"
"39003010300","4"
"39151711900","16"
"39035174107","16"
"39029952000","6"
"39113021200","10"
"39061020705","1"
"39061005400","2"
"39035193900","11"
"39049001121","3"
"39013010300","6"
"39151711202","16"
"39033975200","4"
"39023002601","8"
"39007000601","14"
"39055310700","14"
"39165031400","1"
"39169000700","16"
"39113091000","10"
"39049000330","3"
"39077915800","4"
"39085990000","14"
"39151713502","7"
"39035101700","11"
"39135455002","8"
"39173020700","5"
"39035119800","11"
"39101001100","4"
"39093070101","4"
"39035117900","11"
"39011040300","4"
"39049007041","12"
"39035106900","9"
"39061027000","1"
"39019720600","6"
"39109315100","8"
"39099801400","13"
"39151701700","7"
"39003013800","4"
"39093071000","4"
"39139002102","12"
"39081011300","6"
"39021011505","4"
"39049009371","3"
"39033974400","4"
"39049010700","12"
"39069000400","5"
"39113070400","10"
"39085205100","14"
"39017010909","8"
"39017011117","8"
"39165031700","1"
"39003012300","4"
"39109365200","8"
"39113004100","10"
"39029951400","6"
"39093080500","7"
"39035181201","16"
"39003011300","4"
"39153520500","13"
"39095006800","9"
"39017011002","8"
"39155920300","13"
"39095006600","9"
"39099812001","13"
"39167021300","6"
"39023000200","8"
"39173021200","5"
"39113040203","10"
"39017010906","8"
"39085203400","14"
"39017013300","8"
"39093050100","4"
"39095001400","9"
"39099813800","13"
"39035114600","11"
"39045032000","15"
"39099800300","13"
"39035183402","11"
"39129020400","15"
"39093050400","4"
"39061020741","1"
"39043040800","9"
"39061024301","1"
"39035110801","11"
"39007001102","14"
"39167021000","6"
"39035185202","11"
"39087050700","6"
"39011040900","4"
"39061001800","1"
"39173020800","5"
"39087051001","6"
"39049002710","3"
"39061022602","2"
"39103402000","7"
"39035179102","11"
"39151714701","7"
"39049001000","12"
"39127965900","15"
"39009973300","15"
"39035174104","16"
"39173020402","5"
"39155931100","14"
"39095000700","9"
"39017012400","8"
"39031961000","7"
"39175938100","5"
"39017014700","8"
"39103403002","7"
"39165031903","1"
"39035195900","14"
"39035120701","11"
"39037540100","8"
"39017010302","8"
"39113070500","10"
"39153533000","13"
"39035174207","16"
"39113020300","10"
"39041011900","12"
"39035184105","14"
"39035138109","9"
"39055310800","14"
"39061020762","1"
"39133600403","13"
"39111966600","6"
"39049009900","3"
"39049006393","12"
"39003013400","4"
"39049007202","3"
"39075976500","7"
"39003013000","4"
"39141956500","2"
"39085202900","14"
"39035186201","16"
"39113002700","10"
"39045031200","15"
"39035140800","11"
"39077916100","7"
"39017011120","8"
"39023001500","8"
"39095004800","9"
"39003011600","4"
"39003011900","4"
"39113003800","10"
"39035177606","16"
"39169000300","16"
"39101000900","4"
"39113040302","10"
"39035121700","11"
"39049009332","3"
"39133600901","13"
"39023001400","8"
"39153506500","11"
"39151701000","7"
"39035115800","11"
"39043041600","9"
"39035189111","16"
"39049007512","3"
"39025041307","2"
"39035171205","11"
"39151714702","7"
"39113070600","10"
"39175938300","5"
"39085201600","14"
"39057200400","10"
"39045033000","15"
"39035183605","11"
"39149971800","4"
"39133600902","13"
"39041011411","12"
"39059977800","6"
"39017013600","8"
"39035170102","14"
"39151714000","7"
"39035184103","14"
"39061026400","1"
"39035103400","11"
"39035131103","11"
"39093023200","9"
"39087051300","6"
"39077916000","4"
"39085200800","14"
"39049006391","12"
"39049004610","3"
"39035116700","11"
"39049008120","3"
"39049007395","3"
"39141956400","2"
"39175938000","5"
"39085206100","14"
"39099814000","13"
"39155930300","14"
"39013012100","6"
"39099801000","13"
"39153532999","16"
"39143962200","4"
"39135440100","8"
"39011041100","4"
"39025040203","2"
"39093022500","9"
"39049002730","3"
"39007000702","14"
"39137030400","5"
"39135480100","8"
"39049003800","3"
"39161020100","5"
"39015951201","2"
"39035103500","11"
"39061021501","1"
"39085200700","14"
"39113003900","10"
"39085201700","14"
"39037510100","8"
"39045032900","15"
"39089759000","12"
"39049001600","3"
"39085200500","14"
"39049009250","3"
"39049007533","3"
"39049000910","3"
"39041011730","12"
"39119911700","12"
"39049007740","3"
"39035190503","16"
"39035161800","9"
"39113100102","10"
"39005970700","7"
"39085203000","14"
"39035140702","11"
"39095002100","9"
"39097040101","15"
"39151713900","7"
"39007000900","14"
"39139003001","12"
"39153510302","13"
"39129021100","15"
"39103416300","16"
"39035126100","11"
"39015951800","2"
"39049007811","15"
"39113140100","10"
"39049000210","12"
"39103406000","16"
"39035188103","11"
"39021011506","4"
"39035187104","11"
"39049006392","12"
"39023000600","8"
"39151711502","7"
"39101010500","12"
"39035152101","11"
"39035140400","11"
"39155930500","14"
"39095004400","9"
"39089753300","12"
"39173021500","5"
"39081000400","6"
"39089757100","12"
"39017011110","8"
"39017011109","8"
"39045030600","15"
"39035138105","9"
"39153530903","13"
"39099812603","13"
"39051040100","5"
"39059978000","6"
"39051040800","5"
"39153504800","13"
"39023002800","8"
"39151701300","7"
"39095005901","5"
"39045031600","15"
"39165030501","1"
"39035121100","11"
"39081011401","6"
"39049005610","3"
"39161020300","5"
"39043040700","9"
"39093024200","9"
"39005970600","7"
"39061000700","1"
"39091004400","4"
"39151710800","13"
"39035116200","11"
"39055311500","14"
"39153520600","13"
"39049006394","12"
"39035130106","9"
"39035172101","14"
"39095005802","5"
"39109320100","8"
"39167021100","6"
"39113115002","10"
"39159050602","4"
"39057240500","10"
"39153503701","13"
"39095003900","9"
"39057255000","10"
"39095006000","5"
"39001770500","2"
"39093023000","9"
"39017012500","8"
"39129021600","15"
"39095006900","9"
"39061025101","2"
"39101000501","4"
"39165030503","1"
"39049000110","12"
"39049010601","15"
"39007001301","14"
"39049007020","12"
"39041011550","12"
"39087051402","6"
"39049005820","3"
"39085200100","14"
"39099804100","13"
"39049010602","15"
"39049009386","3"
"39023003002","8"
"39011040400","4"
"39051040500","5"
"39017010101","8"
"39165032004","1"
"39113040305","10"
"39051040700","5"
"39061026800","2"
"39085206000","14"
"39155933100","13"
"39113000700","10"
"39023000300","8"
"39093097400","9"
"39025040500","2"
"39059977200","6"
"39035177201","9"
"39035161200","9"
"39049009220","3"
"39099812302","13"
"39043041000","9"
"39113050303","10"
"39095008302","5"
"39095002300","9"
"39049000720","3"
"39035177103","9"
"39035111700","11"
"39049000220","12"
"39049009230","3"
"39173021300","5"
"39131952200","2"
"39169002200","16"
"39049008110","3"
"39093022200","9"
"39103416400","16"
"39151710400","13"
"39155931000","13"
"39151701100","7"
"39095004503","5"
"39049002200","3"
"39049008242","3"
"39017014600","8"
"39099812002","13"
"39095010100","9"
"39093097100","7"
"39093021200","9"
"39029951600","6"
"39041011710","12"
"39049007201","12"
"39135430100","8"
"39025042000","2"
"39029952400","6"
"39059977500","6"
"39099812800","13"
"39049007113","3"
"39049006352","15"
"39035133104","11"
"39029951800","6"
"39055312202","14"
"39049006384","12"
"39029950100","6"
"39113040102","10"
"39153505400","13"
"39051040200","5"
"39035136101","11"
"39095005902","5"
"39049000310","3"
"39089758300","12"
"39151710500","13"
"39049007426","12"
"39035196400","9"
"39025041404","2"
"39099811500","13"
"39035178201","16"
"39035170101","14"
"39103415300","16"
"39093080104","7"
"39035151200","11"
"39017010903","8"
"39095001500","9"
"39153530606","14"
"39049000710","3"
"39035174203","16"
"39085202400","14"
"39113010100","10"
"39035122200","11"
"39095003100","9"
"39093021100","9"
"39035174103","16"
