"Geography","fips_county","fips_tract","Population","White","Black","Asian","NHPI","AIAN","Two or More Races","Other","district"
"39061006100","061","006100",2733,1805,592,43,18,17,52,206,11
"39061006300","061","006300",3723,163,3443,11,0,17,74,15,10
"39061006400","061","006400",3249,159,3006,3,2,4,61,14,11
"39061006500","061","006500",5921,2841,2812,85,0,10,120,53,10
"39061006600","061","006600",2255,453,1738,6,1,7,47,3,10
"39061006800","061","006800",3871,227,3522,13,0,4,79,26,11
"39061006900","061","006900",2822,124,2567,29,2,15,70,15,11
"39061007000","061","007000",2471,1526,685,162,4,2,74,18,11
"39061007100","061","007100",3569,2856,400,192,2,6,78,35,11
"39061007200","061","007200",2264,1608,313,235,2,10,56,40,11
"39061007300","061","007300",1964,796,995,20,9,2,83,59,11
"39061007400","061","007400",1598,877,646,12,0,4,39,20,11
"39061007500","061","007500",1882,1240,555,17,0,7,56,7,11
"39061007700","061","007700",3200,162,2908,2,0,4,104,20,11
"39061007800","061","007800",2615,1637,876,15,1,8,57,21,11
"39061007900","061","007900",1372,668,635,10,0,1,44,14,11
"39061008000","061","008000",4788,436,4103,16,0,12,197,24,11
"39061008100","061","008100",2558,355,2125,3,0,5,54,16,11
"39061008201","061","008201",4018,1347,2497,32,3,9,121,9,11
"39061008202","061","008202",3187,1208,1855,9,1,12,91,11,11
"39061008300","061","008300",4718,2079,2367,58,1,10,128,75,11
"39061008400","061","008400",1998,995,930,13,0,0,51,9,11
"39061008501","061","008501",3579,620,2775,29,1,6,126,22,11
"39061008502","061","008502",1916,134,1661,0,0,2,56,63,11
"39061008601","061","008601",2217,318,1806,10,1,3,58,21,11
"39061008800","061","008800",3161,531,2417,32,4,7,86,84,11
"39061009200","061","009200",4003,1714,1913,24,7,24,136,185,11
"39061009300","061","009300",2848,1488,1032,21,0,7,122,178,11
"39061009400","061","009400",1634,701,790,8,0,3,51,81,11
"39061009500","061","009500",2399,1239,857,19,70,33,96,85,11
"39061009600","061","009600",4456,2831,1284,45,8,65,137,86,11
"39061009700","061","009700",5207,3296,1488,30,16,13,196,168,11
"39061009800","061","009800",2013,859,1038,10,3,4,81,18,11
"39061009901","061","009901",4461,3814,393,27,5,21,85,116,11
"39061009902","061","009902",3639,2780,630,26,1,12,82,108,11
"39061010002","061","010002",5585,1199,4149,63,2,5,126,41,11
"39061010003","061","010003",4473,1607,2572,91,5,12,119,67,11
"39061010004","061","010004",4356,1130,2859,103,23,9,148,84,11
"39061010005","061","010005",1497,992,466,3,0,3,29,4,11
"39061010100","061","010100",4598,2523,1877,31,3,10,115,39,11
"39061010201","061","010201",5655,4229,1155,38,0,6,140,87,11
"39061010202","061","010202",2518,1707,703,23,2,4,63,16,11
"39061010300","061","010300",1713,1353,317,2,0,0,34,7,11
"39061010400","061","010400",1307,1143,102,16,1,1,40,4,11
"39061010500","061","010500",1448,1369,35,0,0,8,25,11,11
"39061010600","061","010600",1317,1258,33,4,0,2,20,0,11
"39061010700","061","010700",1573,1325,186,12,0,1,32,17,11
"39061010800","061","010800",812,310,433,32,0,1,18,18,10
"39061010900","061","010900",2432,1599,683,13,0,7,83,47,11
"39061011000","061","011000",2607,319,2224,20,0,1,31,12,11
"39061011100","061","011100",3452,1646,1707,23,2,4,56,14,11
"39061020401","061","020401",5024,4805,77,19,0,15,96,12,11
"39061020403","061","020403",5856,5734,25,24,2,7,57,7,11
"39061020404","061","020404",4880,4796,26,21,0,6,25,6,11
"39061020501","061","020501",2146,2091,39,4,0,1,10,1,11
"39061020502","061","020502",4763,4524,135,53,1,2,36,12,11
"39061020504","061","020504",3743,3056,479,74,1,20,81,32,11
"39061020505","061","020505",4725,3261,1186,82,21,7,131,37,11
"39061020601","061","020601",6141,5922,68,90,0,2,52,7,11
"39061020602","061","020602",7121,6783,111,107,2,5,75,38,11
"39061020701","061","020701",6881,6313,365,47,2,5,121,28,11
"39061020705","061","020705",3203,2485,552,22,0,8,111,25,11
"39061020707","061","020707",5197,5051,33,61,1,3,41,7,11
"39061020741","061","020741",3245,2082,881,47,6,28,133,68,11
"39061020742","061","020742",4259,2939,1059,51,0,14,149,47,11
"39061020761","061","020761",6714,5722,720,72,0,33,125,42,11
"39061020762","061","020762",3240,2452,585,39,0,4,121,39,11
"39061020802","061","020802",5017,4684,174,72,0,7,68,12,11
"39061020811","061","020811",6219,4779,1222,77,2,4,98,37,11
"39061020812","061","020812",4264,4029,128,39,0,1,46,21,11
"39061020901","061","020901",3423,3135,181,19,0,4,51,33,11
"39061020902","061","020902",5493,4810,460,33,1,14,135,40,11
"39061021001","061","021001",3057,2930,43,22,0,1,58,3,11
"39061021002","061","021002",3638,3510,41,41,4,3,33,6,11
"39061021003","061","021003",3028,2970,11,13,3,5,25,1,11
"39061021101","061","021101",5128,5004,28,33,0,8,34,21,11
"39061021102","061","021102",6344,6245,13,20,1,6,50,9,11
"39061021201","061","021201",2099,2059,2,21,0,0,13,4,11
"39061021202","061","021202",5353,5036,151,60,2,3,86,15,11
"39061021302","061","021302",5838,5736,13,26,4,5,44,10,11
"39061021303","061","021303",4821,4668,34,77,0,3,28,11,11
"39061021304","061","021304",5171,4946,108,43,0,3,60,11,11
"39061021401","061","021401",5412,5053,165,74,0,5,95,20,11
"39061021421","061","021421",4342,4198,31,48,2,2,53,8,11
"39061021422","061","021422",3008,2768,102,51,4,7,68,8,11
"39061021501","061","021501",4834,2639,1831,135,15,13,144,57,11
"39061021504","061","021504",5935,1840,3447,161,14,13,223,237,11
"39061021505","061","021505",3050,846,1969,61,0,9,90,75,11
"39061021506","061","021506",3193,534,2419,34,5,0,102,99,11
"39061021508","061","021508",5941,3784,1820,79,2,16,185,55,11
"39061021509","061","021509",6625,3659,2668,41,11,8,175,63,11
"39061021571","061","021571",3402,1380,1680,79,4,13,161,85,11
"39061021572","061","021572",5845,1392,3858,97,20,14,197,267,11
"39061021602","061","021602",3131,568,2472,7,7,7,58,12,11
"39061021603","061","021603",3924,2205,1528,48,0,8,103,32,11
"39061021604","061","021604",3638,1447,2037,21,1,4,109,19,11
"39061021701","061","021701",2922,2008,785,31,2,7,54,35,11
"39061021702","061","021702",4231,2159,1872,22,6,11,139,22,11
"39061021801","061","021801",6117,2950,2885,39,6,10,208,19,11
"39061021802","061","021802",3298,1664,1504,14,0,4,94,18,11
"39061021900","061","021900",1426,473,918,2,0,0,16,17,11
"39061022000","061","022000",3846,3391,260,31,4,3,131,26,11
"39061022101","061","022101",4209,3268,776,59,1,4,71,30,11
"39061022102","061","022102",6833,4410,2062,114,1,7,178,61,11
"39061022200","061","022200",4436,3234,1013,65,4,6,78,36,11
"39061022301","061","022301",6101,3462,1320,171,29,22,178,919,11
"39061022302","061","022302",5493,4751,288,234,21,4,108,87,10
"39061022400","061","022400",2155,1754,332,32,0,0,28,9,11
"39061022500","061","022500",3986,1183,2540,116,3,6,96,42,11
"39061022601","061","022601",5948,5283,388,133,2,2,110,30,11
"39061022602","061","022602",2711,1946,616,35,0,9,85,20,11
"39061022700","061","022700",3286,56,3139,1,5,11,65,9,11
"39061023001","061","023001",4372,2931,714,276,21,12,190,228,10
"39061023002","061","023002",5130,4586,250,128,1,6,119,40,10
"39061023100","061","023100",2767,2436,179,120,0,8,16,8,11
"39061023201","061","023201",2945,2592,255,16,1,2,69,10,10
"39061023210","061","023210",5352,4612,321,278,1,6,87,47,10
"39061023222","061","023222",2940,2463,359,28,2,8,68,12,10
"39061023300","061","023300",3925,3395,344,120,0,5,52,9,10
"39061023400","061","023400",3611,877,2623,9,0,5,82,15,10
"39061023501","061","023501",4102,3302,115,570,4,3,78,30,10
"39061023521","061","023521",2503,1777,462,128,7,2,87,40,10
"39061023522","061","023522",5997,5181,238,418,1,16,122,21,10
"39061023600","061","023600",4187,3897,174,29,5,13,51,18,10
"39061023701","061","023701",2991,2714,171,52,0,4,45,5,10
"39061023702","061","023702",2636,2457,86,25,2,2,37,27,10
"39061023800","061","023800",5138,2356,2542,51,1,15,136,37,10
"39061023901","061","023901",4568,3490,233,743,1,7,70,24,10
"39061023902","061","023902",4753,4388,99,178,2,1,69,16,10
"39061024001","061","024001",5363,4366,506,326,1,7,134,23,10
"39061024002","061","024002",2895,2584,106,163,3,3,30,6,10
"39061024100","061","024100",6747,6329,110,187,0,10,88,23,10
"39061024200","061","024200",2353,1731,514,60,0,3,39,6,10
"39061024301","061","024301",3851,2674,374,514,12,12,105,160,10
"39061024303","061","024303",7024,6453,175,161,3,13,163,56,10
"39061024321","061","024321",7510,6604,229,494,6,0,139,38,10
"39061024322","061","024322",7679,6834,193,514,0,4,105,29,10
"39061024400","061","024400",7524,6826,224,357,0,8,89,20,10
"39061024700","061","024700",1699,1611,41,14,0,5,27,1,10
"39061024800","061","024800",3453,3259,58,55,2,7,54,18,10
"39061024901","061","024901",1116,1060,11,5,0,0,12,28,13
"39061024902","061","024902",7858,7529,58,142,3,9,96,21,13
"39061025001","061","025001",6338,6084,73,78,3,8,68,24,13
"39061025002","061","025002",7333,7023,96,95,0,13,94,12,13
"39061025101","061","025101",4667,4349,47,167,0,6,81,17,13
"39061025102","061","025102",7469,7005,116,166,12,9,122,39,13
"39061025103","061","025103",6712,6291,76,170,3,11,145,16,13
"39061025104","061","025104",1843,1772,14,32,0,1,19,5,13
"39061025200","061","025200",4389,3693,428,49,7,27,94,91,10
"39061025300","061","025300",2685,2395,153,14,0,13,51,59,10
"39061025401","061","025401",1644,1454,113,14,1,7,35,20,10
"39061025402","061","025402",3012,2772,96,14,0,4,62,64,10
"39061025500","061","025500",4141,3326,499,22,2,12,152,128,10
"39061025600","061","025600",3334,2992,174,41,2,17,82,26,10
"39061025700","061","025700",2188,1730,326,16,10,7,78,21,11
"39061025800","061","025800",4368,3496,685,31,5,13,100,38,11
"39061026001","061","026001",4808,4738,6,35,0,3,23,3,11
"39061026002","061","026002",4740,4626,15,7,0,6,60,26,11
"39061026101","061","026101",7840,7640,27,40,1,19,69,44,11
"39061026102","061","026102",3146,3082,11,7,0,4,24,18,11
"39061026200","061","026200",1683,1569,10,0,0,13,37,54,11
"39061026300","061","026300",1217,749,314,1,1,33,65,54,11
"39061026400","061","026400",2519,259,2194,10,0,7,34,15,11
"39061026500","061","026500",2159,1137,886,82,0,4,39,11,10
"39061026600","061","026600",1518,1292,168,29,0,5,22,2,10
"39061026700","061","026700",1676,107,1537,4,0,1,26,1,10
"39061026800","061","026800",1481,1375,39,38,0,0,15,14,10
"39061026900","061","026900",2233,224,1957,0,3,12,28,9,11
"39061027000","061","027000",3518,128,3284,17,1,6,75,7,11
"39061027100","061","027100",4216,552,3557,34,2,8,44,19,11
"39061027200","061","027200",2368,885,1338,17,0,3,65,60,11
"39061027300","061","027300",2676,2551,76,8,0,0,31,10,10
"39061027400","061","027400",4194,2824,1140,9,3,6,144,68,11
"39063000100","063","000100",4208,3885,111,18,0,3,108,83,6
"39063000200","063","000200",5975,5740,34,135,0,4,33,29,6
"39063000300","063","000300",8025,7715,30,64,5,15,114,82,6
"39063000400","063","000400",7338,6838,97,120,0,25,157,101,6
"39063000500","063","000500",5106,4496,163,150,3,22,143,129,6
"39063000600","063","000600",6875,6116,215,222,0,27,147,148,6
"39063000700","063","000700",6144,5724,50,208,0,6,109,47,6
"39063000800","063","000800",3763,3461,71,42,0,14,97,78,6
"39063000900","063","000900",6305,5652,176,171,1,16,173,116,6
"39063001000","063","001000",6275,5889,110,58,0,12,86,120,6
"39063001100","063","001100",3963,3727,62,48,1,9,61,55,6
"39063001200","063","001200",5723,5616,24,8,2,4,54,15,6
"39063001300","063","001300",5082,4969,15,19,0,10,46,23,6
"39065000100","065","000100",3288,3239,11,1,0,2,30,5,9
"39065000200","065","000200",4750,4525,51,16,2,11,79,66,9
"39065000300","065","000300",3750,3668,17,8,1,9,42,5,9
"39065000400","065","000400",6651,6247,119,121,0,6,118,40,9
"39065000500","065","000500",4370,4278,14,7,0,9,54,8,9
"39065000600","065","000600",4060,3966,22,7,9,4,41,11,9
"39065000700","065","000700",5189,5067,25,22,0,11,52,12,9
"39067975600","067","975600",3825,3730,25,5,0,7,53,5,3
"39067975700","067","975700",3861,3811,4,3,0,2,35,6,3
"39067975800","067","975800",2346,2307,2,2,0,6,28,1,3
"39067975900","067","975900",2280,2248,11,1,1,0,18,1,3
"39067976000","067","976000",3552,3120,288,11,1,1,122,9,3
"39069000100","069","000100",4721,4619,12,15,0,18,40,17,6
"39069000200","069","000200",3830,3709,7,15,2,13,36,48,6
"39069000300","069","000300",5209,4941,38,20,0,15,76,119,6
"39069000400","069","000400",3331,3045,35,26,0,18,68,139,6
"39069000500","069","000500",3404,3284,4,7,0,4,34,71,6
"39069000600","069","000600",3569,3335,4,10,0,12,68,140,6
"39069000700","069","000700",4151,3924,17,12,0,9,48,141,6
"39071954400","071","954400",4177,4026,65,10,0,5,63,8,13
"39071954500","071","954500",3990,3882,33,3,0,3,61,8,13
"39071954600","071","954600",5645,5520,26,4,0,20,75,0,13
"39071954700","071","954700",6394,6271,21,3,1,16,68,14,13
"39071954800","071","954800",4301,3959,171,33,1,12,122,3,13
"39071954900","071","954900",3707,3317,236,26,0,16,100,12,13
"39071955000","071","955000",4212,4116,14,7,0,17,55,3,13
"39071955100","071","955100",6298,6153,28,10,1,19,79,8,13
"39071955200","071","955200",4865,4798,10,6,0,3,45,3,13
"39073964900","073","964900",4377,4297,11,8,0,11,48,2,14
"39073965000","073","965000",3879,3806,3,8,2,11,42,7,14
"39073965100","073","965100",4296,4213,14,2,0,22,41,4,14
"39073965200","073","965200",4373,4239,39,10,1,16,60,8,14
"39073965300","073","965300",3680,3603,15,2,0,12,40,8,14
"39073965400","073","965400",4489,4375,34,10,0,10,46,14,14
"39073965500","073","965500",4286,4106,101,7,0,14,52,6,14
"39075976301","075","976301",4617,4567,11,6,0,3,15,15,4
"39075976302","075","976302",5687,5663,7,3,0,5,8,1,3
"39075976400","075","976400",8618,8506,45,6,4,2,47,8,4
"39075976500","075","976500",5189,5090,17,12,3,4,38,25,4
"39075976600","075","976600",4463,4402,10,7,0,5,35,4,4
"39075976700","075","976700",4345,4209,25,12,2,7,49,41,4
"39075976801","075","976801",4816,4793,8,0,0,1,11,3,4
"39075976802","075","976802",4631,4596,3,3,10,2,15,2,4
"39077915400","077","915400",5163,5034,18,10,1,8,67,25,5
"39077915500","077","915500",6155,5787,88,23,0,21,131,105,5
"39077915600","077","915600",4779,4564,58,25,1,10,77,44,5
"39077915700","077","915700",4327,3923,65,17,0,13,82,227,5
"39077915800","077","915800",4735,4269,125,24,1,8,103,205,5
"39077915900","077","915900",4190,4100,5,5,0,5,64,11,5
"39077916000","077","916000",4015,3844,30,13,0,12,85,31,5
"39077916100","077","916100",3625,3537,19,12,0,3,36,18,5
"39077916200","077","916200",4763,4297,82,9,0,4,89,282,5
"39077916300","077","916300",3498,3200,33,18,2,10,63,172,5
"39077916400","077","916400",5114,5009,16,11,0,18,32,28,4
"39077916500","077","916500",4845,4725,21,5,1,12,53,28,5
"39077916600","077","916600",4417,4267,54,3,4,3,80,6,4
"39079957200","079","957200",5037,4907,10,8,0,22,82,8,14
"39079957300","079","957300",3576,3486,10,15,0,18,42,5,14
"39079957400","079","957400",5529,5324,79,23,3,26,67,7,14
"39079957500","079","957500",5785,5577,45,31,0,13,94,25,14
"39079957600","079","957600",2900,2807,11,11,0,19,47,5,14
"39079957700","079","957700",5451,5334,17,7,6,15,62,10,14
"39079957800","079","957800",4947,4832,21,14,3,7,59,11,14
"39081000200","081","000200",3035,2357,514,43,1,9,92,19,3
"39081000400","081","000400",3365,2227,887,11,0,8,189,43,3
"39081000600","081","000600",2326,2123,142,21,0,2,33,5,3
"39081000800","081","000800",855,432,363,2,0,2,51,5,3
"39081001000","081","001000",2352,2201,81,40,1,0,28,1,3
"39081001200","081","001200",5287,4858,291,37,0,2,92,7,3
"39081001300","081","001300",1504,1298,162,0,1,4,35,4,3
"39081001400","081","001400",3792,3393,258,24,1,1,96,19,3
"39081001700","081","001700",1953,1202,577,9,0,9,147,9,3
"39081011000","081","011000",1791,1770,8,0,2,2,3,6,3
"39081011100","081","011100",3088,3049,6,4,0,6,23,0,3
"39081011200","081","011200",2076,2003,27,5,1,3,34,3,3
"39081011300","081","011300",2635,2571,28,5,0,3,28,0,3
"39081011401","081","011401",4292,4220,28,7,0,12,22,3,3
"39081011402","081","011402",4046,3978,23,8,0,2,34,1,3
"39081011500","081","011500",5305,5212,32,18,0,6,35,2,3
"39081011700","081","011700",4426,4169,143,43,0,3,63,5,3
"39081011800","081","011800",3577,3379,126,2,0,10,56,4,3
"39081011900","081","011900",3581,3522,17,1,0,4,35,2,3
"39081012000","081","012000",3140,2955,126,1,1,3,48,6,3
"39081012100","081","012100",2836,2795,10,4,0,2,25,0,3
"39081012200","081","012200",2175,2134,19,2,0,0,19,1,3
"39081012300","081","012300",2272,2229,11,1,1,3,22,5,3
"39083006700","083","006700",5034,4953,18,4,3,8,41,7,4
"39083006801","083","006801",5408,5239,57,29,1,14,47,21,4
"39083006802","083","006802",4718,4638,7,24,1,6,29,13,4
"39083006900","083","006900",5919,5818,23,8,3,6,46,15,4
"39083007000","083","007000",2989,2892,24,4,1,14,23,31,4
"39083007100","083","007100",3763,3609,38,9,2,16,59,30,4
"39083007200","083","007200",5254,5013,68,23,1,14,111,24,4
"39083007300","083","007300",6799,6346,127,144,0,7,127,48,4
"39083007400","083","007400",5583,5441,23,8,0,9,69,33,15
"39083007500","083","007500",4415,4232,47,45,4,9,59,19,15
"39083007600","083","007600",4580,4454,26,30,0,10,44,16,15
"39083007700","083","007700",6459,6298,38,22,0,10,86,5,15
"39085200100","085","200100",1831,1581,187,18,0,2,30,13,7
"39085200200","085","200200",2697,2562,53,17,0,2,55,8,7
"39085200300","085","200300",3014,2932,17,28,0,3,29,5,7
"39085200400","085","200400",3593,3431,79,26,0,5,49,3,7
"39085200500","085","200500",3036,2963,22,20,0,9,21,1,7
"39085200600","085","200600",3369,3239,51,19,0,3,47,10,7
"39085200700","085","200700",3732,3511,130,22,0,6,60,3,7
"39085200800","085","200800",3700,3301,278,41,0,1,73,6,7
"39085200900","085","200900",1949,1779,112,24,1,1,26,6,7
"39085201000","085","201000",5056,3741,1065,157,1,2,79,11,7
"39085201100","085","201100",4429,3616,461,252,0,1,77,22,7
"39085201200","085","201200",3334,3084,140,70,0,2,34,4,7
"39085201300","085","201300",3714,3524,80,50,0,2,55,3,7
"39085201400","085","201400",4026,3893,39,17,1,7,61,8,7
"39085201500","085","201500",1985,1921,15,26,0,0,22,1,7
"39085201600","085","201600",3772,3473,123,115,1,2,49,9,7
"39085201700","085","201700",5437,4951,294,47,1,10,115,19,7
"39085201800","085","201800",3705,3600,19,43,0,0,33,10,7
"39085201900","085","201900",2815,2730,33,27,0,0,23,2,7
"39085202000","085","202000",5906,5678,53,65,0,12,81,17,7
"39085202100","085","202100",2373,2165,124,21,0,9,42,12,7
"39085202400","085","202400",3119,3063,17,5,0,4,26,4,7
"39085202500","085","202500",4324,4052,119,70,0,6,68,9,7
"39085202600","085","202600",3868,3757,21,17,0,2,44,27,7
"39085202700","085","202700",6329,6145,50,83,0,2,40,9,7
"39085202800","085","202800",6044,5799,52,105,1,2,70,15,7
"39085202900","085","202900",6839,6610,53,93,1,10,66,6,7
"39085203000","085","203000",6608,6409,44,90,1,5,45,14,7
"39085203200","085","203200",3441,3216,97,59,0,4,48,17,7
"39085203400","085","203400",4299,4131,44,29,0,9,68,18,8
"39085203500","085","203500",6709,6447,62,122,3,2,57,16,8
"39085203700","085","203700",3282,3173,23,32,1,4,43,6,8
"39085204000","085","204000",3109,2944,65,10,0,5,65,20,7
"39085204200","085","204200",4027,2308,740,5,2,15,198,759,7
"39085204301","085","204301",1613,1385,110,60,0,4,35,19,7
"39085204302","085","204302",6579,4838,886,56,3,9,310,477,8
"39085204400","085","204400",3162,2182,277,5,0,13,122,563,7
"39085204500","085","204500",4069,2547,533,21,1,12,207,748,7
"39085204700","085","204700",4700,4245,121,43,0,2,92,197,8
"39085204800","085","204800",5159,4901,84,45,5,7,87,30,7
"39085204900","085","204900",5983,5729,72,47,1,1,97,36,8
"39085205001","085","205001",5887,5704,39,64,1,3,51,25,8
"39085205002","085","205002",6146,5904,90,43,1,5,75,28,8
"39085205100","085","205100",6168,5938,30,130,0,3,44,23,8
"39085205200","085","205200",3253,3181,12,6,5,10,39,0,8
"39085205300","085","205300",2504,2435,17,10,0,7,28,7,8
"39085205400","085","205400",1663,1598,14,23,0,0,18,10,7
"39085205701","085","205701",4875,4708,16,36,0,10,56,49,7
"39085205702","085","205702",2900,2820,11,13,1,8,43,4,7
"39085205800","085","205800",1292,1269,0,6,0,0,8,9,8
"39085205900","085","205900",1130,1098,18,2,0,0,11,1,8
"39085206000","085","206000",5508,5338,47,15,2,13,52,41,7
"39085206100","085","206100",3184,3066,18,17,0,4,52,27,8
"39085206200","085","206200",1561,1468,38,6,0,0,22,27,7
"39085206300","085","206300",4832,4601,30,25,1,2,61,112,7
"39085206400","085","206400",4701,4618,7,32,0,1,31,12,7
"39085206500","085","206500",3022,2890,31,48,0,1,29,23,7
"39085206600","085","206600",4679,4521,43,33,0,9,57,16,7
"39085990000","085","990000",0,0,0,0,0,0,0,0,7
"39087050100","087","050100",2509,2423,51,4,0,3,27,1,14
"39087050200","087","050200",2444,2336,55,7,0,4,41,1,14
"39087050300","087","050300",2437,1968,355,10,0,8,92,4,14
"39087050400","087","050400",3159,3035,42,3,0,4,70,5,14
"39087050500","087","050500",6717,6655,5,8,1,5,37,6,14
"39087050600","087","050600",1429,1362,32,0,0,4,30,1,14
"39087050700","087","050700",3719,3642,19,0,0,9,37,12,14
"39087050800","087","050800",3697,3617,28,10,0,6,36,0,14
"39087050900","087","050900",2361,2311,13,2,0,8,24,3,14
"39087051001","087","051001",4603,4312,156,21,2,5,95,12,14
"39087051002","087","051002",4483,4360,59,2,0,5,52,5,14
"39087051100","087","051100",6912,6440,309,18,1,21,100,23,14
"39087051200","087","051200",5178,4999,45,18,0,21,78,17,14
"39087051300","087","051300",3910,3795,26,27,0,8,53,1,14
"39087051401","087","051401",5129,4937,66,65,1,4,52,4,14
"39087051402","087","051402",3763,3672,17,46,0,6,21,1,14
"39089750700","089","750700",3371,3166,85,6,0,15,86,13,15
"39089751000","089","751000",2448,2271,67,7,0,11,79,13,15
"39089751300","089","751300",3583,3286,170,2,0,7,107,11,15
"39089751600","089","751600",3518,3318,85,9,1,6,83,16,15
"39089751900","089","751900",4292,3970,142,20,1,21,128,10,15
"39089752200","089","752200",4761,4423,134,29,1,18,148,8,15
"39089752500","089","752500",3968,3476,268,19,1,14,172,18,15
"39089752800","089","752800",6816,6455,146,41,0,20,121,33,15
"39089753100","089","753100",5165,4789,160,44,0,11,128,33,15
"39089753300","089","753300",7284,6817,219,70,2,22,121,33,15
"39089753600","089","753600",2039,1949,27,14,3,8,24,14,15
"39089753900","089","753900",4665,4454,107,46,0,5,46,7,15
"39089754101","089","754101",7421,6958,184,68,3,12,178,18,15
"39089754102","089","754102",2291,2221,17,21,1,6,23,2,15
"39089754400","089","754400",5948,5778,32,25,0,22,72,19,15
"39089754700","089","754700",6552,6399,25,18,3,13,73,21,15
"39089755000","089","755000",6569,6398,30,20,4,16,75,26,15
"39089755300","089","755300",7078,6878,48,34,0,25,66,27,15
"39089755600","089","755600",5186,5044,17,19,2,16,62,26,15
"39089755900","089","755900",6882,6021,570,60,0,14,176,41,15
"39089756201","089","756201",2444,1905,417,25,3,5,60,29,15
"39089756202","089","756202",8021,5734,1725,210,0,24,249,79,15
"39089756500","089","756500",4466,4154,136,21,1,23,97,34,15
"39089756800","089","756800",7723,7246,216,46,3,23,159,30,15
"39089757100","089","757100",3852,3712,75,13,0,7,35,10,15
"39089757400","089","757400",6272,5831,228,52,1,16,107,37,15
"39089757700","089","757700",7446,6943,121,212,0,5,124,41,15
"39089758300","089","758300",2757,2659,23,7,0,8,55,5,15
"39089758600","089","758600",7086,6958,29,17,0,18,57,7,15
"39089758900","089","758900",5959,5819,34,15,0,15,66,10,15
"39089759000","089","759000",3371,3114,118,7,1,24,97,10,15
"39089759100","089","759100",7258,7044,46,40,5,12,94,17,15
"39091003800","091","003800",3862,3770,16,13,0,10,47,6,9
"39091003900","091","003900",4561,4456,16,11,0,21,48,9,9
"39091004000","091","004000",2536,2488,3,3,0,2,34,6,9
"39091004100","091","004100",2813,2743,12,4,1,13,35,5,9
"39091004200","091","004200",1898,1846,13,2,0,3,24,10,9
"39091004300","091","004300",5849,5695,35,11,6,12,77,13,9
"39091004400","091","004400",5117,4559,269,72,0,13,179,25,9
"39091004500","091","004500",4343,3871,206,33,0,13,195,25,9
"39091004600","091","004600",5086,4759,110,61,2,7,129,18,9
"39091004700","091","004700",5355,5223,20,18,4,14,53,23,9
"39091004800","091","004800",4438,4312,42,14,3,7,56,4,9
"39093010200","093","010200",4268,4130,47,28,2,3,51,7,5
"39093010300","093","010300",5261,5072,46,40,0,6,85,12,5
"39093010400","093","010400",2819,2618,58,59,2,6,57,19,5
"39093013100","093","013100",9693,9233,67,283,3,11,70,26,5
"39093013200","093","013200",11500,10356,413,365,2,19,232,113,5
"39093021100","093","021100",3336,3183,53,18,1,6,52,23,5
"39093021200","093","021200",5801,5449,100,28,0,18,145,61,5
"39093022100","093","022100",1930,1724,90,5,0,11,51,49,5
"39093022200","093","022200",2565,2105,222,14,0,17,117,90,5
"39093022400","093","022400",4150,2810,777,13,0,21,281,248,5
"39093022500","093","022500",1609,1338,136,2,0,1,65,67,5
"39093022601","093","022601",2798,1955,527,9,1,5,129,172,5
"39093022800","093","022800",4736,2035,1844,15,1,26,339,476,5
"39093023000","093","023000",5359,3858,855,20,0,18,332,276,5
"39093023100","093","023100",3462,1806,773,0,2,43,237,601,5
"39093023200","093","023200",3071,1439,933,5,0,19,242,433,5
"39093023300","093","023300",2517,1284,713,5,0,11,168,336,5
"39093023400","093","023400",2084,1703,228,4,1,8,47,93,5
"39093023500","093","023500",2191,1679,240,4,0,12,101,155,5
"39093023600","093","023600",2845,1921,332,7,0,25,154,406,5
"39093023700","093","023700",5204,3842,521,20,1,42,225,553,5
"39093023800","093","023800",1720,1297,139,6,0,5,95,178,5
"39093023900","093","023900",1581,1067,335,6,0,15,62,96,5
"39093024000","093","024000",1764,1184,248,6,0,8,109,209,5
"39093024100","093","024100",2911,2267,285,8,1,17,96,237,5
"39093024200","093","024200",4391,3211,645,28,1,6,234,266,5
"39093028100","093","028100",3982,3557,161,108,0,11,88,57,5
"39093030100","093","030100",6545,6316,27,22,0,11,136,33,5
"39093050100","093","050100",3069,2943,24,22,0,9,39,32,5
"39093050200","093","050200",3447,3279,26,27,1,5,72,37,5
"39093050300","093","050300",7979,7634,55,59,4,23,127,77,5
"39093050400","093","050400",2419,2337,16,7,0,5,35,19,5
"39093057100","093","057100",3766,3551,92,7,0,14,81,21,5
"39093060100","093","060100",4023,2778,816,81,0,12,284,52,4
"39093060200","093","060200",5151,3972,527,264,2,10,294,82,4
"39093070101","093","070101",3596,3318,153,41,1,3,66,14,5
"39093070102","093","070102",5404,4546,523,67,0,15,190,63,5
"39093070200","093","070200",1929,1718,129,18,0,2,31,31,5
"39093070300","093","070300",3284,2778,332,39,0,14,78,43,5
"39093070400","093","070400",4776,3067,1340,33,0,9,244,83,5
"39093070500","093","070500",3223,2309,626,25,0,17,202,44,5
"39093070600","093","070600",4495,4070,229,45,0,8,104,39,5
"39093070700","093","070700",2370,2101,117,19,0,5,124,4,4
"39093070800","093","070800",1124,782,269,8,0,8,48,9,4
"39093070901","093","070901",2216,1052,855,3,0,14,207,85,4
"39093070902","093","070902",3422,2584,651,12,0,15,123,37,4
"39093071000","093","071000",2185,1597,436,2,0,11,120,19,4
