"Geography","fips_county","fips_tract","Population","White","Black","Asian","NHPI","AIAN","Two or More Races","Other","district"
"39035112600","035","112600",1048,5,1029,0,0,2,10,2,7
"39035112800","035","112800",1015,43,946,9,0,2,10,5,7
"39035113101","035","113101",956,53,892,0,0,2,6,3,7
"39035113500","035","113500",1221,2,1185,0,0,6,23,5,7
"39035113600","035","113600",1107,6,1089,0,0,0,12,0,7
"39035113801","035","113801",2009,73,1889,3,0,1,31,12,7
"39035114100","035","114100",1121,5,1101,0,0,1,14,0,7
"39035114300","035","114300",1927,10,1889,4,0,1,22,1,7
"39035114501","035","114501",1369,60,1281,1,0,0,27,0,2
"39035114600","035","114600",1284,350,893,2,0,1,26,12,7
"39035114700","035","114700",240,0,239,0,0,0,1,0,7
"39035114900","035","114900",2199,695,1377,4,0,8,54,61,2
"39035115100","035","115100",1331,562,678,8,0,1,63,19,2
"39035115200","035","115200",950,422,486,2,0,12,21,7,2
"39035115300","035","115300",937,251,633,0,0,5,17,31,2
"39035115400","035","115400",2275,959,1159,0,0,3,104,50,2
"39035115700","035","115700",1416,657,673,0,0,5,30,51,2
"39035115800","035","115800",3226,1376,1654,5,0,7,116,68,2
"39035115900","035","115900",3671,1491,2041,15,0,4,74,46,2
"39035116100","035","116100",954,4,939,0,0,0,10,1,7
"39035116200","035","116200",1146,9,1107,2,0,1,19,8,7
"39035116300","035","116300",1695,19,1641,1,0,2,29,3,7
"39035116400","035","116400",2990,15,2926,4,0,3,39,3,7
"39035116500","035","116500",2593,18,2524,1,0,3,44,3,7
"39035116600","035","116600",2629,20,2557,1,1,10,38,2,7
"39035116700","035","116700",1708,17,1670,0,0,1,16,4,7
"39035116800","035","116800",2808,19,2729,2,0,16,36,6,7
"39035116900","035","116900",1593,13,1558,0,0,1,20,1,7
"39035117101","035","117101",2416,462,1899,6,0,5,36,8,7
"39035117102","035","117102",1213,23,1180,0,0,2,6,2,7
"39035117201","035","117201",3352,643,2626,8,0,9,58,8,7
"39035117202","035","117202",1837,255,1537,2,0,8,30,5,7
"39035117300","035","117300",2580,147,2358,0,1,5,59,10,7
"39035117400","035","117400",1546,271,1224,1,0,0,31,19,7
"39035117500","035","117500",2761,319,2378,6,1,1,41,15,7
"39035117600","035","117600",3044,949,1992,8,1,5,73,16,7
"39035117700","035","117700",4899,2585,2153,12,0,15,107,27,7
"39035117800","035","117800",2069,408,1602,2,3,7,41,6,7
"39035117900","035","117900",2541,84,2405,1,1,11,36,3,7
"39035118101","035","118101",2086,33,2013,7,0,6,25,2,7
"39035118200","035","118200",2101,15,2044,1,4,5,29,3,7
"39035118301","035","118301",2486,69,2335,14,0,0,56,12,7
"39035118400","035","118400",1772,8,1745,0,0,4,15,0,7
"39035118500","035","118500",994,3,980,1,0,2,8,0,7
"39035118602","035","118602",2024,29,1951,3,0,9,26,6,7
"39035118700","035","118700",3679,2135,772,631,1,3,117,20,7
"39035118800","035","118800",3081,1896,346,760,5,5,57,12,7
"39035118900","035","118900",1385,105,1198,51,0,3,15,13,7
"39035119100","035","119100",127,29,70,26,0,0,2,0,7
"39035119202","035","119202",1019,323,667,8,0,0,9,12,7
"39035119300","035","119300",3572,44,3483,1,0,4,32,8,7
"39035119401","035","119401",2133,373,1512,184,0,5,42,17,7
"39035119402","035","119402",1776,45,1691,0,1,3,32,4,7
"39035119501","035","119501",2536,850,1419,190,0,5,53,19,7
"39035119502","035","119502",1772,300,1394,33,1,5,25,14,7
"39035119600","035","119600",2721,77,2590,0,0,7,43,4,2
"39035119701","035","119701",2026,55,1918,13,0,1,26,13,2
"39035119702","035","119702",2227,19,2184,0,0,2,19,3,2
"39035119800","035","119800",3407,14,3344,0,0,5,42,2,2
"39035119900","035","119900",2267,24,2202,3,0,4,25,9,2
"39035120200","035","120200",2296,33,2243,1,0,1,17,1,2
"39035120400","035","120400",2444,24,2378,4,0,4,29,5,2
"39035120500","035","120500",2382,14,2307,6,0,3,43,9,2
"39035120600","035","120600",2892,14,2839,0,0,1,34,4,2
"39035120701","035","120701",1649,14,1605,0,0,3,20,7,2
"39035120702","035","120702",2031,12,1979,1,0,4,31,4,2
"39035120801","035","120801",2292,21,2224,1,0,5,38,3,2
"39035120802","035","120802",2200,14,2164,0,0,2,19,1,2
"39035121100","035","121100",2285,12,2237,3,0,5,28,0,2
"39035121200","035","121200",1764,11,1737,1,0,1,14,0,2
"39035121300","035","121300",2276,40,2196,1,0,3,32,4,2
"39035121401","035","121401",1742,19,1685,2,0,8,25,3,2
"39035121403","035","121403",2833,46,2741,2,0,6,37,1,2
"39035121500","035","121500",2957,13,2888,1,0,6,35,14,2
"39035121700","035","121700",3767,14,3681,5,0,3,48,16,2
"39035121800","035","121800",1696,10,1654,0,0,5,25,2,2
"39035121900","035","121900",1408,16,1372,2,0,3,14,1,2
"39035122100","035","122100",3208,26,3116,5,1,10,41,9,2
"39035122200","035","122200",1832,12,1783,0,0,4,23,10,2
"39035122300","035","122300",1909,10,1838,1,0,18,32,10,2
"39035123100","035","123100",2473,2262,72,71,0,7,40,21,7
"39035123200","035","123200",2987,2689,136,68,0,2,56,36,7
"39035123400","035","123400",3665,3385,119,62,0,2,52,45,1
"39035123501","035","123501",3482,2650,440,33,1,13,114,231,1
"39035123502","035","123502",2443,1592,404,224,1,5,103,114,1
"39035123601","035","123601",2902,2578,157,28,2,7,59,71,1
"39035123602","035","123602",3002,2453,333,57,2,11,88,58,1
"39035123603","035","123603",3212,2856,205,34,0,15,63,39,1
"39035123700","035","123700",2452,2029,194,106,1,4,58,60,1
"39035123800","035","123800",2490,841,1222,36,0,16,123,252,1
"39035123900","035","123900",3036,2266,413,33,1,7,105,211,1
"39035124100","035","124100",4934,3188,924,93,1,22,226,480,1
"39035124201","035","124201",2598,1973,280,83,1,12,77,172,1
"39035124202","035","124202",1679,1242,260,41,1,3,54,78,1
"39035124300","035","124300",4038,2410,1030,109,1,41,180,267,1
"39035124500","035","124500",3456,2545,421,140,2,12,140,196,1
"39035124600","035","124600",3970,2853,638,77,1,16,200,185,1
"39035126100","035","126100",2992,221,2707,6,1,5,45,7,7
"39035127501","035","127501",3164,129,2978,1,1,9,43,3,2
"39035130103","035","130103",4526,4385,30,51,1,1,48,10,5
"39035130104","035","130104",4184,4085,16,31,3,0,43,6,7
"39035130105","035","130105",3507,3387,15,36,0,10,39,20,7
"39035130106","035","130106",3434,3320,24,27,0,5,41,17,7
"39035131102","035","131102",3323,2044,1002,225,0,2,38,12,7
"39035131103","035","131103",4328,3690,309,252,1,1,62,13,7
"39035131104","035","131104",4302,3503,324,409,1,2,39,24,7
"39035132100","035","132100",4876,2453,2249,43,0,5,99,27,2
"39035132200","035","132200",2980,1828,1023,20,0,7,80,22,2
"39035132301","035","132301",3287,1635,1517,35,0,3,81,16,2
"39035132302","035","132302",1931,1135,690,17,0,9,62,18,2
"39035133103","035","133103",3288,584,2585,34,0,2,59,24,2
"39035133104","035","133104",2676,683,1833,34,0,3,47,76,2
"39035134100","035","134100",1580,1144,325,36,1,5,52,17,1
"39035134203","035","134203",3062,2627,199,106,0,2,104,24,1
"39035134204","035","134204",4381,3951,252,36,1,13,86,42,1
"39035134205","035","134205",2704,2526,99,22,1,4,50,2,1
"39035134206","035","134206",2962,2790,77,33,0,5,50,7,1
"39035134300","035","134300",4404,3915,308,55,0,7,92,27,1
"39035135103","035","135103",2220,2131,14,37,0,3,24,11,2
"39035135104","035","135104",4102,3907,18,124,1,2,42,8,2
"39035135105","035","135105",5915,5353,196,282,1,2,67,14,2
"39035135106","035","135106",1419,1354,10,28,0,1,21,5,2
"39035136101","035","136101",6130,5698,63,271,1,10,66,21,2
"39035136102","035","136102",7407,6485,302,433,3,12,126,46,2
"39035136103","035","136103",5863,5469,35,296,0,6,54,3,2
"39035137101","035","137101",2485,1902,269,109,0,4,65,136,2
"39035137102","035","137102",4455,3837,198,104,0,9,124,183,2
"39035137103","035","137103",4229,3676,110,228,0,5,77,133,2
"39035138105","035","138105",1332,1025,174,29,0,2,51,51,1
"39035138106","035","138106",3363,3091,121,16,1,7,97,30,1
"39035138107","035","138107",2071,1947,65,14,0,2,29,14,1
"39035138108","035","138108",3994,3781,63,68,1,6,52,23,1
"39035138109","035","138109",4216,3915,133,63,0,7,74,24,1
"39035138110","035","138110",4236,3952,68,111,0,7,70,28,1
"39035140100","035","140100",1538,210,1268,8,0,7,42,3,7
"39035140301","035","140301",2279,99,2121,12,0,3,39,5,7
"39035140302","035","140302",2357,771,1480,35,1,2,57,11,7
"39035140400","035","140400",3017,1161,1676,55,0,8,91,26,7
"39035140500","035","140500",3309,1147,1929,106,0,1,103,23,7
"39035140600","035","140600",1247,420,736,37,0,1,51,2,7
"39035140701","035","140701",2630,791,1687,28,0,9,91,24,7
"39035140702","035","140702",1796,506,1127,25,2,3,110,23,7
"39035140800","035","140800",3586,2209,1094,197,0,6,59,21,7
"39035140900","035","140900",1916,602,1243,16,0,0,46,9,7
"39035141000","035","141000",1295,281,956,25,0,1,30,2,7
"39035141100","035","141100",4406,3220,419,594,1,10,113,49,7
"39035141200","035","141200",3159,2374,418,269,0,2,79,17,7
"39035141300","035","141300",2661,2147,195,222,0,7,71,19,7
"39035141400","035","141400",2730,2214,354,61,0,3,87,11,7
"39035141500","035","141500",1700,1275,328,39,0,2,50,6,7
"39035141601","035","141601",1718,1331,282,55,0,1,41,8,7
"39035141602","035","141602",1574,529,927,46,2,4,58,8,7
"39035141700","035","141700",1522,1136,317,22,0,0,41,6,7
"39035150100","035","150100",2522,27,2451,0,0,1,39,4,7
"39035150300","035","150300",1646,18,1603,1,0,4,19,1,7
"39035150400","035","150400",1639,15,1594,0,0,1,25,4,7
"39035151100","035","151100",1154,23,1089,7,0,4,31,0,7
"39035151200","035","151200",1609,52,1519,3,0,1,30,4,7
"39035151300","035","151300",2138,512,1580,5,0,11,27,3,7
"39035151400","035","151400",1270,48,1187,2,0,4,29,0,7
"39035151500","035","151500",1287,47,1219,0,0,5,13,3,7
"39035151600","035","151600",1401,25,1315,15,0,5,29,12,7
"39035151700","035","151700",1388,34,1328,7,0,3,14,2,7
"39035151800","035","151800",1789,16,1753,0,0,1,15,4,7
"39035152101","035","152101",2452,2079,313,19,0,3,34,4,7
"39035152102","035","152102",4791,2463,2139,21,0,5,151,12,7
"39035152201","035","152201",3334,1039,2149,41,1,15,74,15,7
"39035152202","035","152202",4326,2021,2119,37,0,5,117,27,7
"39035152301","035","152301",2718,1103,1530,16,2,6,51,10,7
"39035152302","035","152302",4238,2741,1359,30,0,8,87,13,7
"39035152303","035","152303",3746,2153,1442,51,0,4,81,15,7
"39035152400","035","152400",1969,998,905,17,0,3,43,3,7
"39035152501","035","152501",3613,1905,1594,37,0,10,49,18,7
"39035152502","035","152502",2570,1125,1347,13,0,5,71,9,7
"39035152603","035","152603",1065,255,742,11,0,5,48,4,7
"39035152604","035","152604",4392,1837,2409,27,1,7,100,11,7
"39035152701","035","152701",2257,207,2002,5,0,6,35,2,7
"39035152702","035","152702",2480,481,1913,9,0,5,63,9,7
"39035152703","035","152703",1691,792,829,15,0,1,40,14,7
"39035153103","035","153103",2533,2418,19,51,0,0,36,9,1
"39035153104","035","153104",3133,3008,27,25,0,4,40,29,1
"39035153105","035","153105",3841,3508,148,82,1,4,54,44,7
"39035153106","035","153106",3705,3555,29,56,0,4,36,25,1
"39035153107","035","153107",3614,3400,80,58,0,7,41,28,1
"39035154100","035","154100",2179,1374,721,10,0,7,57,10,2
"39035154200","035","154200",1521,867,611,8,0,2,30,3,2
"39035154300","035","154300",1085,27,1038,0,3,2,12,3,2
"39035154400","035","154400",2861,1753,958,38,0,9,83,20,2
"39035154501","035","154501",3656,2755,742,58,0,2,74,25,2
"39035154502","035","154502",3120,1888,1038,78,0,9,70,37,2
"39035154601","035","154601",4688,3222,1209,117,1,6,105,28,2
"39035154603","035","154603",3103,2369,651,26,1,2,49,5,2
"39035154604","035","154604",4049,3031,890,52,2,3,66,5,2
"39035154700","035","154700",2587,76,2430,1,0,3,54,23,2
"39035155101","035","155101",5261,4727,93,376,0,5,48,12,7
"39035155102","035","155102",3084,2863,62,107,0,5,30,17,7
"39035156101","035","156101",1402,1359,8,19,0,0,8,8,2
"39035156102","035","156102",5731,5533,22,117,0,4,48,7,2
"39035160100","035","160100",1966,1889,39,16,0,4,14,4,7
"39035160200","035","160200",2317,2065,100,44,0,5,78,25,7
"39035160300","035","160300",2023,1850,51,48,1,12,43,18,7
"39035160400","035","160400",3397,3064,121,54,2,9,111,36,7
"39035160500","035","160500",3762,3406,158,82,3,10,62,41,7
"39035160601","035","160601",4966,4127,442,193,0,11,109,84,7
"39035160602","035","160602",2942,2222,428,96,0,14,111,71,7
"39035160700","035","160700",1626,1421,110,28,0,6,33,28,7
"39035160800","035","160800",979,923,16,11,0,2,21,6,7
"39035160900","035","160900",3662,3354,182,37,0,7,61,21,7
"39035161000","035","161000",1816,1684,58,10,0,1,49,14,7
"39035161100","035","161100",3763,3502,95,19,0,9,104,34,7
"39035161200","035","161200",3004,2641,150,68,1,10,100,34,7
"39035161300","035","161300",2976,2680,131,36,0,11,83,35,7
"39035161400","035","161400",3505,3053,234,64,0,5,107,42,7
"39035161500","035","161500",3982,3529,241,50,0,8,110,44,7
"39035161600","035","161600",2131,1773,206,24,1,2,72,53,7
"39035161700","035","161700",2166,1522,425,82,1,14,78,44,7
"39035161800","035","161800",1148,893,153,26,0,9,46,21,7
"39035170101","035","170101",2884,2473,281,70,0,1,49,10,7
"39035170102","035","170102",4958,4520,306,59,0,1,57,15,7
"39035170201","035","170201",2261,2072,107,28,1,3,34,16,7
"39035170202","035","170202",3898,3581,207,66,0,0,28,16,7
"39035171102","035","171102",5055,860,4041,15,0,7,113,19,2
"39035171103","035","171103",3819,751,2959,20,0,7,65,17,2
"39035171104","035","171104",4578,707,3715,28,0,12,101,15,2
"39035171203","035","171203",2625,1218,1324,8,0,5,51,19,2
"39035171204","035","171204",2053,643,1314,12,0,3,65,16,2
"39035171205","035","171205",2530,992,1394,78,0,3,53,10,2
"39035171206","035","171206",2478,1306,1041,75,0,2,32,22,2
"39035172101","035","172101",2625,2339,150,66,1,0,57,12,7
"39035172102","035","172102",3782,3325,227,155,0,12,45,18,7
"39035172103","035","172103",4914,3175,851,768,0,3,85,32,7
"39035172201","035","172201",3719,3351,140,156,1,1,57,13,7
"39035172202","035","172202",4115,3207,611,195,0,3,84,15,7
"39035173103","035","173103",2780,2612,38,95,0,5,24,6,1
"39035173104","035","173104",4681,4429,79,105,2,7,22,37,1
"39035173105","035","173105",2436,2318,7,71,1,1,35,3,1
"39035173106","035","173106",3540,2737,94,607,0,5,55,42,1
"39035173107","035","173107",2509,2432,35,9,1,9,15,8,1
"39035174103","035","174103",3036,2883,34,59,8,1,42,9,1
"39035174104","035","174104",2511,2381,39,36,0,1,31,23,1
"39035174105","035","174105",3025,2881,17,75,0,0,45,7,1
"39035174106","035","174106",3205,2974,53,105,0,3,36,34,1
"39035174107","035","174107",3809,3628,22,84,0,3,54,18,1
"39035174203","035","174203",2994,2837,41,73,0,1,25,17,1
"39035174204","035","174204",3767,3549,34,85,0,1,63,35,1
"39035174205","035","174205",4542,3911,227,206,0,16,110,72,1
"39035174206","035","174206",2407,2088,97,109,0,7,48,58,1
"39035174207","035","174207",3422,3175,78,47,2,1,87,32,1
"39035175103","035","175103",6705,6253,98,213,2,1,108,30,1
"39035175104","035","175104",6034,5662,106,179,0,8,62,17,2
"39035175105","035","175105",4757,4565,26,112,0,2,45,7,2
"39035175106","035","175106",3173,3019,16,106,4,6,21,1,2
"39035175201","035","175201",6562,6245,71,157,0,1,61,27,1
"39035175202","035","175202",3213,3066,31,70,0,1,39,6,2
"39035176100","035","176100",2216,2175,6,12,0,2,16,5,1
"39035176200","035","176200",5759,5404,153,75,0,5,92,30,1
"39035177101","035","177101",4203,3375,464,148,0,10,152,54,2
"39035177103","035","177103",4092,3640,229,57,2,5,76,83,2
"39035177104","035","177104",3680,3481,45,31,0,9,59,55,2
"39035177201","035","177201",3908,3654,68,62,1,10,74,39,2
"39035177202","035","177202",3362,3155,62,46,0,16,50,33,2
"39035177302","035","177302",2582,2444,18,74,0,3,26,17,2
"39035177303","035","177303",4988,4681,58,76,0,11,89,73,2
"39035177304","035","177304",3601,2999,234,201,0,11,73,83,2
"39035177403","035","177403",3132,2990,23,36,0,0,46,37,1
"39035177404","035","177404",2875,2743,23,37,3,3,43,23,1
"39035177405","035","177405",4563,4323,60,39,2,7,98,34,1
"39035177406","035","177406",4056,3864,48,28,0,14,44,58,2
"39035177501","035","177501",4226,4019,45,52,0,3,65,42,2
"39035177503","035","177503",3617,3339,103,83,0,2,49,41,2
"39035177504","035","177504",4045,3934,18,42,0,4,37,10,2
"39035177505","035","177505",4649,4483,25,60,1,1,57,22,2
"39035177604","035","177604",2095,1990,18,28,0,4,34,21,1
"39035177605","035","177605",2716,2638,13,22,0,6,26,11,1
"39035177606","035","177606",3804,3594,53,97,0,7,42,11,1
"39035177607","035","177607",3747,3510,58,90,3,15,44,27,1
"39035177608","035","177608",5552,5050,195,156,1,9,85,56,2
"39035177609","035","177609",2108,2015,27,46,0,1,15,4,2
"39035178101","035","178101",2977,2783,59,48,0,7,47,33,1
"39035178102","035","178102",4323,3710,213,235,4,4,99,58,1
"39035178201","035","178201",3545,3365,50,51,1,2,51,25,1
"39035178204","035","178204",4644,4022,204,223,1,9,112,73,1
"39035178205","035","178205",2272,2136,32,42,1,3,44,14,1
"39035178206","035","178206",2957,2864,13,32,2,10,22,14,1
"39035179101","035","179101",3105,2602,272,178,0,1,46,6,7
"39035179102","035","179102",2874,2556,114,148,0,9,47,0,7
"39035180102","035","180102",3925,2231,1383,234,2,2,58,15,7
"39035180103","035","180103",3611,2010,1384,125,0,1,78,13,7
"39035180104","035","180104",3010,871,1964,98,0,4,52,21,7
"39035181100","035","181100",6814,6586,42,85,2,4,79,16,7
"39035181201","035","181201",5370,5084,61,118,0,5,78,24,7
"39035181203","035","181203",3089,2965,38,32,0,5,45,4,7
"39035181204","035","181204",4940,4660,63,124,3,5,56,29,7
"39035182103","035","182103",2533,2381,27,92,0,1,25,7,2
"39035182104","035","182104",2626,2522,17,49,0,0,31,7,2
"39035182105","035","182105",3418,3285,34,77,0,4,10,8,2
"39035182106","035","182106",3227,3101,18,76,0,3,22,7,2
"39035183100","035","183100",3008,1769,652,462,0,2,93,30,7
"39035183200","035","183200",2478,2129,189,100,3,4,36,17,7
"39035183300","035","183300",4464,3714,446,192,0,4,85,23,7
"39035183401","035","183401",2162,1494,476,119,0,2,60,11,7
"39035183402","035","183402",1486,218,1180,26,0,3,50,9,7
"39035183501","035","183501",2714,1557,940,100,1,3,89,24,7
"39035183502","035","183502",3660,2523,912,139,0,4,75,7,7
"39035183603","035","183603",1606,29,1539,3,0,4,29,2,2
"39035183604","035","183604",2487,462,1907,25,0,5,69,19,2
"39035183605","035","183605",2780,1144,1421,105,0,3,98,9,2
"39035183606","035","183606",1603,596,883,35,0,8,71,10,2
"39035184103","035","184103",4065,3513,252,261,0,0,36,3,2
"39035184104","035","184104",1828,1457,240,104,1,1,17,8,2
"39035184105","035","184105",4711,3182,735,686,0,4,76,28,2
"39035184106","035","184106",2290,1787,291,159,0,4,36,13,2
"39035184108","035","184108",7433,5655,703,924,2,4,125,20,2
"39035185101","035","185101",2829,546,2142,51,1,4,74,11,7
"39035185102","035","185102",2696,1432,1041,115,0,1,92,15,7
"39035185103","035","185103",2317,1471,735,13,0,2,68,28,7
"39035185104","035","185104",3901,2694,1002,91,1,8,90,15,7
"39035185201","035","185201",1511,481,978,13,0,0,35,4,7
"39035185202","035","185202",5159,2444,2462,87,0,0,128,38,7
"39035185203","035","185203",3882,2995,713,66,2,1,68,37,7
"39035186103","035","186103",4365,4056,68,158,11,5,52,15,1
"39035186104","035","186104",2698,2523,55,85,0,2,22,11,1
"39035186105","035","186105",3529,3370,47,41,0,6,50,15,1
"39035186106","035","186106",4461,3911,217,174,1,9,88,61,1
"39035186107","035","186107",6148,5850,37,174,0,1,65,21,1
"39035186201","035","186201",5703,5188,116,262,0,2,106,29,1
"39035186202","035","186202",4635,4208,82,252,1,2,82,8,1
"39035186203","035","186203",3840,3600,52,125,0,0,52,11,1
"39035186205","035","186205",5138,4756,81,216,0,13,60,12,1
"39035186206","035","186206",4233,3723,90,346,1,2,64,7,1
"39035187103","035","187103",2844,1153,1538,60,2,4,72,15,7
"39035187104","035","187104",3321,2418,714,106,2,6,49,26,7
"39035187105","035","187105",2176,1717,362,42,0,0,34,21,7
"39035187106","035","187106",5198,4438,519,118,0,4,60,59,7
"39035188103","035","188103",3270,64,3116,3,0,6,66,15,2
"39035188104","035","188104",1897,65,1782,6,0,5,33,6,2
"39035188105","035","188105",3237,92,3060,8,0,3,68,6,2
"39035188106","035","188106",2466,63,2336,6,0,5,43,13,2
"39035188107","035","188107",2561,103,2360,11,0,5,66,16,2
"39035189105","035","189105",4069,3760,48,157,5,1,64,34,7
"39035189107","035","189107",5059,4769,50,143,6,6,69,16,7
"39035189108","035","189108",5114,4711,43,271,4,0,63,22,5
"39035189109","035","189109",3437,3139,85,126,2,4,63,18,5
"39035189110","035","189110",4321,3870,154,190,0,3,69,35,5
"39035189111","035","189111",6812,6064,103,463,0,4,129,49,5
"39035189112","035","189112",3917,3534,35,249,1,5,72,21,1
"39035190502","035","190502",2362,2321,10,7,0,3,19,2,1
"39035190503","035","190503",1761,1719,9,11,0,0,18,4,1
"39035190504","035","190504",10439,9679,224,283,4,10,147,92,4
"39035192300","035","192300",1543,1460,18,26,0,9,24,6,2
"39035192800","035","192800",1197,964,186,30,0,3,11,3,7
"39035192900","035","192900",2034,1970,4,18,3,1,29,9,2
"39035193800","035","193800",1027,105,886,13,0,9,12,2,2
"39035193900","035","193900",1241,372,844,3,1,1,17,3,2
"39035194100","035","194100",2281,2068,185,7,0,4,16,1,2
"39035194300","035","194300",3460,3117,96,206,0,1,36,4,7
"39035194500","035","194500",2270,2110,30,91,0,3,27,9,7
"39035194800","035","194800",884,261,547,33,0,0,34,9,2
"39035194900","035","194900",3323,2562,480,190,2,2,64,23,2
"39035195600","035","195600",4787,742,3845,56,0,6,118,20,2
"39035195700","035","195700",4590,1655,2637,123,2,9,153,11,2
"39035195800","035","195800",3885,3331,261,234,0,1,40,18,8
"39035195900","035","195900",4233,4146,18,35,4,2,25,3,8
"39035196000","035","196000",1681,561,1030,48,0,4,36,2,7
"39035196100","035","196100",2805,2336,327,15,1,4,71,51,2
"39035196200","035","196200",3278,218,2959,10,0,14,74,3,7
"39035196300","035","196300",3909,3545,127,159,2,2,63,11,7
"39035196400","035","196400",2726,634,1781,17,3,5,87,199,2
"39035196500","035","196500",1671,22,1615,1,2,3,22,6,7
"39035980100","035","980100",1,0,1,0,0,0,0,0,7
"39035980500","035","980500",0,0,0,0,0,0,0,0,1
"39035981100","035","981100",0,0,0,0,0,0,0,0,1
"39035990000","035","990000",0,0,0,0,0,0,0,0,7
"39037500100","037","500100",4102,4050,4,3,0,6,22,17,12
"39037510100","037","510100",4201,4013,27,13,0,11,53,84,12
"39037520100","037","520100",3417,3381,4,3,0,3,21,5,12
"39037530100","037","530100",4489,4442,9,2,0,2,32,2,12
"39037540100","037","540100",3441,3392,7,3,0,7,27,5,12
"39037550100","037","550100",3391,3338,3,5,0,2,30,13,12
"39037555000","037","555000",6486,6247,40,78,2,17,85,17,12
"39037555101","037","555101",3621,3513,44,9,0,5,36,14,12
"39037555102","037","555102",3903,3789,36,10,1,10,39,18,12
"39037560100","037","560100",7191,7024,51,14,1,8,74,19,12
"39037570101","037","570101",2922,2869,6,13,0,0,31,3,12
"39037570102","037","570102",5795,5725,7,9,0,10,40,4,12
"39039958100","039","958100",4572,4412,21,20,0,10,60,49,6
"39039958200","039","958200",4568,4442,18,2,0,12,36,58,6
"39039958300","039","958300",4381,4169,15,19,1,11,86,80,6
"39039958400","039","958400",4136,4015,11,6,0,12,47,45,6
"39039958500","039","958500",4369,3857,179,24,0,10,124,175,6
"39039958600","039","958600",3699,3244,145,10,0,12,113,175,6
"39039958700","039","958700",4538,4113,107,16,1,14,110,177,6
"39039958800","039","958800",3665,3132,143,11,3,14,124,238,6
"39039958900","039","958900",5109,4824,86,11,7,3,70,108,6
"39041010100","041","010100",5256,4718,231,150,3,6,127,21,16
"39041010200","041","010200",5480,5052,207,35,0,11,116,59,16
"39041010420","041","010420",2926,2730,87,17,0,5,66,21,16
"39041010421","041","010421",2182,2059,66,2,0,10,35,10,16
"39041010422","041","010422",5702,5253,223,70,1,14,115,26,16
"39041010520","041","010520",5215,4779,186,55,5,4,141,45,16
"39041010530","041","010530",3217,2665,335,9,2,10,143,53,16
"39041011101","041","011101",2897,2845,14,4,0,2,31,1,16
"39041011102","041","011102",4917,4791,21,27,0,6,57,15,16
"39041011200","041","011200",3276,3123,44,12,2,5,75,15,16
"39041011411","041","011411",2901,2671,61,104,0,2,56,7,16
"39041011412","041","011412",4517,4043,167,230,2,5,54,16,16
"39041011413","041","011413",6575,6053,81,285,1,21,114,20,16
"39041011421","041","011421",6785,6029,115,502,2,8,113,16,16
"39041011423","041","011423",6343,5873,112,234,0,6,93,25,16
"39041011430","041","011430",2807,2455,82,183,0,1,53,33,16
"39041011520","041","011520",3568,3065,204,139,1,5,68,86,16
"39041011530","041","011530",3612,2851,205,424,0,2,87,43,16
"39041011540","041","011540",5547,4639,205,558,3,2,107,33,16
"39041011550","041","011550",8256,6917,312,695,6,22,184,120,16
"39041011560","041","011560",8056,7303,221,375,1,9,114,33,16
"39041011561","041","011561",4513,3563,266,496,2,8,129,49,16
"39041011604","041","011604",5189,4910,68,80,3,8,79,41,16
"39041011710","041","011710",6370,5638,347,242,0,5,108,30,16
"39041011730","041","011730",6999,6115,402,304,0,5,121,52,16
"39041011740","041","011740",5143,4553,305,195,0,8,65,17,16
"39041011750","041","011750",6184,5652,168,222,1,17,103,21,16
"39041011760","041","011760",4240,4089,39,23,0,8,58,23,15
"39041011762","041","011762",5209,4658,252,185,0,6,91,17,16
"39041011900","041","011900",5002,4257,112,510,0,6,95,22,16
"39041012000","041","012000",5129,5035,24,15,1,2,45,7,16
"39041012100","041","012100",6408,5708,164,383,5,2,108,38,16
"39041012200","041","012200",4507,4120,180,77,3,6,85,36,16
"39041012300","041","012300",4471,4324,45,20,5,11,56,10,15
"39041012400","041","012400",4815,3792,286,574,2,4,121,36,16
"39043040100","043","040100",5652,5514,12,13,0,8,81,24,5
"39043040200","043","040200",4035,3947,11,11,0,6,46,14,5
"39043040300","043","040300",6170,5989,21,10,0,23,71,56,5
"39043040400","043","040400",5621,5419,82,45,0,6,52,17,5
"39043040500","043","040500",4805,4611,36,32,1,15,89,21,5
"39043040600","043","040600",1059,1036,2,5,0,0,11,5,5
"39043040700","043","040700",3831,2726,846,50,1,11,167,30,5
"39043040800","043","040800",4398,3030,1008,25,3,35,270,27,5
"39043040900","043","040900",3299,2811,297,11,0,8,138,34,5
"39043041000","043","041000",3093,1805,1013,3,2,17,200,53,5
"39043041100","043","041100",4109,2769,953,17,0,7,316,47,5
"39043041200","043","041200",2708,1669,777,21,0,12,187,42,5
"39043041300","043","041300",3527,2473,832,29,0,15,144,34,5
"39043041400","043","041400",2829,2391,324,27,0,7,66,14,5
"39043041500","043","041500",3473,3222,106,70,0,1,58,16,5
"39043041600","043","041600",5622,5235,226,53,0,8,78,22,5
"39043041700","043","041700",6612,6353,65,15,1,43,91,44,5
"39043041800","043","041800",6236,6066,33,26,0,10,77,24,5
"39043990100","043","990100",0,0,0,0,0,0,0,0,5
"39045030100","045","030100",3851,3755,14,5,1,9,61,6,15
"39045030200","045","030200",2990,2896,6,9,0,11,58,10,15
