"District","Population","White %","Black %","Asian %","NHPI %","AIAN %","Two or More Races %","Other %","Non-White %","White % Minus Non-White %","Race Score","Population Target Ratio"
"1",723571,91.3839830507303,4.22045659651921,1.76845119552884,0.0196248882279693,0.170266635893368,1.70819449646268,0.729023136637593,8.61601694926966,82.7679661014607,4,100.352203752541
"2",716641,67.917548674999,27.1938111271892,2.17389180914851,0.020791442298166,0.174564391375877,2.02751447377418,0.491878081215002,32.0824513250009,35.8350973499981,1,99.3910806948101
"3",722050,71.4539159337996,23.9945987120006,1.83560695242712,0.0168963368187799,0.141679939062392,1.66387369295755,0.893428432934007,28.5460840662004,42.9078318675992,1,100.141255964545
"4",722217,76.7917398787345,14.8510766154771,1.72372015613036,0.0249232571373978,0.295894447236772,2.7944509752609,3.518194670023,23.2082601212655,53.583479757469,2,100.164417227264
"5",722468,90.5469861640931,6.09674061688545,0.810001273412802,0.0294822746474584,0.21301981541051,1.88769606404713,0.416073791503568,9.45301383590692,81.0939723281862,4,100.19922846644
"6",720016,88.1881791515744,8.62494722339504,0.524016132974823,0.0195828981578187,0.196662296393413,1.74982222617275,0.696790071331748,11.8118208484256,76.3763583031488,4,99.8591601060425
"7",720684,78.1327183620005,15.272574387665,2.46349301496911,0.0384357082993379,0.228116622541919,2.47639742244867,1.38826448207536,21.8672816379995,56.2654367240011,2,99.9518051569176
"8",722200,95.2229299363057,2.21199113818887,0.486014954306286,0.0375242315148158,0.201606203267793,1.56923289947383,0.270700636942675,4.77707006369427,90.4458598726115,5,100.162059493933
"9",716797,79.7701441272773,15.8906915068004,1.20898943494462,0.0428294203240248,0.228656090915559,2.11217401858546,0.746515401152628,20.2298558727227,59.5402882545546,2,99.4127163653738
"10",719595,94.1007094268304,2.33256206616222,1.32060395083345,0.023346465720301,0.268901256957038,1.63508640276822,0.318790430728396,5.89929057316964,88.2014188536607,5,99.8007715335599
"11",722125,66.8330275229358,28.0239570711442,1.61329409728233,0.0700709710922624,0.214090358317466,2.17206162368011,1.07349835554786,33.1669724770642,33.6660550458716,1,100.151657729239
"12",721625,88.2803395115191,5.26714013511173,3.07181707950805,0.0685951844794734,0.182504763554478,1.84680408799584,1.28279923783128,11.7196604884809,76.5606790230383,4,100.082312631279
"13",721366,86.0398188991441,9.16857739344521,1.10983883354636,0.0213483862560753,0.23400049350815,2.11667863470139,1.3097373593987,13.9601811008559,72.0796377982882,4,100.046391870535
"14",723754,88.5237249120558,6.45177781400863,0.804278801913357,0.0292917206675196,0.258651420233947,2.253528132487,1.67874719863379,11.4762750879442,77.0474498241115,4,100.377584058394
"15",722287,83.2937599596836,8.79774937109487,3.95978329943637,0.0314279503853731,0.210165765132143,2.32469918467313,1.3824144695945,16.7062400403164,66.5875199193672,3,100.174125540978
"16",719108,76.4050740639793,16.9815938635087,1.7872141597646,0.069808707454235,0.289108172903097,2.63854664389772,1.82865438849241,23.5949259360207,52.8101481279585,2,99.7332294081465
"Ohio Total",11536504,82.6891491564515,12.2019721052409,1.66630202702656,0.0352446460383492,0.219234527201655,2.06097965206791,1.12711788597308,17.3108508435485,65.3782983129031,3,NA
