"District","Population","White %","Black %","Asian %","NHPI %","AIAN %","Two or More Races %","Other %","Non-White %","White % Minus Non-White %","Race Score","Population Target Ratio"
"1",723205,93.9317344321458,2.97412213687682,0.67173208149833,0.0286225897221396,0.18058503467205,1.50482919780698,0.708374527277881,6.0682655678542,87.8634688642916,5,100.301443140834
"2",716779,81.8129437385861,12.2033430108862,1.26901039232455,0.0230196476180245,0.280979213955766,2.47635603163597,1.93434796499339,18.1870562614139,63.6258874771722,3,99.4102199418472
"3",720286,90.9699758151623,5.98304007019434,0.556445634095345,0.0449821320975279,0.241015374448483,1.76735352346151,0.43718745054048,9.03002418483769,81.9399516303246,4,99.8966064589411
"4",723143,85.6139103884017,10.6684293424675,0.816159459470672,0.021572496726097,0.193046188651484,1.94996010470958,0.736922019572892,14.3860896115983,71.2278207768035,4,100.292844348687
"5",722049,67.33642730618,25.15591047145,1.53964620129659,0.0236826032582276,0.284191239098732,2.57627944917866,3.08386272953775,32.6635726938199,34.6728546123601,1,100.141117274349
"6",721182,70.004243034352,25.0334866926795,1.66490566874936,0.0166393503997604,0.163620278930977,1.9049282982659,1.21217667662254,29.9957569656481,40.0084860687039,1,100.020872874486
"7",717435,82.7698676535156,12.3251583767171,2.66449225365364,0.0179807229923268,0.131719249827511,1.67987343801181,0.410908305282012,17.2301323464844,65.5397353070313,3,99.5012007103712
"8",724989,90.7531010815337,4.42765338508584,1.46347048024177,0.0204141028346637,0.201796165183196,1.98678876507092,1.14677602004996,9.24689891846634,81.5062021630673,4,100.548866450356
"9",718946,85.9441460137479,7.43824988246683,2.93972009024322,0.066347124818832,0.201405947039138,2.00404481004137,1.40608613164271,14.0558539862521,71.8882920274958,4,99.7107615964074
"10",725801,74.6141159904712,20.0716174268153,2.19977652276588,0.0676493970110264,0.206530440161973,1.95301466931018,0.887295553464379,25.3858840095288,49.2282319809424,2,100.661482889444
"11",717893,95.0282284407286,2.34826081324097,0.539774033177646,0.0143475420431736,0.27427485711659,1.57767243865033,0.21744187504266,4.97177155927137,90.0564568814573,5,99.5647208201029
"12",723463,90.0140020982414,6.40212422750023,0.787186075860134,0.0255714528593722,0.239127640252508,2.02816177192199,0.503826733364388,9.98599790175862,80.0280041964828,4,100.337225211381
"13",720661,66.6905798981768,24.8931189560695,2.47078723560731,0.0761800624704265,0.287375062616126,2.9742139508035,2.60774483425633,33.3094201018232,33.3811597963536,1,99.9486152824114
"14",721594,83.2754984104635,8.09596532121941,4.84607687979667,0.0354770133898009,0.18999603655241,2.30364997491664,1.25333636366156,16.7245015895365,66.550996820927,3,100.078013235205
"15",719613,77.1614742924322,17.7316140758991,1.43104696552175,0.0369643127625543,0.249022738610892,2.48814293238171,0.901734682391786,22.8385257075678,54.3229485848644,2,99.8032679570865
"16",719465,87.1294642546893,9.45313531582495,0.802679768995017,0.044338501525439,0.183469661484575,1.80147748674362,0.585435010737145,12.8705357453107,74.2589285093785,4,99.7827418080902
"Ohio Total",11536504,82.6891491564515,12.2019721052409,1.66630202702656,0.0352446460383492,0.219234527201655,2.06097965206791,1.12711788597308,17.3108508435485,65.3782983129031,3,NA
