"District","Population","White %","Black %","Hispanic %","Asian %","NHPI %","AIAN %","Other %","Two or More Races %","Non-White %","White Minus Nonwhite","Diversity Index","Population Target Ratio"
"1",717904,85.4468006864428,5.88407363658651,6.05777374133589,0.558431210858276,0.0118400231785866,0.190415431589739,0.081626512737079,1.76903875727117,14.5531993135572,70.8936013728855,0.263029989878648,99.566246412258
"2",721918,78.7829088622254,11.8876382082176,5.95012175898094,1.25332794029239,0.0199468637712316,0.205147953091625,0.115248546233783,1.78565986718713,21.2170911377746,57.5658177244507,0.361809536453804,100.122948858684
"3",722985,61.4365443266458,27.0424697607834,7.1085845487804,2.29783467153537,0.0179810092878829,0.196269632150045,0.151317108930337,1.74899894188676,38.5634556733542,22.8730886532916,0.54414410873184,100.270931297731
"4",723084,70.4772889456827,23.8489580740274,1.88014117308639,2.08302216616603,0.014244541436403,0.118243523574025,0.116030779273224,1.4620707967539,29.5227110543173,40.9545778913653,0.445841503290972,100.284661627127
"5",725771,94.9838172095606,2.12932178331733,1.00403570823304,0.337847613090079,0.0265924100026041,0.157625476906628,0.0679277623382582,1.29283203655147,5.0161827904394,89.9676344191212,0.0974059475877391,100.657322183566
"6",719949,86.9883838994151,8.55199465517696,1.48704977713699,0.813807644708167,0.0223626951353499,0.198208484212076,0.12403656370104,1.81415628051431,13.0116161005849,73.9767677988302,0.236024684531118,99.8498678629158
"7",717619,81.3278355227495,12.7052098676317,2.65614483451525,1.17722635548947,0.0190909103577246,0.163457210581102,0.127504985235898,1.8235303134393,18.6721644772505,62.6556710454991,0.321920176669027,99.5267197064206
"8",721398,89.3077053166213,5.08859187300214,2.24480799780426,1.83421634104891,0.0145550722347442,0.117410916026937,0.0808153058367226,1.31189717742494,10.6922946833787,78.6154106332427,0.199153703721391,100.050829956805
"9",718728,63.8208056455293,28.7613673044601,2.94102915150098,2.01188766821384,0.0595496488240336,0.16097884039581,0.21732839126902,2.02705334980688,36.1791943544707,27.6416112910587,0.50910234263796,99.6805271336967
"10",721626,85.678869663787,9.66747317862716,1.92883848420096,0.912938281048632,0.0372769273834368,0.163935334924185,0.108920687447514,1.50174744258106,14.3211303362129,71.3577393275741,0.256333249857497,100.082451321475
"11",718480,83.4702427346621,8.98995100768289,2.51155216568311,2.99604721077831,0.0509408751809375,0.156858924395947,0.146698585903574,1.67770849571317,16.5297572653379,66.9404854693241,0.293938115115245,99.6461319651083
"12",721591,91.0597554570387,3.77194283188122,1.70304230512853,1.29533212027312,0.0313196810935835,0.250003118109843,0.117518095430791,1.77108639104423,8.94024454296132,82.1195109140774,0.169237459900277,100.077597164618
"13",720974,77.7876872120215,10.1755403107463,3.95312452321443,5.58827364093573,0.0341205092000544,0.144249307187222,0.205000457714148,2.1120040389806,22.2123127879785,55.575374424043,0.38030746656083,99.9920253137346
"14",720316,89.2497181792436,5.55256304177611,2.37992769839904,0.753002848749715,0.0251278605500919,0.186307120763665,0.127860550091904,1.72549270042592,10.7502818207564,78.4994363584871,0.20003514144392,99.9007671648187
"15",721803,64.7945492052541,25.8081498691471,4.3003423371751,1.84759553506982,0.0701022301098776,0.235798410369588,0.213493155334627,2.7299692575398,35.2054507947459,29.5890984105081,0.512104587774818,100.106999486153
"16",722358,93.3891505320077,2.80387287190008,1.0961323886494,0.70200648431941,0.0166122615102207,0.254444472131547,0.101473230724931,1.63630775875674,6.61084946799232,86.7783010640154,0.127151272881894,100.183972544889
"Ohio Total",11536504,81.127376196463,12.0410394691494,3.07436290924876,1.65357720155083,0.0294716666331499,0.181216077244892,0.131391624360378,1.76156485534959,18.872623803537,62.254752392926,0.326422831425557,NA
