"District","Population","White %","Black %","Hispanic %","Asian %","NHPI %","AIAN %","Other %","Two or More Races %","Non-White %","White Minus Nonwhite","Diversity Index","Population Target Ratio"
"1",716915,87.9332975317855,6.75463618420594,2.12842526659367,0.757551453101135,0.0398931533026928,0.276043882468633,0.136975792109246,1.97317673643319,12.0667024682145,75.866595063571,0.222080286926278,99.4290818084924
"2",724747,84.1969680454007,10.6539247489124,1.84119423743734,1.0342919667139,0.0244223156494611,0.218283069816088,0.127630745625715,1.90328487044444,15.8030319545993,68.3939360908013,0.279646266305667,100.515303422943
"3",717220,89.5470009202197,4.57014584088564,2.01318981623491,2.02044003234712,0.0486601042915702,0.163129862524748,0.127436490895402,1.50999693260088,10.4529990797803,79.0940018404395,0.195454815354616,99.4713823182482
"4",725087,84.6906647064421,7.20658348584377,2.93109654427676,2.96778179721882,0.0388918846979742,0.182322948832347,0.142465662741161,1.84019296994705,15.3093352935579,69.3813294128842,0.276148866976,100.562458089556
"5",719884,81.7430308216324,13.0722449728012,2.64237015963683,0.652188408132421,0.0318106806096538,0.175583844063766,0.119046957565386,1.5637241555584,18.2569691783676,63.4860616432647,0.314218507313537,99.840853000181
"6",723146,66.7457193982958,26.7543483611885,2.65437408213556,1.4654025604788,0.0562818573289488,0.167877579354653,0.203278452760577,1.95271770845721,33.2542806017042,33.4914387965916,0.482376111313041,100.293260419274
"7",717727,65.3617601121318,22.7458351155802,5.1568353984175,3.61920340185056,0.0576820991825583,0.203977278268757,0.232261012892089,2.6224455816766,34.6382398878682,30.7235202242636,0.517755405704477,99.54169824758
"8",724078,89.4055612793097,2.64985264018517,2.87690000248592,3.27423288651223,0.0238924535754435,0.152055441540828,0.116562027847829,1.50094326854289,10.5944387206903,78.8111225586194,0.198284229097989,100.422519681872
"9",719463,90.4200771964646,5.29450437340072,1.49694980839876,0.759594308532892,0.0294664214838011,0.185138082152939,0.112444976322618,1.70182483324368,9.57992280353541,80.8401543929292,0.179620844049389,99.7824644276984
"10",726004,89.1855967735715,6.55079035377216,2.15260521980595,0.458812899102484,0.0134985482173652,0.164186423215299,0.0829196533352433,1.39159012898001,10.8144032264285,78.371193547143,0.200007476339992,100.689636999216
"11",721172,77.2961235322503,13.0773241334938,5.91592574309596,1.27750384096998,0.0192741814712718,0.205360163733478,0.128402101024444,2.08008630396077,22.7038764677497,54.5922470645006,0.382193041457458,100.019485972527
"12",720287,92.3974748954236,3.11237048565364,1.9074341200105,0.776357202059735,0.0234628696616765,0.185203953424121,0.096628149612585,1.50106832415412,7.60252510457637,84.7949497908473,0.145098776558609,99.896745149137
"13",722399,79.7282388264657,11.8069100317138,4.52686119443687,1.71290381077493,0.0179955952319978,0.168328029246995,0.118909356186816,1.91985315594291,20.2717611735343,59.4564776529314,0.348422133593291,100.189658842922
"14",716978,67.4154576569992,20.9947864509092,7.13648117515461,2.43647643302863,0.0185500810345645,0.185500810345645,0.13919534490598,1.6735520476221,32.5845423430008,34.8309153139985,0.496025587626193,99.4378192908354
"15",723180,87.6371027959844,6.70192759755524,2.29790646865234,1.49174479382726,0.0175613263641141,0.149063856854448,0.0889128571033491,1.61578030365884,12.3628972040156,75.2742055919688,0.226989701539454,100.297975885936
"16",718217,64.1342379810002,30.8763228940557,1.53588678630553,1.75712911278903,0.0104425264230727,0.117930931737901,0.129905028703024,1.43814473898557,35.8657620189998,28.2684759620003,0.493004312042186,99.6096564435812
"Ohio Total",11536504,81.127376196463,12.0410394691494,3.07436290924876,1.65357720155083,0.0294716666331499,0.181216077244892,0.131391624360378,1.76156485534959,18.872623803537,62.254752392926,0.326422831425557,NA
