"District","Population","White %","Black %","Hispanic %","Asian %","NHPI %","AIAN %","Other %","Two or More Races %","Non-White %","White Minus Nonwhite","Diversity Index","Population Target Ratio"
"1",724403,86.2938171156111,5.10199433188432,5.30561027494364,1.2650416964038,0.015875141323269,0.16358297798325,0.0898671043604182,1.76421135749024,13.7061828843889,72.5876342312221,0.250067430477832,100.467593995547
"2",716093,88.0561603032008,4.48712667209427,2.23951358273297,3.31074315766248,0.0273707465371118,0.156264619260347,0.12037542609689,1.60244549241509,11.9438396967992,76.1123206064017,0.221253005906628,99.3150784674456
"3",719219,91.1718127580056,3.34015091369944,2.9810113470306,0.773755976969463,0.0190484400439922,0.161842220519758,0.105809218054584,1.4465691256766,8.82818724199444,82.3436255160111,0.166911363422719,99.7486240198937
"4",722281,78.6192631399691,11.9917317498314,5.94893123313503,1.27346559026196,0.0200752892572281,0.204767950423727,0.117959630670058,1.82380541645149,21.3807368600309,57.2385262799381,0.364146835433409,100.173293399803
"5",722978,85.6017748811167,9.11037403627773,2.38762451969493,1.13004821723483,0.0157681146590906,0.146200852584726,0.0962684894976057,1.51194088893438,14.3982251188833,71.2035497622334,0.258461453660824,100.26996046636
"6",719254,94.2098340780865,2.50704201853587,0.991861011548076,0.609937518595656,0.0140423271890042,0.183106385226916,0.0720190641970709,1.41215759662094,5.79016592191354,88.4196681561729,0.111882136845072,99.753478176751
"7",724836,65.5141300928762,28.1019430602233,2.46869636717823,2.04998096121054,0.0128304885518931,0.127753036548957,0.127753036548957,1.59691295686197,34.4858699071238,31.0282601857524,0.491039999541268,100.52764685038
"8",721305,63.7021786900132,24.9385488801547,6.99315823403415,2.31330713082538,0.016497875378654,0.187992596751721,0.137528507358191,1.71078808548395,36.2978213099868,27.4043573800265,0.526871782631676,100.037931768584
"9",722074,78.5545525804834,14.4928359143246,2.19035722100505,2.7688297875287,0.0526261851278401,0.168542282369951,0.160648354600775,1.61160767455967,21.4454474195166,57.1091051609669,0.360921618827917,100.144584529247
"10",718439,88.2130563624748,5.29717902285372,2.20143950982616,1.92932176566139,0.0402261013113152,0.207394086345535,0.137798755357101,1.97358439617003,11.7869436375252,76.4261127249495,0.218565937962536,99.6404456670756
"11",720906,81.7006655514034,13.8951541532461,1.64099064233062,0.883194202850302,0.0313494408424954,0.168676637453427,0.114439330509109,1.56553004136462,18.2993344485966,63.4013311028068,0.313086141058168,99.982594380412
"12",724739,74.9592611960996,17.8294530858695,3.24792787472456,1.67770742294812,0.059331704241113,0.156608103055031,0.182686456779613,1.88702415628247,25.0407388039004,49.9185223921991,0.405335546539311,100.514193901376
"13",720166,92.3459313547154,3.93839753612362,1.28678665752063,0.412821488379068,0.0265216630610165,0.223976138834658,0.104698083497416,1.66086707786816,7.65406864528455,84.6918627094309,0.145758839464668,99.8799636354306
"14",719764,83.738975553098,11.0283370660383,1.5859365014088,1.48104100788592,0.021673770847111,0.179503281631201,0.13129303493923,1.83323978415147,16.261024446902,67.4779511061959,0.286476191688668,99.8242101766705
"15",723233,71.2152238628492,18.4286391799047,4.37507691159004,2.98949301262525,0.0662303849520141,0.224823811966545,0.205881092262106,2.49463174385018,28.7847761371508,42.4304477256983,0.456682464998925,100.305326466319
"16",716814,74.3732683792448,17.9678410298906,3.31159826677492,1.58953368656304,0.0319469206795626,0.239113633383277,0.19712226602717,2.2895758174366,25.6267316207552,48.7465367584896,0.413742544319279,99.4150740987044
"Ohio Total",11536504,81.127376196463,12.0410394691494,3.07436290924876,1.65357720155083,0.0294716666331499,0.181216077244892,0.131391624360378,1.76156485534959,18.872623803537,62.254752392926,0.326422831425557,NA
