"District","Population","White %","Black %","Hispanic %","Asian %","NHPI %","AIAN %","Other %","Two or More Races %","Non-White %","White Minus Nonwhite","Diversity Index","Population Target Ratio"
"1",718685,63.0810438509222,25.9299971475681,4.51880865747859,3.30673382636343,0.0475869122077127,0.204540236682274,0.247813715327299,2.6634756534504,36.9189561490778,26.1620877018443,0.532405162402021,99.6745634552721
"2",722471,85.1706158447882,9.22043929790954,2.21171507230048,1.08793294125301,0.0451229184285598,0.233365768314576,0.137029721608203,1.89377843539741,14.8293841552118,70.3412316895765,0.265838553808555,100.199644537028
"3",726497,78.3430626692196,12.9650913906045,5.280407214345,1.16146384637514,0.0192705544551457,0.193944365909288,0.134618587550947,1.90214137154042,21.6569373307804,56.6861253384391,0.366860127208614,100.758011265805
"4",720204,85.9149629827104,5.14007142420759,3.04885837901483,3.62230701301298,0.031657696985854,0.179532465801356,0.148152467911869,1.91445757035507,14.0850370172896,71.8299259654209,0.257339212044061,99.8852338628756
"5",719357,86.5218521540765,9.23491395788183,1.54471284772373,0.860490688211834,0.044067132174984,0.153609403953809,0.11885614514073,1.52149767083659,13.4781478459235,73.043704308153,0.242783417263023,99.7677632669308
"6",720685,64.1037346413482,27.5919437757134,3.41328042071085,2.45363785842636,0.0493974482610294,0.16151300498831,0.214795645809195,2.01169720474271,35.8962653586518,28.2074692826963,0.511569728365421,99.9519438471135
"7",724091,92.0695050760195,2.59773978685,1.68473299626704,1.87725023512238,0.0486126743738011,0.220690493321972,0.104268662364261,1.3972000756811,7.93049492398055,84.1390101520389,0.151198581795424,100.424322654419
"8",716042,80.8291971699984,12.1149318056762,2.52960021898157,2.01384834967781,0.0363107192036221,0.207250412685289,0.152365364042891,2.11649595973421,19.1708028300016,61.6583943399968,0.331382691849549,99.3080052674536
"9",723246,79.0811148627161,14.8750217768228,2.08822447687232,2.35452391026013,0.0114760399642722,0.0988598623428266,0.114622134100984,1.37615693692049,20.9188851372839,58.1622297254323,0.351687729960868,100.307129438866
"10",719617,50.4523934259474,38.689191611649,6.56057319379614,2.14322340911902,0.0157027974603157,0.190934900092688,0.154804569653024,1.79317609228242,49.5476065740526,0.904786851894826,0.59132227361472,99.8038227178702
"11",718653,86.4926466597927,8.41504870918232,2.61823160830053,0.622971030525163,0.0154455627402933,0.16934459328772,0.0861333633895635,1.58017847278172,13.5073533402073,72.9852933195854,0.244342642823963,99.6701253690026
"12",724070,83.6246495504578,10.5745300868701,1.88448630657257,1.82178518651512,0.0225116356153411,0.166006049138895,0.118358722222989,1.78767246260721,16.3753504495422,67.2492991009157,0.289138081036388,100.421410160305
"13",725057,87.3728548238276,4.39303392698781,5.09008257281841,1.21024967692195,0.0215155498119458,0.168262633144704,0.0907514857452587,1.65324933074227,12.6271451761724,74.7457096476553,0.232200807025691,100.558297383679
"14",720262,89.1457552946011,4.1879205067045,4.18667096140016,0.714323398985369,0.0183266644637646,0.171048868328469,0.0864963027342828,1.48945800278232,10.8542447053989,78.2915105892023,0.201963857307693,99.893277894239
"15",718196,91.6985057003938,4.04276826938607,1.47341394271202,0.841553002244513,0.0292399289330489,0.200502369826621,0.11194715648653,1.60206963001743,8.30149429960623,83.3970114007875,0.157467395569256,99.6067439494668
"16",719371,94.0500798614345,2.78076263847167,1.03673904007807,0.367543312143525,0.0154301466141949,0.180296397825322,0.0818770842861333,1.48727151914659,5.9499201385655,88.100159722869,0.114781244911699,99.7697049296737
"Ohio Total",11536504,81.127376196463,12.0410394691494,3.07436290924876,1.65357720155083,0.0294716666331499,0.181216077244892,0.131391624360378,1.76156485534959,18.872623803537,62.254752392926,0.326422831425557,NA
