"District","Population","White %","Black %","Hispanic %","Asian %","NHPI %","AIAN %","Other %","Two or More Races %","Non-White %","White Minus Nonwhite","Diversity Index","Population Target Ratio"
"1",721089,60.3010169341094,34.4634296182579,1.59952516263596,1.74153259861127,0.0156707424464941,0.163086664752895,0.116767833096885,1.59897044608918,39.6989830658906,20.6020338682188,0.517298418804993,100.007974686265
"2",722575,77.2700411721967,16.6872642978238,2.4007196484794,1.92505968238591,0.0125938483894405,0.112929453689928,0.108777635539563,1.48261426149535,22.7299588278033,54.5400823443933,0.374358003869814,100.214068317404
"3",721555,87.0098606481834,8.13049594279022,2.37778131951133,0.669526231541601,0.0180166446078262,0.172405429939506,0.0884201481522545,1.53349363527382,12.9901393518166,74.0197212963669,0.23593908127049,100.072604317564
"4",718884,79.1373851692345,9.6953055013048,6.89624473489464,2.24598127097,0.0158579130986362,0.17527167109019,0.143834053894648,1.69011968551254,20.8626148307655,58.2747703384691,0.359347754118368,99.7021628042603
"5",716573,88.6000449361056,4.73643299426576,4.15533379013722,0.628128606576022,0.021072521571424,0.185466100453129,0.0872207018684768,1.58630034902236,11.3999550638944,77.2000898722112,0.211241079497793,99.3816497614875
"6",722094,80.4132148999992,10.8459563436339,5.4595385088368,1.26368589131055,0.0185571407600672,0.195403922481007,0.107049774683075,1.6965935182954,19.5867851000008,60.8264297999984,0.338750508052884,100.147358333166
"7",725221,88.0082071534056,4.32295810518449,4.49366468979801,1.30760140701938,0.0195802382997734,0.156228239391854,0.0950055224545345,1.59675464444631,11.9917928465944,76.0164143068113,0.221648047177683,100.58104257581
"8",719691,87.0170670468298,8.70137322823267,1.39768317236147,0.715306985914788,0.0251496822942068,0.182995202107571,0.120329419153498,1.84009526310597,12.9829329531702,74.0341340936596,0.23531883158338,99.8140857923683
"9",724089,64.597169684942,26.4891470523651,3.58961398391634,2.86608414159033,0.0824484283009409,0.16254907891157,0.212266724118168,2.0007209058555,35.402830315058,29.1943393698841,0.510835559730735,100.424045274028
"10",717149,92.3095479461033,3.21132707429,1.48783586116693,1.28955070703578,0.0235655351956149,0.219480191703537,0.103325808165388,1.35536687633951,7.69045205389675,84.6190958922065,0.146653575609005,99.4615353143379
"11",723223,88.6931140187743,5.80139182520467,1.90964612574545,1.59162526634247,0.027653987774172,0.171454724199866,0.126240454189095,1.67887359776998,11.3068859812257,77.3862280375486,0.209646787766864,100.30393956436
"12",718797,79.3218391284326,15.2581326855844,1.86311295122267,1.28269873135252,0.0393713385002998,0.19769142052624,0.13912133745689,1.89803240692435,20.6781608715674,58.6436782568653,0.347366125859888,99.6900967572152
"13",724136,89.2904095363302,5.81990123402234,2.00528629981109,0.737568633516356,0.0295524597589403,0.185324303721953,0.133814642553333,1.7981428902858,10.7095904636698,78.5808190726604,0.19919665268772,100.430563713236
"14",721593,79.4446453887441,8.64420802308226,4.35162203624481,4.91523615112674,0.0512754419735225,0.188056147994784,0.178771135529308,2.2261856753045,20.5553546112559,58.8892907774881,0.3575615775199,100.077874545009
"15",719918,94.3603299264638,2.12524204145472,0.996085665311883,0.609930575426646,0.0183354215341192,0.242388716492712,0.0929272500479221,1.55476040326815,5.63967007353615,88.7206598529277,0.109259683643485,99.8455684668423
"16",719917,62.3413532393318,27.6617999019331,4.20256779600982,2.65738967130933,0.0526449576826217,0.189466285696823,0.248084154145547,2.64669399389096,37.6586467606682,24.6827064786635,0.533056198091381,99.8454297766464
"Ohio Total",11536504,81.127376196463,12.0410394691494,3.07436290924876,1.65357720155083,0.0294716666331499,0.181216077244892,0.131391624360378,1.76156485534959,18.872623803537,62.254752392926,0.326422831425557,NA
