"District","Population","White %","Black %","Hispanic %","Asian %","NHPI %","AIAN %","Other %","Two or More Races %","Non-White %","White Minus Nonwhite","Diversity Index","Population Target Ratio"
"1",717029,77.1341187037065,16.5414509036594,2.19349566056603,2.14398580810539,0.0437918131623686,0.149645272366947,0.172377965186903,1.62113387324641,22.8658812962935,54.2682374074131,0.376987408488772,99.4448924908274
"2",723216,75.047288776797,16.5788644056547,3.49978429680759,2.53631003738855,0.070656622641092,0.159150240038937,0.186113139089843,1.92183248158227,24.952711223203,50.094577553594,0.407799282437051,100.302968732989
"3",722398,90.8133743448902,3.2706347470508,3.4125232904853,0.774226949687015,0.0323921162572432,0.177602928025825,0.101606039883831,1.41763958371978,9.18662565510979,81.6267486897804,0.173195603202125,100.189520152726
"4",716573,78.0609930879338,15.7311257889985,2.12078881007239,1.76241639023519,0.0293061558278082,0.196909456538273,0.148484522860895,1.94997578753316,21.9390069120662,56.1219861758676,0.365514990856035,99.3816497614875
"5",725447,94.2038494886601,2.25612622286673,1.03260472508674,0.687851765876763,0.0158522952055767,0.267697019906347,0.0756774788509705,1.46034100354678,5.7961505113399,88.4076989773202,0.112106017919038,100.612386560088
"6",717157,89.4516821281811,5.03432302829088,2.40853815831122,0.920440015226791,0.0290034120841043,0.217943909074303,0.116710845742285,1.82135850308928,10.5483178718189,78.9033642563623,0.196965927483384,99.4626448359052
"7",721722,74.0272570324862,17.1288945050864,3.42056913880968,2.61818262433458,0.0482180119214878,0.185528499893311,0.206035010710495,2.36531517675781,25.9727429675138,48.0545140649724,0.421352653545091,100.095765580283
"8",721522,70.8344305509742,17.7968239360685,3.9886517666821,4.59514747991052,0.0511418917233293,0.193895681628557,0.20830965653161,2.33159903648122,29.1655694490258,41.6688611019484,0.463408453315528,100.068027541099
"9",721464,87.4563387778184,5.41634787044121,4.45247441313773,0.749032522759278,0.0181575241453489,0.173536032289899,0.0834414468358782,1.65067141257221,12.5436612221816,74.9126775556369,0.230435371439307,100.059983509736
"10",720077,77.7107170483157,12.8876495152602,5.75438460053578,1.26986419507914,0.0197201132656646,0.206922315252397,0.125958751633506,2.02478346065768,22.2892829516843,55.4214340966313,0.376426812533163,99.8676202079937
"11",721655,90.2740229056821,5.27994678897811,1.56057950128524,0.878120431508131,0.0272983627910844,0.196354213578511,0.1182005251817,1.66547727099514,9.72597709431793,80.5480458113641,0.182223698945613,100.086473337157
"12",719517,93.7517807084475,2.72877499767205,1.38996020941826,0.410970136911289,0.0189015686912192,0.164693815434521,0.0801926848149523,1.45472587861023,6.24821929155253,87.5035614168949,0.120313883036311,99.7899536982781
"13",726379,49.7731900288968,43.1828287987401,2.43041167214361,2.69225844910164,0.0139045869993488,0.140973238488447,0.146342336438691,1.62009088919146,50.2268099711032,-0.453619942206473,0.564730090645148,100.741645822686
"14",720852,83.4719193398922,5.67314788611254,6.66475226537486,2.29936242113499,0.019837636574498,0.158423643133403,0.12776547751827,1.58479133025919,16.5280806601078,66.9438386797845,0.295301783243496,99.9751051098322
"15",721589,87.1124698408651,8.08216311501423,2.23908623884233,0.913539424797218,0.0130268061181642,0.138860209897878,0.0848128228118777,1.41604154165321,12.8875301591349,74.2249396817302,0.234222670471825,100.077319784226
"16",719907,79.087576589754,14.8980354406889,2.62256096968081,1.197376883403,0.0204193041601207,0.171272122649176,0.120432222495406,1.88232646716868,20.912423410246,58.1751531795079,0.351839112964799,99.8440428746872
"Ohio Total",11536504,81.127376196463,12.0410394691494,3.07436290924876,1.65357720155083,0.0294716666331499,0.181216077244892,0.131391624360378,1.76156485534959,18.872623803537,62.254752392926,0.326422831425557,NA
