"District","Population","White %","Black %","Hispanic %","Asian %","NHPI %","AIAN %","Other %","Two or More Races %","Non-White %","White Minus Nonwhite","Diversity Index","Population Target Ratio"
"1",724347,71.8641755953983,19.7017451580527,3.32975769900338,2.25209740635358,0.0397599493060646,0.206668903163815,0.19507225128288,2.41072303743924,28.1358244046017,43.7283511907967,0.443695151415004,100.459827344575
"2",717815,85.1112055334592,10.3964113316105,1.4819974505966,0.834058914901472,0.0274443972332704,0.213425464778529,0.121619080125102,1.81383782729533,14.8887944665408,70.2224110669184,0.264833426618725,99.553902984821
"3",722314,83.8135492320514,10.0438313531234,2.03263400681698,2.23960770523623,0.0488707127371199,0.16004120091816,0.141489712230415,1.51997607688623,16.1864507679486,67.6270984641029,0.286752527960057,100.177870176268
"4",717283,88.8884861344825,5.30627381382244,2.7520518400687,0.809582828534902,0.040012101220857,0.286497797940283,0.114320289202449,1.80277519472788,11.1115138655175,77.776972268965,0.20656045245637,99.4801198005912
"5",721008,86.3993187315536,9.12791536293633,1.56600204158622,1.10220691032554,0.0337028160575195,0.169762332734172,0.106933626256574,1.49415817855003,13.6006812684464,72.7986374631072,0.245036278011574,99.9967407803959
"6",718408,70.31951203216,22.0101947639781,3.32513000968809,1.98981637175533,0.0670927940668812,0.154508301689291,0.200721595527889,1.9330241311344,29.68048796784,40.63902406432,0.455936961411035,99.636146271002
"7",723897,81.2231574381438,11.6624326388975,2.4819829340362,1.96464414136265,0.0361929943072012,0.221302201832581,0.161487062385947,2.24880058903408,18.7768425618562,62.4463148762877,0.326174703625519,100.397416756411
"8",722253,83.0912436500783,6.76383483350017,3.15651163788866,4.64934032811217,0.0272757607098897,0.147178343322908,0.190238046778622,1.97437739960928,16.9087563499217,66.1824873001566,0.30223554059915,100.169410074317
"9",724066,78.7056704775532,11.9792947051788,5.87225473920886,1.27032618573445,0.0203020166669889,0.207715871205111,0.116840177552875,1.82759582689976,21.2943295224468,57.4113409551063,0.362909972552935,100.420855399521
"10",719328,90.3080375016682,3.87639574714178,3.42958983940567,0.634203033942791,0.0209918145824992,0.167656479380755,0.0864695938431425,1.47665599003514,9.69196249833178,80.6160750033364,0.18194121052249,99.7637412512491
"11",717675,93.4307311805483,2.85198732016581,1.62803497404814,0.480858327237259,0.0285644616295677,0.158428257916188,0.0791444595394851,1.34225101891525,6.56926881945171,86.8614623610966,0.126145237529707,99.5344863573922
"12",723654,84.8484220359454,9.92546161563399,2.47590699422652,0.763071854781429,0.0158915724918262,0.178814737429766,0.10861544329196,1.68381574619915,15.1515779640546,69.6968440718907,0.269830930652729,100.363715038802
"13",721347,70.2426155511841,23.378069084643,2.26617702714505,2.47204188830064,0.0121993991795904,0.100783672767753,0.116032921742241,1.41208045503759,29.7573844488159,40.4852311023682,0.451016449838487,100.043756756813
"14",723631,83.9083731902033,10.9141261222916,1.81349334121949,1.22424274250274,0.0214197567544785,0.177576693093579,0.115113918557939,1.82565423537687,16.0916268097967,67.8167463804066,0.283876700105406,100.360525164296
"15",717116,58.3778635534558,30.427713229101,6.86527702631095,2.13215156264816,0.0165942469558621,0.198991516016934,0.154507778378951,1.82690108713235,41.6221364465442,16.7557271069116,0.56177750375837,99.4569585378725
"16",722362,87.4938050451159,4.32262494428001,4.71494901448304,1.62287052751944,0.0153662568075286,0.15047856891697,0.093305018813282,1.58660062406384,12.5061949548841,74.9876100902318,0.230377025515227,100.184527305673
"Ohio Total",11536504,81.127376196463,12.0410394691494,3.07436290924876,1.65357720155083,0.0294716666331499,0.181216077244892,0.131391624360378,1.76156485534959,18.872623803537,62.254752392926,0.326422831425557,NA
