"District","Population","White %","Black %","Hispanic %","Asian %","NHPI %","AIAN %","Other %","Two or More Races %","Non-White %","White Minus Nonwhite","Diversity Index","Population Target Ratio"
"1",720485,64.4084193286467,28.3731097802175,3.10540816255717,1.66554473722562,0.0619027460668855,0.165166519774874,0.214577680312567,2.00587104519872,35.5915806713533,28.8168386572933,0.503805092499702,99.9242058079293
"2",722814,84.5535642641122,11.6002180367287,1.30199470403174,0.736980744700573,0.0296065101118683,0.177915757027396,0.105421311706746,1.49429867158079,15.4464357358878,69.1071285282244,0.27160806652125,100.247215274229
"3",719229,65.7944827030056,22.4031567136475,5.04317818108002,3.65224427824796,0.0722996430900311,0.214118173766631,0.218428344796998,2.60209196236526,34.2055172969944,31.5889654060112,0.51370841784816,99.7500109218529
"4",719607,80.6538846898377,10.012826445546,3.34210200845739,3.63851379989355,0.030294313423855,0.162310816876434,0.177041079366932,1.98302684659821,19.3461153101623,61.3077693796753,0.337415955188664,99.802435815911
"5",719547,88.9661134019043,4.03781823841945,2.3728818270384,2.85665842537041,0.0555905312648097,0.14689797886726,0.129247985190682,1.43479161194474,11.0338865980957,77.9322268038085,0.205695287711334,99.7941144041557
"6",722649,85.4082687445772,7.55096872755653,2.54120603501838,2.02850899952813,0.0352868404993295,0.206600991629408,0.150280426597145,2.07887923459383,14.5917312554228,70.8165374891545,0.264209314999051,100.224331391902
"7",724846,94.7083932311139,2.04126117823648,0.893293196071993,0.522041923387864,0.0139339942553315,0.279783567819923,0.0782235123046826,1.46306939680981,5.29160676888608,89.4167864622278,0.102713898401998,100.52903375234
"8",719423,86.4234254395536,8.64303754536622,1.70136345376781,0.780764584952107,0.0227960462759739,0.213226432849659,0.149564303615536,2.06582219361905,13.5765745604464,72.8468508791073,0.245698447302771,99.7769168198615
"9",724220,91.872497307448,4.17690756952307,1.67614813178316,0.699649277843749,0.0295490320620806,0.153958741818784,0.0809146391980338,1.31037530032311,8.12750269255199,83.744994614896,0.154038465978633,100.442213689693
"10",718379,83.0333292036655,6.36961826556734,6.51257901469837,1.9766724806822,0.0189315110825901,0.173585252352867,0.118321944266188,1.79696232768497,16.9666707963345,66.066658407331,0.302175786827077,99.6321242553203
"11",720562,78.4713876113367,12.0229765100019,6.0594369395,1.27775264307582,0.019568059375876,0.206089135979971,0.116714453440509,1.8260746472892,21.5286123886633,56.9427752226734,0.366261800506354,99.9348849530152
"12",719075,90.2328686159302,4.01835691687237,3.30507944233912,0.669332128081215,0.0215554705698293,0.163265306122449,0.0926189896742343,1.4969231304106,9.76713138406981,80.4657372318604,0.183271575379367,99.7286526316811
"13",717714,90.5937462554722,5.6710611747855,1.41463034021908,0.535589385186857,0.0151871079566513,0.166361531194877,0.0932126167247678,1.51021158846003,9.40625374452776,81.1874925109445,0.176056831320465,99.5398952750331
"14",724053,86.533582486365,7.76807775121434,3.12656670160886,0.698291423417899,0.0160209266448727,0.158690040646196,0.0904629909688932,1.60830767913399,13.4664175136351,73.0671649727299,0.244388607071387,100.419052426974
"15",722620,46.7872464089009,44.3722841880933,4.61722620464421,2.19880435083446,0.0123162934875868,0.16620076942238,0.151393540173258,1.69452824444383,53.2127535910991,-6.42550718219812,0.581872118258614,100.22030937622
"16",721281,79.5624728781155,13.5782032245408,2.205243171524,2.5365980803598,0.0169143509949659,0.144881121227372,0.136562587951159,1.81912458528646,20.4375271218845,59.1249457562309,0.347741716772718,100.034603203882
"Ohio Total",11536504,81.127376196463,12.0410394691494,3.07436290924876,1.65357720155083,0.0294716666331499,0.181216077244892,0.131391624360378,1.76156485534959,18.872623803537,62.254752392926,0.326422831425557,NA
