"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg"
"1",346357.08891469,2923988558.86,0.306293211438226,0.553437631028308
"10",923162.56782143,13738842082.2919,0.202583291305258,0.450092536380307
"11",496146.260854928,7915646353.75101,0.404088789088059,0.635679785023921
"12",529063.783927212,8374378751.8042,0.375964116036153,0.613159127825847
"13",479158.615640654,6169857384.45416,0.337696365489263,0.58111648185993
"14",302679.988834442,2169406892.85224,0.297566105595943,0.545496201266282
"15",408164.735479521,4545927100.08788,0.342895172695474,0.58557251702541
"16",240034.88770899,800260825.719698,0.17453908095048,0.417778746408288
"2",214207.918691573,1531573642.33095,0.419446625476455,0.647646991405391
"3",614149.416552289,13775261928.8638,0.458946056247606,0.677455575109989
"4",945886.391562314,14009988726.0122,0.196774897644616,0.443593166814612
"5",475506.013399357,5588434085.89464,0.310590358390431,0.557306341602562
"6",889974.994408828,18265622441.1027,0.289793560930716,0.538324772726201
"7",172461.753948228,693968266.049731,0.293199940760113,0.541479400125354
"8",603294.849904314,5648146860.99259,0.195009877153449,0.441599226848789
"9",978304.366400389,9812707271.78393,0.128840002213771,0.358942895477499
