"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg"
"1",439949.787518957,4118998203.67013,0.267420835914089,0.517127485165978
"10",398440.285598034,4739004245.44699,0.375120221641837,0.61247058838922
"11",677197.029436717,5930747431.25516,0.16251341056967,0.403129520836257
"12",788021.980506487,9943973205.45105,0.201230194205255,0.44858688590423
"13",907830.675508141,8859430455.47658,0.135084637146625,0.367538619938946
"14",864204.294242392,11832028032.9685,0.199083933969704,0.44618822706309
"15",495187.676729257,4009549542.12068,0.205478218387078,0.453297053141842
"16",309681.828894917,1747375619.48729,0.228962674598251,0.478500443676128
"2",791506.862298987,11863702817.9914,0.237969201978632,0.487820870790326
"3",787181.97503739,11550990856.4973,0.234249580627599,0.483993368371509
"4",851928.485848156,12181888300.0032,0.210920210996187,0.459260504502822
"5",410308.933594727,3974474402.54394,0.296665895154677,0.544670446375307
"6",529008.486287477,9013615090.66935,0.404746959015971,0.636197264231756
"7",301577.319224601,2580119180.76216,0.356494044163791,0.597071222019443
"8",293447.732482117,1444765123.81334,0.210836402568781,0.459169252638699
"9",624053.700745492,12173348665.1092,0.392804088228608,0.626740846146641
