"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg"
"1",288197.771890559,1911362767.23254,0.289182326997386,0.537756754487925
"10",504554.867149176,6370300177.64708,0.31445098652841,0.560759294642906
"11",163196.121246292,701805068.9607,0.331136229809042,0.575444375947009
"12",690315.390769078,9034248706.32594,0.238235673702418,0.488093918936119
"13",311584.271103382,2164389534.52319,0.280152328802547,0.5292941798306
"14",822296.864252618,7088583651.02916,0.131738302937471,0.362957715081897
"15",855389.346392486,11555113827.2783,0.198452428631857,0.445479998015463
"16",1014371.09415685,20815788401.9282,0.254219581066739,0.504201924893925
"2",373089.736021285,3210491394.84653,0.289837631022668,0.538365703794983
"3",374402.130672652,3754069269.08208,0.336539095139222,0.580119897210243
"4",592708.657985148,6451993736.2781,0.230792269936901,0.480408440742772
"5",611335.417231964,6857018707.85244,0.230561125926007,0.480167810172659
"6",542311.48433031,7422126903.67284,0.31713241650313,0.563145111408356
"7",978944.514956646,17138520148.843,0.224733092823963,0.474060220672398
"8",527490.058957699,5510906882.90695,0.248888240883127,0.498887002118843
"9",521457.611612593,5977291994.27395,0.276233479303246,0.525579184617548
